model,operation,feature,pixel4|gpu|float,pixel4|gpu|kernel,s10|gpu|float,s10|gpu|kernel,mi8se|gpu|float,mi8se|gpu|kernel,a03s|gpu|float,a03s|gpu|kernel,iphone7|gpu|float,iphone7|gpu|kernel,iphonexs|gpu|float,iphonexs|gpu|kernel
bagnet9,CONV_2D,"{'Input_shape': '27', 'Input_channel': 512, 'Output_shape': '27', 'Stride': '1', 'Kernel': '1', 'Filter': '2048', 'Group': '1', 'FLOPS': '1528823808'}",4462.6688,convolution_2d_118_linked_:_add_119_linked_:_relu_120,4058.902,convolution_2d_118_linked_:_add_119_linked_:_relu_120,18836.9664,convolution_2d_118_linked_:_add_119_linked_:_relu_120,45024.476,convolution_2d_118_linked_:_add_119_linked_:_relu_120,6734.156,convolution_2d_118_linked_:_add_119_linked_:_relu_120,2544.469,convolution_2d_118_linked_:_add_119_linked_:_relu_120
bagnet9,MEAN,"{'Input_shape': '27', 'Input_channel': 2048, 'Output_shape': '2048', 'Stride': '-', 'Kernel': '0', 'Filter': '-', 'Group': '-', 'FLOPS': '1492992'}",352.8064,mean_121,190.62,mean_121,1405.7728,mean_121,3877.387,mean_121,475.254,mean_121,297.629,mean_121
bagnet9,FULLY_CONNECTED,"{'Input_shape': '-', 'Input_channel': 2048, 'Output_shape': '-', 'Stride': '-', 'Kernel': '-', 'Filter': '1000', 'Group': '-', 'FLOPS': '4096000'}",159.5904,fully_connected_122,291.363,fully_connected_122,478.4,fully_connected_122,966.047,fully_connected_122,195.387,fully_connected_122,82.351,fully_connected_122
bninception,CONV_2D,"{'Input_shape': '224', 'Input_channel': 3, 'Output_shape': '112', 'Stride': '2', 'Kernel': '7', 'Filter': '64', 'Group': '1', 'FLOPS': '236027904'}",1195.456,convolution_2d_0_linked_:_relu_1,942.958,convolution_2d_0_linked_:_relu_1,4204.9408,convolution_2d_0_linked_:_relu_1,9765.562,convolution_2d_0_linked_:_relu_1,1427.656,convolution_2d_0_linked_:_relu_1,513.856,convolution_2d_0_linked_:_relu_1
bninception,MAX_POOL_2D,"{'Input_shape': '114', 'Input_channel': 64, 'Output_shape': '56', 'Stride': '2', 'Kernel': '3', 'Filter': '-', 'Group': '-', 'FLOPS': '1806336'}",126.8352,pooling_2d_3,81.638,pooling_2d_3,351.6544,pooling_2d_3,1509.84,pooling_2d_3,100.344,pooling_2d_3,53.32,pooling_2d_3
bninception,CONV_2D,"{'Input_shape': '56', 'Input_channel': 64, 'Output_shape': '56', 'Stride': '1', 'Kernel': '1', 'Filter': '64', 'Group': '1', 'FLOPS': '25690112'}",89.8816,convolution_2d_4_linked_:_relu_5,111.82,convolution_2d_4_linked_:_relu_5,312.9216,convolution_2d_4_linked_:_relu_5,948.055,convolution_2d_4_linked_:_relu_5,111.711,convolution_2d_4_linked_:_relu_5,52.582,convolution_2d_4_linked_:_relu_5
bninception,CONV_2D,"{'Input_shape': '56', 'Input_channel': 64, 'Output_shape': '56', 'Stride': '1', 'Kernel': '3', 'Filter': '192', 'Group': '1', 'FLOPS': '693633024'}",2336.3968,convolution_2d_6_linked_:_relu_7,1032.156,convolution_winograd_4x4_6x6_6,8295.6032,convolution_2d_6_linked_:_relu_7,10346.832,convolution_winograd_4x4_6x6_6,1278.446,convolution_winograd_4x4_6x6_6,407.887,convolution_winograd_4x4_6x6_6
bninception,MAX_POOL_2D,"{'Input_shape': '58', 'Input_channel': 192, 'Output_shape': '28', 'Stride': '2', 'Kernel': '3', 'Filter': '-', 'Group': '-', 'FLOPS': '1354752'}",89.0112,pooling_2d_9,67.983,pooling_2d_9,309.888,pooling_2d_9,1182.652,pooling_2d_9,90.473,pooling_2d_9,43.402,pooling_2d_9
bninception,CONV_2D,"{'Input_shape': '28', 'Input_channel': 192, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '64', 'Group': '1', 'FLOPS': '19267584'}",76.1984,convolution_2d_10_linked_:_relu_11,91.117,convolution_2d_10_linked_:_relu_11,242.816,convolution_2d_10_linked_:_relu_11,717.762,convolution_2d_10_linked_:_relu_11,100.0,convolution_2d_10_linked_:_relu_11,38.832,convolution_2d_10_linked_:_relu_11
bninception,CONV_2D,"{'Input_shape': '28', 'Input_channel': 192, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '64', 'Group': '1', 'FLOPS': '19267584'}",72.3328,convolution_2d_12_linked_:_relu_13,90.54,convolution_2d_12_linked_:_relu_13,243.0976,convolution_2d_12_linked_:_relu_13,720.594,convolution_2d_12_linked_:_relu_13,100.086,convolution_2d_12_linked_:_relu_13,38.859,convolution_2d_12_linked_:_relu_13
bninception,CONV_2D,"{'Input_shape': '28', 'Input_channel': 64, 'Output_shape': '28', 'Stride': '1', 'Kernel': '3', 'Filter': '64', 'Group': '1', 'FLOPS': '57802752'}",308.3136,convolution_2d_14_linked_:_relu_15,197.102,convolution_winograd_4x4_6x6_14,742.6048,convolution_2d_14_linked_:_relu_15,1249.426,convolution_winograd_4x4_6x6_14,215.61,convolution_winograd_4x4_6x6_14,73.359,convolution_winograd_4x4_6x6_14
bninception,CONV_2D,"{'Input_shape': '28', 'Input_channel': 192, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '64', 'Group': '1', 'FLOPS': '19267584'}",69.184,convolution_2d_16_linked_:_relu_17,93.145,convolution_2d_16_linked_:_relu_17,243.776,convolution_2d_16_linked_:_relu_17,723.016,convolution_2d_16_linked_:_relu_17,100.012,convolution_2d_16_linked_:_relu_17,37.297,convolution_2d_16_linked_:_relu_17
bninception,CONV_2D,"{'Input_shape': '28', 'Input_channel': 64, 'Output_shape': '28', 'Stride': '1', 'Kernel': '3', 'Filter': '96', 'Group': '1', 'FLOPS': '86704128'}",349.3888,convolution_2d_18_linked_:_relu_19,260.949,convolution_winograd_4x4_6x6_18,1095.3472,convolution_2d_18_linked_:_relu_19,1620.886,convolution_winograd_4x4_6x6_18,281.441,convolution_winograd_4x4_6x6_18,91.567,convolution_winograd_4x4_6x6_18
bninception,CONV_2D,"{'Input_shape': '28', 'Input_channel': 96, 'Output_shape': '28', 'Stride': '1', 'Kernel': '3', 'Filter': '96', 'Group': '1', 'FLOPS': '130056192'}",525.6448,convolution_2d_20_linked_:_relu_21,316.247,convolution_winograd_4x4_6x6_20,1631.0016,convolution_2d_20_linked_:_relu_21,2169.796,convolution_winograd_4x4_6x6_20,378.269,convolution_winograd_4x4_6x6_20,115.598,convolution_winograd_4x4_6x6_20
bninception,AVERAGE_POOL_2D,"{'Input_shape': '28', 'Input_channel': 192, 'Output_shape': '28', 'Stride': '1', 'Kernel': '3', 'Filter': '-', 'Group': '-', 'FLOPS': '1354752'}",57.0496,pooling_2d_22,53.541,pooling_2d_22,220.5824,pooling_2d_22,771.992,pooling_2d_22,106.504,pooling_2d_22,40.75,pooling_2d_22
bninception,CONV_2D,"{'Input_shape': '28', 'Input_channel': 192, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '32', 'Group': '1', 'FLOPS': '9633792'}",66.4832,convolution_2d_23_linked_:_relu_24,66.557,convolution_2d_23_linked_:_relu_24,160.9984,convolution_2d_23_linked_:_relu_24,383.156,convolution_2d_23_linked_:_relu_24,59.621,convolution_2d_23_linked_:_relu_24,30.949,convolution_2d_23_linked_:_relu_24
bninception,CONCATENATION,"{'Input_shape': '28', 'Input_channel': 64, 'Output_shape': '28', 'Stride': '-', 'Kernel': '4', 'Filter': '256', 'Group': '-', 'FLOPS': '-'}",42.3936,concat_25,74.766,concat_25,130.4704,concat_25,386.715,concat_25,28.684,concat_25,18.199,concat_25
bninception,CONV_2D,"{'Input_shape': '28', 'Input_channel': 256, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '64', 'Group': '1', 'FLOPS': '25690112'}",98.6112,convolution_2d_26_linked_:_relu_27,119.473,convolution_2d_26_linked_:_relu_27,318.9888,convolution_2d_26_linked_:_relu_27,911.394,convolution_2d_26_linked_:_relu_27,129.117,convolution_2d_26_linked_:_relu_27,48.109,convolution_2d_26_linked_:_relu_27
bninception,CONV_2D,"{'Input_shape': '28', 'Input_channel': 256, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '64', 'Group': '1', 'FLOPS': '25690112'}",91.6224,convolution_2d_28_linked_:_relu_29,119.684,convolution_2d_28_linked_:_relu_29,317.0176,convolution_2d_28_linked_:_relu_29,938.293,convolution_2d_28_linked_:_relu_29,128.938,convolution_2d_28_linked_:_relu_29,48.047,convolution_2d_28_linked_:_relu_29
bninception,CONV_2D,"{'Input_shape': '28', 'Input_channel': 64, 'Output_shape': '28', 'Stride': '1', 'Kernel': '3', 'Filter': '96', 'Group': '1', 'FLOPS': '86704128'}",353.6256,convolution_2d_30_linked_:_relu_31,258.35,convolution_winograd_4x4_6x6_30,1095.3984,convolution_2d_30_linked_:_relu_31,1677.453,convolution_winograd_4x4_6x6_30,282.656,convolution_winograd_4x4_6x6_30,90.914,convolution_winograd_4x4_6x6_30
bninception,CONV_2D,"{'Input_shape': '28', 'Input_channel': 256, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '64', 'Group': '1', 'FLOPS': '25690112'}",94.8224,convolution_2d_32_linked_:_relu_33,120.176,convolution_2d_32_linked_:_relu_33,318.0288,convolution_2d_32_linked_:_relu_33,906.164,convolution_2d_32_linked_:_relu_33,129.055,convolution_2d_32_linked_:_relu_33,48.058,convolution_2d_32_linked_:_relu_33
bninception,CONV_2D,"{'Input_shape': '28', 'Input_channel': 64, 'Output_shape': '28', 'Stride': '1', 'Kernel': '3', 'Filter': '96', 'Group': '1', 'FLOPS': '86704128'}",360.384,convolution_2d_34_linked_:_relu_35,272.649,convolution_winograd_4x4_6x6_34,1092.0832,convolution_2d_34_linked_:_relu_35,1622.863,convolution_winograd_4x4_6x6_34,284.457,convolution_winograd_4x4_6x6_34,90.993,convolution_winograd_4x4_6x6_34
bninception,CONV_2D,"{'Input_shape': '28', 'Input_channel': 96, 'Output_shape': '28', 'Stride': '1', 'Kernel': '3', 'Filter': '96', 'Group': '1', 'FLOPS': '130056192'}",534.08,convolution_2d_36_linked_:_relu_37,292.702,convolution_winograd_4x4_6x6_36,1630.1568,convolution_2d_36_linked_:_relu_37,2136.527,convolution_winograd_4x4_6x6_36,375.504,convolution_winograd_4x4_6x6_36,114.457,convolution_winograd_4x4_6x6_36
bninception,AVERAGE_POOL_2D,"{'Input_shape': '28', 'Input_channel': 256, 'Output_shape': '28', 'Stride': '1', 'Kernel': '3', 'Filter': '-', 'Group': '-', 'FLOPS': '1806336'}",73.3312,pooling_2d_38,71.249,pooling_2d_38,289.792,pooling_2d_38,1008.23,pooling_2d_38,138.348,pooling_2d_38,52.156,pooling_2d_38
bninception,CONV_2D,"{'Input_shape': '28', 'Input_channel': 256, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '64', 'Group': '1', 'FLOPS': '25690112'}",98.048,convolution_2d_39_linked_:_relu_40,119.523,convolution_2d_39_linked_:_relu_40,316.864,convolution_2d_39_linked_:_relu_40,934.043,convolution_2d_39_linked_:_relu_40,129.461,convolution_2d_39_linked_:_relu_40,48.527,convolution_2d_39_linked_:_relu_40
bninception,CONCATENATION,"{'Input_shape': '28', 'Input_channel': 64, 'Output_shape': '28', 'Stride': '-', 'Kernel': '4', 'Filter': '320', 'Group': '-', 'FLOPS': '-'}",51.7504,concat_41,110.442,concat_41,162.0352,concat_41,493.441,concat_41,34.719,concat_41,20.969,concat_41
bninception,CONV_2D,"{'Input_shape': '28', 'Input_channel': 320, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '128', 'Group': '1', 'FLOPS': '64225280'}",214.336,convolution_2d_42_linked_:_relu_43,258.501,convolution_2d_42_linked_:_relu_43,739.136,convolution_2d_42_linked_:_relu_43,2042.031,convolution_2d_42_linked_:_relu_43,277.485,convolution_2d_42_linked_:_relu_43,107.113,convolution_2d_42_linked_:_relu_43
bninception,CONV_2D,"{'Input_shape': '28', 'Input_channel': 128, 'Output_shape': '14', 'Stride': '2', 'Kernel': '3', 'Filter': '160', 'Group': '1', 'FLOPS': '72253440'}",428.2752,convolution_2d_44_linked_:_relu_45,375.047,convolution_2d_44_linked_:_relu_45,1223.8464,convolution_2d_44_linked_:_relu_45,2759.195,convolution_2d_44_linked_:_relu_45,381.727,convolution_2d_44_linked_:_relu_45,160.281,convolution_2d_44_linked_:_relu_45
bninception,CONV_2D,"{'Input_shape': '28', 'Input_channel': 320, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '64', 'Group': '1', 'FLOPS': '32112640'}",118.2976,convolution_2d_46_linked_:_relu_47,152.056,convolution_2d_46_linked_:_relu_47,395.0848,convolution_2d_46_linked_:_relu_47,1131.176,convolution_2d_46_linked_:_relu_47,159.051,convolution_2d_46_linked_:_relu_47,58.902,convolution_2d_46_linked_:_relu_47
bninception,CONV_2D,"{'Input_shape': '28', 'Input_channel': 64, 'Output_shape': '28', 'Stride': '1', 'Kernel': '3', 'Filter': '96', 'Group': '1', 'FLOPS': '86704128'}",357.3504,convolution_2d_48_linked_:_relu_49,274.709,convolution_winograd_4x4_6x6_48,1095.2064,convolution_2d_48_linked_:_relu_49,1622.046,convolution_winograd_4x4_6x6_48,283.87,convolution_winograd_4x4_6x6_48,92.945,convolution_winograd_4x4_6x6_48
bninception,CONV_2D,"{'Input_shape': '28', 'Input_channel': 96, 'Output_shape': '14', 'Stride': '2', 'Kernel': '3', 'Filter': '96', 'Group': '1', 'FLOPS': '32514048'}",238.0288,convolution_2d_50_linked_:_relu_51,208.655,convolution_2d_50_linked_:_relu_51,611.9552,convolution_2d_50_linked_:_relu_51,1326.223,convolution_2d_50_linked_:_relu_51,209.145,convolution_2d_50_linked_:_relu_51,87.52,convolution_2d_50_linked_:_relu_51
bninception,MAX_POOL_2D,"{'Input_shape': '30', 'Input_channel': 320, 'Output_shape': '14', 'Stride': '2', 'Kernel': '3', 'Filter': '-', 'Group': '-', 'FLOPS': '564480'}",45.0432,pooling_2d_53,67.06,pooling_2d_53,164.5824,pooling_2d_53,675.664,pooling_2d_53,49.246,pooling_2d_53,27.207,pooling_2d_53
bninception,CONCATENATION,"{'Input_shape': '14', 'Input_channel': 160, 'Output_shape': '14', 'Stride': '-', 'Kernel': '3', 'Filter': '576', 'Group': '-', 'FLOPS': '-'}",61.9904,concat_54,99.955,concat_54,111.4112,concat_54,226.91,concat_54,38.402,concat_54,32.293,concat_54
bninception,CONV_2D,"{'Input_shape': '14', 'Input_channel': 576, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '224', 'Group': '1', 'FLOPS': '50577408'}",196.7104,convolution_2d_55_linked_:_relu_56,239.867,convolution_2d_55_linked_:_relu_56,704.0896,convolution_2d_55_linked_:_relu_56,1951.348,convolution_2d_55_linked_:_relu_56,259.277,convolution_2d_55_linked_:_relu_56,85.426,convolution_2d_55_linked_:_relu_56
bninception,CONV_2D,"{'Input_shape': '14', 'Input_channel': 576, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '64', 'Group': '1', 'FLOPS': '14450688'}",146.048,convolution_2d_57_linked_:_relu_58,162.028,convolution_2d_57_linked_:_relu_58,238.2976,convolution_2d_57_linked_:_relu_58,612.242,convolution_2d_57_linked_:_relu_58,80.887,convolution_2d_57_linked_:_relu_58,53.746,convolution_2d_57_linked_:_relu_58
bninception,CONV_2D,"{'Input_shape': '14', 'Input_channel': 64, 'Output_shape': '14', 'Stride': '1', 'Kernel': '3', 'Filter': '96', 'Group': '1', 'FLOPS': '21676032'}",159.8592,convolution_2d_59_linked_:_relu_60,142.366,convolution_2d_59_linked_:_relu_60,403.8912,convolution_2d_59_linked_:_relu_60,887.793,convolution_2d_59_linked_:_relu_60,140.824,convolution_2d_59_linked_:_relu_60,59.527,convolution_2d_59_linked_:_relu_60
bninception,CONV_2D,"{'Input_shape': '14', 'Input_channel': 576, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '96', 'Group': '1', 'FLOPS': '21676032'}",157.44,convolution_2d_61_linked_:_relu_62,148.646,convolution_2d_61_linked_:_relu_62,319.5648,convolution_2d_61_linked_:_relu_62,902.066,convolution_2d_61_linked_:_relu_62,122.098,convolution_2d_61_linked_:_relu_62,59.235,convolution_2d_61_linked_:_relu_62
bninception,CONV_2D,"{'Input_shape': '14', 'Input_channel': 96, 'Output_shape': '14', 'Stride': '1', 'Kernel': '3', 'Filter': '128', 'Group': '1', 'FLOPS': '43352064'}",307.2128,convolution_2d_63_linked_:_relu_64,284.034,convolution_2d_63_linked_:_relu_64,681.7024,convolution_2d_63_linked_:_relu_64,1682.894,convolution_2d_63_linked_:_relu_64,224.465,convolution_2d_63_linked_:_relu_64,97.687,convolution_2d_63_linked_:_relu_64
bninception,CONV_2D,"{'Input_shape': '14', 'Input_channel': 128, 'Output_shape': '14', 'Stride': '1', 'Kernel': '3', 'Filter': '128', 'Group': '1', 'FLOPS': '57802752'}",394.6752,convolution_2d_65_linked_:_relu_66,371.569,convolution_2d_65_linked_:_relu_66,902.6304,convolution_2d_65_linked_:_relu_66,2217.437,convolution_2d_65_linked_:_relu_66,286.183,convolution_2d_65_linked_:_relu_66,125.531,convolution_2d_65_linked_:_relu_66
bninception,AVERAGE_POOL_2D,"{'Input_shape': '14', 'Input_channel': 576, 'Output_shape': '14', 'Stride': '1', 'Kernel': '3', 'Filter': '-', 'Group': '-', 'FLOPS': '1016064'}",49.088,pooling_2d_67,50.229,pooling_2d_67,167.3984,pooling_2d_67,724.965,pooling_2d_67,97.621,pooling_2d_67,37.574,pooling_2d_67
bninception,CONV_2D,"{'Input_shape': '14', 'Input_channel': 576, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '128', 'Group': '1', 'FLOPS': '28901376'}",197.824,convolution_2d_68_linked_:_relu_69,197.822,convolution_2d_68_linked_:_relu_69,430.72,convolution_2d_68_linked_:_relu_69,1158.914,convolution_2d_68_linked_:_relu_69,131.558,convolution_2d_68_linked_:_relu_69,61.871,convolution_2d_68_linked_:_relu_69
bninception,CONCATENATION,"{'Input_shape': '14', 'Input_channel': 224, 'Output_shape': '14', 'Stride': '-', 'Kernel': '4', 'Filter': '576', 'Group': '-', 'FLOPS': '-'}",65.7152,concat_70,105.092,concat_70,106.5344,concat_70,246.078,concat_70,37.094,concat_70,32.601,concat_70
bninception,CONV_2D,"{'Input_shape': '14', 'Input_channel': 576, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '192', 'Group': '1', 'FLOPS': '43352064'}",195.4048,convolution_2d_71_linked_:_relu_72,203.024,convolution_2d_71_linked_:_relu_72,558.5024,convolution_2d_71_linked_:_relu_72,1665.492,convolution_2d_71_linked_:_relu_72,207.754,convolution_2d_71_linked_:_relu_72,79.172,convolution_2d_71_linked_:_relu_72
bninception,CONV_2D,"{'Input_shape': '14', 'Input_channel': 576, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '96', 'Group': '1', 'FLOPS': '21676032'}",156.3136,convolution_2d_73_linked_:_relu_74,157.999,convolution_2d_73_linked_:_relu_74,319.7312,convolution_2d_73_linked_:_relu_74,917.477,convolution_2d_73_linked_:_relu_74,122.984,convolution_2d_73_linked_:_relu_74,58.273,convolution_2d_73_linked_:_relu_74
bninception,CONV_2D,"{'Input_shape': '14', 'Input_channel': 96, 'Output_shape': '14', 'Stride': '1', 'Kernel': '3', 'Filter': '128', 'Group': '1', 'FLOPS': '43352064'}",299.84,convolution_2d_75_linked_:_relu_76,286.289,convolution_2d_75_linked_:_relu_76,679.8592,convolution_2d_75_linked_:_relu_76,1680.313,convolution_2d_75_linked_:_relu_76,218.41,convolution_2d_75_linked_:_relu_76,96.691,convolution_2d_75_linked_:_relu_76
bninception,CONV_2D,"{'Input_shape': '14', 'Input_channel': 576, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '96', 'Group': '1', 'FLOPS': '21676032'}",157.0304,convolution_2d_77_linked_:_relu_78,162.433,convolution_2d_77_linked_:_relu_78,319.5904,convolution_2d_77_linked_:_relu_78,894.227,convolution_2d_77_linked_:_relu_78,122.227,convolution_2d_77_linked_:_relu_78,58.273,convolution_2d_77_linked_:_relu_78
bninception,CONV_2D,"{'Input_shape': '14', 'Input_channel': 96, 'Output_shape': '14', 'Stride': '1', 'Kernel': '3', 'Filter': '128', 'Group': '1', 'FLOPS': '43352064'}",296.0256,convolution_2d_79_linked_:_relu_80,282.709,convolution_2d_79_linked_:_relu_80,679.7056,convolution_2d_79_linked_:_relu_80,1687.062,convolution_2d_79_linked_:_relu_80,218.926,convolution_2d_79_linked_:_relu_80,96.652,convolution_2d_79_linked_:_relu_80
bninception,CONV_2D,"{'Input_shape': '14', 'Input_channel': 128, 'Output_shape': '14', 'Stride': '1', 'Kernel': '3', 'Filter': '128', 'Group': '1', 'FLOPS': '57802752'}",393.0496,convolution_2d_81_linked_:_relu_82,374.559,convolution_2d_81_linked_:_relu_82,903.7952,convolution_2d_81_linked_:_relu_82,2213.602,convolution_2d_81_linked_:_relu_82,287.27,convolution_2d_81_linked_:_relu_82,126.18,convolution_2d_81_linked_:_relu_82
bninception,AVERAGE_POOL_2D,"{'Input_shape': '14', 'Input_channel': 576, 'Output_shape': '14', 'Stride': '1', 'Kernel': '3', 'Filter': '-', 'Group': '-', 'FLOPS': '1016064'}",49.1136,pooling_2d_83,50.694,pooling_2d_83,167.1552,pooling_2d_83,707.234,pooling_2d_83,98.817,pooling_2d_83,37.102,pooling_2d_83
bninception,CONV_2D,"{'Input_shape': '14', 'Input_channel': 576, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '128', 'Group': '1', 'FLOPS': '28901376'}",188.1984,convolution_2d_84_linked_:_relu_85,195.858,convolution_2d_84_linked_:_relu_85,428.864,convolution_2d_84_linked_:_relu_85,1164.078,convolution_2d_84_linked_:_relu_85,131.844,convolution_2d_84_linked_:_relu_85,61.867,convolution_2d_84_linked_:_relu_85
bninception,CONCATENATION,"{'Input_shape': '14', 'Input_channel': 192, 'Output_shape': '14', 'Stride': '-', 'Kernel': '4', 'Filter': '576', 'Group': '-', 'FLOPS': '-'}",76.2496,concat_86,98.262,concat_86,115.52,concat_86,231.793,concat_86,47.601,concat_86,32.976,concat_86
bninception,CONV_2D,"{'Input_shape': '14', 'Input_channel': 576, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '160', 'Group': '1', 'FLOPS': '36126720'}",198.208,convolution_2d_87_linked_:_relu_88,177.892,convolution_2d_87_linked_:_relu_88,541.632,convolution_2d_87_linked_:_relu_88,1423.477,convolution_2d_87_linked_:_relu_88,186.84,convolution_2d_87_linked_:_relu_88,72.965,convolution_2d_87_linked_:_relu_88
bninception,CONV_2D,"{'Input_shape': '14', 'Input_channel': 576, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '128', 'Group': '1', 'FLOPS': '28901376'}",201.9328,convolution_2d_89_linked_:_relu_90,195.284,convolution_2d_89_linked_:_relu_90,430.2592,convolution_2d_89_linked_:_relu_90,1149.965,convolution_2d_89_linked_:_relu_90,131.649,convolution_2d_89_linked_:_relu_90,61.754,convolution_2d_89_linked_:_relu_90
bninception,CONV_2D,"{'Input_shape': '14', 'Input_channel': 128, 'Output_shape': '14', 'Stride': '1', 'Kernel': '3', 'Filter': '160', 'Group': '1', 'FLOPS': '72253440'}",445.6448,convolution_2d_91_linked_:_relu_92,338.591,convolution_2d_91_linked_:_relu_92,1213.5808,convolution_2d_91_linked_:_relu_92,2753.234,convolution_2d_91_linked_:_relu_92,378.746,convolution_2d_91_linked_:_relu_92,148.723,convolution_2d_91_linked_:_relu_92
bninception,CONV_2D,"{'Input_shape': '14', 'Input_channel': 576, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '128', 'Group': '1', 'FLOPS': '28901376'}",202.2656,convolution_2d_93_linked_:_relu_94,195.128,convolution_2d_93_linked_:_relu_94,429.9648,convolution_2d_93_linked_:_relu_94,1155.051,convolution_2d_93_linked_:_relu_94,132.199,convolution_2d_93_linked_:_relu_94,61.934,convolution_2d_93_linked_:_relu_94
