model,operation,feature,pixel4|gpu|float,pixel4|gpu|kernel,s10|gpu|float,s10|gpu|kernel,mi8se|gpu|float,mi8se|gpu|kernel,a03s|gpu|float,a03s|gpu|kernel,iphone7|gpu|float,iphone7|gpu|kernel,iphonexs|gpu|float,iphonexs|gpu|kernel
mnasnet_b1,CONV_2D,"{'Input_shape': '14', 'Input_channel': 576, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '96', 'Group': '1', 'FLOPS': '21676032'}",153.984,convolution_2d_77_linked_:_add_78,169.791,convolution_2d_77_linked_:_add_78,323.9168,convolution_2d_77_linked_:_add_78,924.879,convolution_2d_77_linked_:_add_78,117.808,convolution_2d_77_linked_:_add_78,58.852,convolution_2d_77_linked_:_add_78
mnasnet_b1,CONV_2D,"{'Input_shape': '14', 'Input_channel': 96, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '576', 'Group': '1', 'FLOPS': '21676032'}",83.648,convolution_2d_79_linked_:_relu_80,91.617,convolution_2d_79_linked_:_relu_80,241.536,convolution_2d_79_linked_:_relu_80,973.027,convolution_2d_79_linked_:_relu_80,110.094,convolution_2d_79_linked_:_relu_80,42.442,convolution_2d_79_linked_:_relu_80
mnasnet_b1,DEPTHWISE_CONV_2D,"{'Input_shape': '18', 'Input_channel': 576, 'Output_shape': '7', 'Stride': '2', 'Kernel': '5', 'Filter': '1', 'Group': '1', 'FLOPS': '1411200'}",54.1952,depthwise_convolution_82_linked_:_relu_83,55.585,depthwise_convolution_82_linked_:_relu_83,166.08,depthwise_convolution_82_linked_:_relu_83,451.277,depthwise_convolution_82_linked_:_relu_83,58.43,depthwise_convolution_82_linked_:_relu_83,29.172,depthwise_convolution_82_linked_:_relu_83
mnasnet_b1,CONV_2D,"{'Input_shape': '7', 'Input_channel': 576, 'Output_shape': '7', 'Stride': '1', 'Kernel': '1', 'Filter': '192', 'Group': '1', 'FLOPS': '10838016'}",126.8096,convolution_2d_84,123.055,convolution_2d_84,259.5584,convolution_2d_84,470.914,convolution_2d_84,74.27,convolution_2d_84,42.965,convolution_2d_84
mnasnet_b1,CONV_2D,"{'Input_shape': '7', 'Input_channel': 192, 'Output_shape': '7', 'Stride': '1', 'Kernel': '1', 'Filter': '1152', 'Group': '1', 'FLOPS': '21676032'}",136.0256,convolution_2d_85_linked_:_relu_86,105.193,convolution_2d_85_linked_:_relu_86,313.728,convolution_2d_85_linked_:_relu_86,885.246,convolution_2d_85_linked_:_relu_86,109.812,convolution_2d_85_linked_:_relu_86,49.266,convolution_2d_85_linked_:_relu_86
mnasnet_b1,DEPTHWISE_CONV_2D,"{'Input_shape': '11', 'Input_channel': 1152, 'Output_shape': '7', 'Stride': '1', 'Kernel': '5', 'Filter': '1', 'Group': '1', 'FLOPS': '2822400'}",64.128,depthwise_convolution_88_linked_:_relu_89,63.694,depthwise_convolution_88_linked_:_relu_89,201.28,depthwise_convolution_88_linked_:_relu_89,796.992,depthwise_convolution_88_linked_:_relu_89,104.109,depthwise_convolution_88_linked_:_relu_89,44.035,depthwise_convolution_88_linked_:_relu_89
mnasnet_b1,CONV_2D,"{'Input_shape': '7', 'Input_channel': 1152, 'Output_shape': '7', 'Stride': '1', 'Kernel': '1', 'Filter': '192', 'Group': '1', 'FLOPS': '21676032'}",255.3856,convolution_2d_90_linked_:_add_91,287.238,convolution_2d_90_linked_:_add_91,508.7104,convolution_2d_90_linked_:_add_91,877.488,convolution_2d_90_linked_:_add_91,135.359,convolution_2d_90_linked_:_add_91,79.668,convolution_2d_90_linked_:_add_91
mnasnet_b1,CONV_2D,"{'Input_shape': '7', 'Input_channel': 192, 'Output_shape': '7', 'Stride': '1', 'Kernel': '1', 'Filter': '1152', 'Group': '1', 'FLOPS': '21676032'}",136.6144,convolution_2d_92_linked_:_relu_93,107.549,convolution_2d_92_linked_:_relu_93,313.6768,convolution_2d_92_linked_:_relu_93,884.816,convolution_2d_92_linked_:_relu_93,109.219,convolution_2d_92_linked_:_relu_93,48.86,convolution_2d_92_linked_:_relu_93
mnasnet_b1,DEPTHWISE_CONV_2D,"{'Input_shape': '11', 'Input_channel': 1152, 'Output_shape': '7', 'Stride': '1', 'Kernel': '5', 'Filter': '1', 'Group': '1', 'FLOPS': '2822400'}",64.4992,depthwise_convolution_95_linked_:_relu_96,64.138,depthwise_convolution_95_linked_:_relu_96,202.1248,depthwise_convolution_95_linked_:_relu_96,790.848,depthwise_convolution_95_linked_:_relu_96,104.047,depthwise_convolution_95_linked_:_relu_96,44.07,depthwise_convolution_95_linked_:_relu_96
mnasnet_b1,CONV_2D,"{'Input_shape': '7', 'Input_channel': 1152, 'Output_shape': '7', 'Stride': '1', 'Kernel': '1', 'Filter': '192', 'Group': '1', 'FLOPS': '21676032'}",251.0848,convolution_2d_97_linked_:_add_98,247.827,convolution_2d_97_linked_:_add_98,508.864,convolution_2d_97_linked_:_add_98,875.207,convolution_2d_97_linked_:_add_98,134.797,convolution_2d_97_linked_:_add_98,79.469,convolution_2d_97_linked_:_add_98
mnasnet_b1,CONV_2D,"{'Input_shape': '7', 'Input_channel': 192, 'Output_shape': '7', 'Stride': '1', 'Kernel': '1', 'Filter': '1152', 'Group': '1', 'FLOPS': '21676032'}",137.152,convolution_2d_99_linked_:_relu_100,100.227,convolution_2d_99_linked_:_relu_100,314.0224,convolution_2d_99_linked_:_relu_100,905.113,convolution_2d_99_linked_:_relu_100,109.242,convolution_2d_99_linked_:_relu_100,48.746,convolution_2d_99_linked_:_relu_100
mnasnet_b1,DEPTHWISE_CONV_2D,"{'Input_shape': '11', 'Input_channel': 1152, 'Output_shape': '7', 'Stride': '1', 'Kernel': '5', 'Filter': '1', 'Group': '1', 'FLOPS': '2822400'}",65.0368,depthwise_convolution_102_linked_:_relu_103,63.273,depthwise_convolution_102_linked_:_relu_103,203.456,depthwise_convolution_102_linked_:_relu_103,766.64,depthwise_convolution_102_linked_:_relu_103,104.609,depthwise_convolution_102_linked_:_relu_103,43.98,depthwise_convolution_102_linked_:_relu_103
mnasnet_b1,CONV_2D,"{'Input_shape': '7', 'Input_channel': 1152, 'Output_shape': '7', 'Stride': '1', 'Kernel': '1', 'Filter': '192', 'Group': '1', 'FLOPS': '21676032'}",237.6576,convolution_2d_104_linked_:_add_105,248.859,convolution_2d_104_linked_:_add_105,511.7824,convolution_2d_104_linked_:_add_105,877.785,convolution_2d_104_linked_:_add_105,135.375,convolution_2d_104_linked_:_add_105,79.234,convolution_2d_104_linked_:_add_105
mnasnet_b1,CONV_2D,"{'Input_shape': '7', 'Input_channel': 192, 'Output_shape': '7', 'Stride': '1', 'Kernel': '1', 'Filter': '1152', 'Group': '1', 'FLOPS': '21676032'}",134.4896,convolution_2d_106_linked_:_relu_107,101.271,convolution_2d_106_linked_:_relu_107,312.8064,convolution_2d_106_linked_:_relu_107,903.926,convolution_2d_106_linked_:_relu_107,109.461,convolution_2d_106_linked_:_relu_107,48.996,convolution_2d_106_linked_:_relu_107
mnasnet_b1,DEPTHWISE_CONV_2D,"{'Input_shape': '9', 'Input_channel': 1152, 'Output_shape': '7', 'Stride': '1', 'Kernel': '3', 'Filter': '1', 'Group': '1', 'FLOPS': '1016064'}",28.1472,depthwise_convolution_109_linked_:_relu_110,28.351,depthwise_convolution_109_linked_:_relu_110,92.5056,depthwise_convolution_109_linked_:_relu_110,288.16,depthwise_convolution_109_linked_:_relu_110,57.887,depthwise_convolution_109_linked_:_relu_110,16.902,depthwise_convolution_109_linked_:_relu_110
mnasnet_b1,CONV_2D,"{'Input_shape': '7', 'Input_channel': 1152, 'Output_shape': '7', 'Stride': '1', 'Kernel': '1', 'Filter': '320', 'Group': '1', 'FLOPS': '36126720'}",340.0704,convolution_2d_111,314.503,convolution_2d_111,644.8896,convolution_2d_111,1630.929,convolution_2d_111,197.906,convolution_2d_111,138.399,convolution_2d_111
mnasnet_b1,CONV_2D,"{'Input_shape': '7', 'Input_channel': 320, 'Output_shape': '7', 'Stride': '1', 'Kernel': '1', 'Filter': '1280', 'Group': '1', 'FLOPS': '40140800'}",249.7536,convolution_2d_112_linked_:_relu_113,246.538,convolution_2d_112_linked_:_relu_113,653.9392,convolution_2d_112_linked_:_relu_113,1588.668,convolution_2d_112_linked_:_relu_113,186.207,convolution_2d_112_linked_:_relu_113,91.473,convolution_2d_112_linked_:_relu_113
mnasnet_b1,MEAN,"{'Input_shape': '7', 'Input_channel': 1280, 'Output_shape': '1280', 'Stride': '-', 'Kernel': '0', 'Filter': '-', 'Group': '-', 'FLOPS': '62720'}",24.9984,mean_114,20.87,mean_114,54.4384,mean_114,112.348,mean_114,28.644,mean_114,12.824,mean_114
mnasnet_b1,FULLY_CONNECTED,"{'Input_shape': '-', 'Input_channel': 1280, 'Output_shape': '-', 'Stride': '-', 'Kernel': '-', 'Filter': '1000', 'Group': '-', 'FLOPS': '2560000'}",104.512,fully_connected_115,247.109,fully_connected_115,298.496,fully_connected_115,697.832,fully_connected_115,111.648,fully_connected_115,54.391,fully_connected_115
mnasnet_a1,CONV_2D,"{'Input_shape': '224', 'Input_channel': 3, 'Output_shape': '112', 'Stride': '2', 'Kernel': '3', 'Filter': '32', 'Group': '1', 'FLOPS': '21676032'}",55.168,convolution_2d_0_linked_:_relu_1,118.687,convolution_2d_0_linked_:_relu_1,162.048,convolution_2d_0_linked_:_relu_1,1170.48,convolution_2d_0_linked_:_relu_1,162.324,convolution_2d_0_linked_:_relu_1,62.312,convolution_2d_0_linked_:_relu_1
mnasnet_a1,DEPTHWISE_CONV_2D,"{'Input_shape': '114', 'Input_channel': 32, 'Output_shape': '112', 'Stride': '1', 'Kernel': '3', 'Filter': '1', 'Group': '1', 'FLOPS': '7225344'}",126.1056,depthwise_convolution_3_linked_:_relu_4,82.343,depthwise_convolution_3_linked_:_relu_4,381.2096,depthwise_convolution_3_linked_:_relu_4,947.902,depthwise_convolution_3_linked_:_relu_4,93.125,depthwise_convolution_3_linked_:_relu_4,46.781,depthwise_convolution_3_linked_:_relu_4
mnasnet_a1,CONV_2D,"{'Input_shape': '112', 'Input_channel': 32, 'Output_shape': '112', 'Stride': '1', 'Kernel': '1', 'Filter': '16', 'Group': '1', 'FLOPS': '12845056'}",48.1536,convolution_2d_5,79.872,convolution_2d_5,107.5968,convolution_2d_5,614.539,convolution_2d_5,62.59,convolution_2d_5,31.473,convolution_2d_5
mnasnet_a1,CONV_2D,"{'Input_shape': '112', 'Input_channel': 16, 'Output_shape': '112', 'Stride': '1', 'Kernel': '1', 'Filter': '96', 'Group': '1', 'FLOPS': '38535168'}",176.4352,convolution_2d_6_linked_:_relu_7,170.274,convolution_2d_6_linked_:_relu_7,605.2352,convolution_2d_6_linked_:_relu_7,2084.492,convolution_2d_6_linked_:_relu_7,202.965,convolution_2d_6_linked_:_relu_7,85.449,convolution_2d_6_linked_:_relu_7
mnasnet_a1,DEPTHWISE_CONV_2D,"{'Input_shape': '114', 'Input_channel': 96, 'Output_shape': '56', 'Stride': '2', 'Kernel': '3', 'Filter': '1', 'Group': '1', 'FLOPS': '5419008'}",177.4848,depthwise_convolution_9_linked_:_relu_10,139.117,depthwise_convolution_9_linked_:_relu_10,531.4688,depthwise_convolution_9_linked_:_relu_10,1604.758,depthwise_convolution_9_linked_:_relu_10,111.379,depthwise_convolution_9_linked_:_relu_10,60.434,depthwise_convolution_9_linked_:_relu_10
mnasnet_a1,CONV_2D,"{'Input_shape': '56', 'Input_channel': 96, 'Output_shape': '56', 'Stride': '1', 'Kernel': '1', 'Filter': '24', 'Group': '1', 'FLOPS': '14450688'}",84.992,convolution_2d_11,61.095,convolution_2d_11,180.7488,convolution_2d_11,582.496,convolution_2d_11,70.488,convolution_2d_11,41.867,convolution_2d_11
mnasnet_a1,CONV_2D,"{'Input_shape': '56', 'Input_channel': 24, 'Output_shape': '56', 'Stride': '1', 'Kernel': '1', 'Filter': '144', 'Group': '1', 'FLOPS': '21676032'}",81.5488,convolution_2d_12_linked_:_relu_13,93.661,convolution_2d_12_linked_:_relu_13,276.8896,convolution_2d_12_linked_:_relu_13,1015.023,convolution_2d_12_linked_:_relu_13,108.531,convolution_2d_12_linked_:_relu_13,47.578,convolution_2d_12_linked_:_relu_13
mnasnet_a1,DEPTHWISE_CONV_2D,"{'Input_shape': '58', 'Input_channel': 144, 'Output_shape': '56', 'Stride': '1', 'Kernel': '3', 'Filter': '1', 'Group': '1', 'FLOPS': '8128512'}",148.8512,depthwise_convolution_15_linked_:_relu_16,97.339,depthwise_convolution_15_linked_:_relu_16,540.2112,depthwise_convolution_15_linked_:_relu_16,1115.164,depthwise_convolution_15_linked_:_relu_16,125.707,depthwise_convolution_15_linked_:_relu_16,55.172,depthwise_convolution_15_linked_:_relu_16
mnasnet_a1,CONV_2D,"{'Input_shape': '56', 'Input_channel': 144, 'Output_shape': '56', 'Stride': '1', 'Kernel': '1', 'Filter': '24', 'Group': '1', 'FLOPS': '21676032'}",129.9712,convolution_2d_17_linked_:_add_18,89.502,convolution_2d_17_linked_:_add_18,276.096,convolution_2d_17_linked_:_add_18,806.785,convolution_2d_17_linked_:_add_18,99.965,convolution_2d_17_linked_:_add_18,49.824,convolution_2d_17_linked_:_add_18
mnasnet_a1,CONV_2D,"{'Input_shape': '56', 'Input_channel': 24, 'Output_shape': '56', 'Stride': '1', 'Kernel': '1', 'Filter': '72', 'Group': '1', 'FLOPS': '10838016'}",47.7824,convolution_2d_19_linked_:_relu_20,57.943,convolution_2d_19_linked_:_relu_20,145.3952,convolution_2d_19_linked_:_relu_20,569.113,convolution_2d_19_linked_:_relu_20,65.594,convolution_2d_19_linked_:_relu_20,30.262,convolution_2d_19_linked_:_relu_20
mnasnet_a1,DEPTHWISE_CONV_2D,"{'Input_shape': '60', 'Input_channel': 72, 'Output_shape': '28', 'Stride': '2', 'Kernel': '5', 'Filter': '1', 'Group': '1', 'FLOPS': '2822400'}",80.064,depthwise_convolution_22_linked_:_relu_23,57.285,depthwise_convolution_22_linked_:_relu_23,235.5328,depthwise_convolution_22_linked_:_relu_23,742.031,depthwise_convolution_22_linked_:_relu_23,89.922,depthwise_convolution_22_linked_:_relu_23,54.66,depthwise_convolution_22_linked_:_relu_23
mnasnet_a1,MEAN,"{'Input_shape': '28', 'Input_channel': 72, 'Output_shape': '72', 'Stride': '-', 'Kernel': '1', 'Filter': '-', 'Group': '-', 'FLOPS': '56448'}",19.4688,mean_24,22.17,mean_24,57.2928,mean_24,220.789,mean_24,24.859,mean_24,18.289,mean_24
mnasnet_a1,CONV_2D,"{'Input_shape': '1', 'Input_channel': 72, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '6', 'Group': '1', 'FLOPS': '864'}",7.4112,fully_connected_25_linked_:_relu_26,11.426,fully_connected_25_linked_:_relu_26,8.8064,fully_connected_25_linked_:_relu_26,71.387,fully_connected_25_linked_:_relu_26,11.23,fully_connected_25_linked_:_relu_26,6.601,fully_connected_25_linked_:_relu_26
mnasnet_a1,CONV_2D,"{'Input_shape': '1', 'Input_channel': 6, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '72', 'Group': '1', 'FLOPS': '864'}",4.9792,fully_connected_27_linked_:_sigmoid_28,11.834,fully_connected_27_linked_:_sigmoid_28,5.9264,fully_connected_27_linked_:_sigmoid_28,49.109,fully_connected_27_linked_:_sigmoid_28,10.164,fully_connected_27_linked_:_sigmoid_28,5.875,fully_connected_27_linked_:_sigmoid_28
mnasnet_a1,CONV_2D,"{'Input_shape': '28', 'Input_channel': 72, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '40', 'Group': '1', 'FLOPS': '4515840'}",30.2848,convolution_2d_30,39.841,convolution_2d_30,74.4192,convolution_2d_30,238.437,convolution_2d_30,33.73,convolution_2d_30,15.195,convolution_2d_30
mnasnet_a1,CONV_2D,"{'Input_shape': '28', 'Input_channel': 40, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '120', 'Group': '1', 'FLOPS': '7526400'}",35.7632,convolution_2d_31_linked_:_relu_32,44.305,convolution_2d_31_linked_:_relu_32,112.704,convolution_2d_31_linked_:_relu_32,395.695,convolution_2d_31_linked_:_relu_32,51.43,convolution_2d_31_linked_:_relu_32,20.859,convolution_2d_31_linked_:_relu_32
mnasnet_a1,DEPTHWISE_CONV_2D,"{'Input_shape': '32', 'Input_channel': 120, 'Output_shape': '28', 'Stride': '1', 'Kernel': '5', 'Filter': '1', 'Group': '1', 'FLOPS': '4704000'}",70.8992,depthwise_convolution_34_linked_:_relu_35,81.002,depthwise_convolution_34_linked_:_relu_35,232.576,depthwise_convolution_34_linked_:_relu_35,1150.715,depthwise_convolution_34_linked_:_relu_35,139.828,depthwise_convolution_34_linked_:_relu_35,61.469,depthwise_convolution_34_linked_:_relu_35
mnasnet_a1,MEAN,"{'Input_shape': '28', 'Input_channel': 120, 'Output_shape': '120', 'Stride': '-', 'Kernel': '1', 'Filter': '-', 'Group': '-', 'FLOPS': '94080'}",27.2256,mean_36,24.176,mean_36,90.1888,mean_36,331.734,mean_36,35.27,mean_36,23.0,mean_36
mnasnet_a1,CONV_2D,"{'Input_shape': '1', 'Input_channel': 120, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '10', 'Group': '1', 'FLOPS': '2400'}",9.7408,fully_connected_37_linked_:_relu_38,16.52,fully_connected_37_linked_:_relu_38,11.2128,fully_connected_37_linked_:_relu_38,71.375,fully_connected_37_linked_:_relu_38,12.199,fully_connected_37_linked_:_relu_38,7.57,fully_connected_37_linked_:_relu_38
mnasnet_a1,CONV_2D,"{'Input_shape': '1', 'Input_channel': 10, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '120', 'Group': '1', 'FLOPS': '2400'}",5.0432,fully_connected_39_linked_:_sigmoid_40,15.802,fully_connected_39_linked_:_sigmoid_40,6.144,fully_connected_39_linked_:_sigmoid_40,50.594,fully_connected_39_linked_:_sigmoid_40,9.633,fully_connected_39_linked_:_sigmoid_40,6.0,fully_connected_39_linked_:_sigmoid_40
mnasnet_a1,CONV_2D,"{'Input_shape': '28', 'Input_channel': 120, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '40', 'Group': '1', 'FLOPS': '7526400'}",45.12,convolution_2d_42_linked_:_add_43,62.372,convolution_2d_42_linked_:_add_43,121.6128,convolution_2d_42_linked_:_add_43,384.617,convolution_2d_42_linked_:_add_43,46.519,convolution_2d_42_linked_:_add_43,22.61,convolution_2d_42_linked_:_add_43
mnasnet_a1,CONV_2D,"{'Input_shape': '28', 'Input_channel': 40, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '120', 'Group': '1', 'FLOPS': '7526400'}",36.6336,convolution_2d_44_linked_:_relu_45,43.777,convolution_2d_44_linked_:_relu_45,112.2816,convolution_2d_44_linked_:_relu_45,386.668,convolution_2d_44_linked_:_relu_45,51.242,convolution_2d_44_linked_:_relu_45,20.527,convolution_2d_44_linked_:_relu_45
mnasnet_a1,DEPTHWISE_CONV_2D,"{'Input_shape': '32', 'Input_channel': 120, 'Output_shape': '28', 'Stride': '1', 'Kernel': '5', 'Filter': '1', 'Group': '1', 'FLOPS': '4704000'}",70.6048,depthwise_convolution_47_linked_:_relu_48,82.879,depthwise_convolution_47_linked_:_relu_48,233.4592,depthwise_convolution_47_linked_:_relu_48,1139.055,depthwise_convolution_47_linked_:_relu_48,139.656,depthwise_convolution_47_linked_:_relu_48,61.227,depthwise_convolution_47_linked_:_relu_48
mnasnet_a1,MEAN,"{'Input_shape': '28', 'Input_channel': 120, 'Output_shape': '120', 'Stride': '-', 'Kernel': '1', 'Filter': '-', 'Group': '-', 'FLOPS': '94080'}",28.3776,mean_49,23.786,mean_49,90.0992,mean_49,297.098,mean_49,34.773,mean_49,23.613,mean_49
mnasnet_a1,CONV_2D,"{'Input_shape': '1', 'Input_channel': 120, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '10', 'Group': '1', 'FLOPS': '2400'}",10.176,fully_connected_50_linked_:_relu_51,17.843,fully_connected_50_linked_:_relu_51,11.8016,fully_connected_50_linked_:_relu_51,64.18,fully_connected_50_linked_:_relu_51,12.367,fully_connected_50_linked_:_relu_51,7.594,fully_connected_50_linked_:_relu_51
mnasnet_a1,CONV_2D,"{'Input_shape': '1', 'Input_channel': 10, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '120', 'Group': '1', 'FLOPS': '2400'}",5.7216,fully_connected_52_linked_:_sigmoid_53,15.356,fully_connected_52_linked_:_sigmoid_53,7.0528,fully_connected_52_linked_:_sigmoid_53,58.121,fully_connected_52_linked_:_sigmoid_53,9.789,fully_connected_52_linked_:_sigmoid_53,6.055,fully_connected_52_linked_:_sigmoid_53
mnasnet_a1,CONV_2D,"{'Input_shape': '28', 'Input_channel': 120, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '40', 'Group': '1', 'FLOPS': '7526400'}",45.8752,convolution_2d_55_linked_:_add_56,59.72,convolution_2d_55_linked_:_add_56,120.5376,convolution_2d_55_linked_:_add_56,387.719,convolution_2d_55_linked_:_add_56,46.66,convolution_2d_55_linked_:_add_56,23.238,convolution_2d_55_linked_:_add_56
mnasnet_a1,CONV_2D,"{'Input_shape': '28', 'Input_channel': 40, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '240', 'Group': '1', 'FLOPS': '15052800'}",65.2928,convolution_2d_57_linked_:_relu_58,84.628,convolution_2d_57_linked_:_relu_58,212.6208,convolution_2d_57_linked_:_relu_58,641.113,convolution_2d_57_linked_:_relu_58,84.656,convolution_2d_57_linked_:_relu_58,33.082,convolution_2d_57_linked_:_relu_58
mnasnet_a1,DEPTHWISE_CONV_2D,"{'Input_shape': '30', 'Input_channel': 240, 'Output_shape': '14', 'Stride': '2', 'Kernel': '3', 'Filter': '1', 'Group': '1', 'FLOPS': '846720'}",36.5952,depthwise_convolution_60_linked_:_relu_61,45.966,depthwise_convolution_60_linked_:_relu_61,134.0288,depthwise_convolution_60_linked_:_relu_61,373.422,depthwise_convolution_60_linked_:_relu_61,36.703,depthwise_convolution_60_linked_:_relu_61,15.219,depthwise_convolution_60_linked_:_relu_61
mnasnet_a1,CONV_2D,"{'Input_shape': '14', 'Input_channel': 240, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '80', 'Group': '1', 'FLOPS': '7526400'}",60.5056,convolution_2d_62,75.95,convolution_2d_62,139.52,convolution_2d_62,386.195,convolution_2d_62,53.137,convolution_2d_62,30.485,convolution_2d_62
mnasnet_a1,CONV_2D,"{'Input_shape': '14', 'Input_channel': 80, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '480', 'Group': '1', 'FLOPS': '15052800'}",71.6544,convolution_2d_63_linked_:_relu_64,75.521,convolution_2d_63_linked_:_relu_64,210.3936,convolution_2d_63_linked_:_relu_64,683.902,convolution_2d_63_linked_:_relu_64,83.426,convolution_2d_63_linked_:_relu_64,32.254,convolution_2d_63_linked_:_relu_64
mnasnet_a1,DEPTHWISE_CONV_2D,"{'Input_shape': '16', 'Input_channel': 480, 'Output_shape': '14', 'Stride': '1', 'Kernel': '3', 'Filter': '1', 'Group': '1', 'FLOPS': '1693440'}",38.8736,depthwise_convolution_66_linked_:_relu_67,31.911,depthwise_convolution_66_linked_:_relu_67,133.1968,depthwise_convolution_66_linked_:_relu_67,318.051,depthwise_convolution_66_linked_:_relu_67,46.113,depthwise_convolution_66_linked_:_relu_67,15.613,depthwise_convolution_66_linked_:_relu_67
mnasnet_a1,CONV_2D,"{'Input_shape': '14', 'Input_channel': 480, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '80', 'Group': '1', 'FLOPS': '15052800'}",126.144,convolution_2d_68_linked_:_add_69,129.477,convolution_2d_68_linked_:_add_69,266.7776,convolution_2d_68_linked_:_add_69,710.261,convolution_2d_68_linked_:_add_69,86.766,convolution_2d_68_linked_:_add_69,56.41,convolution_2d_68_linked_:_add_69
mnasnet_a1,CONV_2D,"{'Input_shape': '14', 'Input_channel': 80, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '480', 'Group': '1', 'FLOPS': '15052800'}",71.6288,convolution_2d_70_linked_:_relu_71,74.34,convolution_2d_70_linked_:_relu_71,209.792,convolution_2d_70_linked_:_relu_71,705.816,convolution_2d_70_linked_:_relu_71,83.48,convolution_2d_70_linked_:_relu_71,33.379,convolution_2d_70_linked_:_relu_71
mnasnet_a1,DEPTHWISE_CONV_2D,"{'Input_shape': '16', 'Input_channel': 480, 'Output_shape': '14', 'Stride': '1', 'Kernel': '3', 'Filter': '1', 'Group': '1', 'FLOPS': '1693440'}",38.2336,depthwise_convolution_73_linked_:_relu_74,31.435,depthwise_convolution_73_linked_:_relu_74,132.6336,depthwise_convolution_73_linked_:_relu_74,323.32,depthwise_convolution_73_linked_:_relu_74,46.09,depthwise_convolution_73_linked_:_relu_74,16.992,depthwise_convolution_73_linked_:_relu_74
mnasnet_a1,CONV_2D,"{'Input_shape': '14', 'Input_channel': 480, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '80', 'Group': '1', 'FLOPS': '15052800'}",117.824,convolution_2d_75_linked_:_add_76,121.805,convolution_2d_75_linked_:_add_76,267.5072,convolution_2d_75_linked_:_add_76,710.859,convolution_2d_75_linked_:_add_76,86.75,convolution_2d_75_linked_:_add_76,56.191,convolution_2d_75_linked_:_add_76
mnasnet_a1,CONV_2D,"{'Input_shape': '14', 'Input_channel': 80, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '480', 'Group': '1', 'FLOPS': '15052800'}",71.9232,convolution_2d_77_linked_:_relu_78,75.447,convolution_2d_77_linked_:_relu_78,210.5728,convolution_2d_77_linked_:_relu_78,688.797,convolution_2d_77_linked_:_relu_78,83.687,convolution_2d_77_linked_:_relu_78,34.086,convolution_2d_77_linked_:_relu_78
mnasnet_a1,DEPTHWISE_CONV_2D,"{'Input_shape': '16', 'Input_channel': 480, 'Output_shape': '14', 'Stride': '1', 'Kernel': '3', 'Filter': '1', 'Group': '1', 'FLOPS': '1693440'}",38.5408,depthwise_convolution_80_linked_:_relu_81,38.715,depthwise_convolution_80_linked_:_relu_81,134.1056,depthwise_convolution_80_linked_:_relu_81,333.301,depthwise_convolution_80_linked_:_relu_81,45.707,depthwise_convolution_80_linked_:_relu_81,16.988,depthwise_convolution_80_linked_:_relu_81
mnasnet_a1,CONV_2D,"{'Input_shape': '14', 'Input_channel': 480, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '80', 'Group': '1', 'FLOPS': '15052800'}",117.2096,convolution_2d_82_linked_:_add_83,127.914,convolution_2d_82_linked_:_add_83,267.2384,convolution_2d_82_linked_:_add_83,715.152,convolution_2d_82_linked_:_add_83,87.476,convolution_2d_82_linked_:_add_83,56.203,convolution_2d_82_linked_:_add_83
mnasnet_a1,CONV_2D,"{'Input_shape': '14', 'Input_channel': 80, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '480', 'Group': '1', 'FLOPS': '15052800'}",72.0768,convolution_2d_84_linked_:_relu_85,74.821,convolution_2d_84_linked_:_relu_85,210.432,convolution_2d_84_linked_:_relu_85,690.281,convolution_2d_84_linked_:_relu_85,83.598,convolution_2d_84_linked_:_relu_85,32.734,convolution_2d_84_linked_:_relu_85
