model,flops,size,pixel4|1large|float|mean,pixel4|1large|float|std,pixel4|1med|float|mean,pixel4|1med|float|std,pixel4|2med|float|mean,pixel4|2med|float|std,pixel4|3med|float|mean,pixel4|3med|float|std,pixel4|1large1med|float|mean,pixel4|1large1med|float|std,pixel4|1small|float|mean,pixel4|1small|float|std,pixel4|2small|float|mean,pixel4|2small|float|std,pixel4|3small|float|mean,pixel4|3small|float|std,pixel4|4small|float|mean,pixel4|4small|float|std,pixel4|gpu|float|mean,pixel4|gpu|float|std,s10|1large|float|mean,s10|1large|float|std,s10|2large|float|mean,s10|2large|float|std,s10|1med|float|mean,s10|1med|float|std,s10|2med|float|mean,s10|2med|float|std,s10|1large2med|float|mean,s10|1large2med|float|std,s10|1small|float|mean,s10|1small|float|std,s10|2small|float|mean,s10|2small|float|std,s10|3small|float|mean,s10|3small|float|std,s10|4small|float|mean,s10|4small|float|std,s10|gpu|float|mean,s10|gpu|float|std,onefusion|1large|float|mean,onefusion|1large|float|std,onefusion|2large|float|mean,onefusion|2large|float|std,onefusion|1small|float|mean,onefusion|1small|float|std,onefusion|2small|float|mean,onefusion|2small|float|std,onefusion|3small|float|mean,onefusion|3small|float|std,onefusion|4small|float|mean,onefusion|4small|float|std,onefusion|gpu|float|mean,onefusion|gpu|float|std,a03s|1large|float|mean,a03s|1large|float|std,a03s|2large|float|mean,a03s|2large|float|std,a03s|3large|float|mean,a03s|3large|float|std,a03s|4large|float|mean,a03s|4large|float|std,a03s|1small|float|mean,a03s|1small|float|std,a03s|2small|float|mean,a03s|2small|float|std,a03s|3small|float|mean,a03s|3small|float|std,a03s|4small|float|mean,a03s|4small|float|std,iphone7|1large|float|mean,iphone7|1large|float|std,iphone7|2large|float|mean,iphone7|2large|float|std,iphonexs|1large|float|mean,iphonexs|1large|float|std,iphonexs|2large|float|mean,iphonexs|2large|float|std,iphonexs|1small|float|mean,iphonexs|1small|float|std,iphonexs|2small|float|mean,iphonexs|2small|float|std,iphonexs|3small|float|mean,iphonexs|3small|float|std,iphonexs|4small|float|mean,iphonexs|4small|float|std,iphonexs|gpu|float|mean,iphonexs|gpu|float|std,pixel4|1large|quant|mean,pixel4|1large|quant|std,pixel4|1med|quant|mean,pixel4|1med|quant|std,pixel4|2med|quant|mean,pixel4|2med|quant|std,pixel4|3med|quant|mean,pixel4|3med|quant|std,pixel4|1large1med|quant|mean,pixel4|1large1med|quant|std,pixel4|1small|quant|mean,pixel4|1small|quant|std,pixel4|2small|quant|mean,pixel4|2small|quant|std,pixel4|3small|quant|mean,pixel4|3small|quant|std,pixel4|4small|quant|mean,pixel4|4small|quant|std,s10|1large|quant|mean,s10|1large|quant|std,s10|2large|quant|mean,s10|2large|quant|std,s10|1med|quant|mean,s10|1med|quant|std,s10|2med|quant|mean,s10|2med|quant|std,s10|1large2med|quant|mean,s10|1large2med|quant|std,s10|1small|quant|mean,s10|1small|quant|std,s10|2small|quant|mean,s10|2small|quant|std,s10|3small|quant|mean,s10|3small|quant|std,s10|4small|quant|mean,s10|4small|quant|std,onefusion|1large|quant|mean,onefusion|1large|quant|std,onefusion|2large|quant|mean,onefusion|2large|quant|std,onefusion|1small|quant|mean,onefusion|1small|quant|std,onefusion|2small|quant|mean,onefusion|2small|quant|std,onefusion|3small|quant|mean,onefusion|3small|quant|std,onefusion|4small|quant|mean,onefusion|4small|quant|std,a03s|1large|quant|mean,a03s|1large|quant|std,a03s|2large|quant|mean,a03s|2large|quant|std,a03s|3large|quant|mean,a03s|3large|quant|std,a03s|4large|quant|mean,a03s|4large|quant|std,a03s|1small|quant|mean,a03s|1small|quant|std,a03s|2small|quant|mean,a03s|2small|quant|std,a03s|3small|quant|mean,a03s|3small|quant|std,a03s|4small|quant|mean,a03s|4small|quant|std,iphone7|1large|quant|mean,iphone7|1large|quant|std,iphone7|2large|quant|mean,iphone7|2large|quant|std,iphonexs|1large|quant|mean,iphonexs|1large|quant|std,iphonexs|2large|quant|mean,iphonexs|2large|quant|std,iphonexs|1small|quant|mean,iphonexs|1small|quant|std,iphonexs|2small|quant|mean,iphonexs|2small|quant|std,iphonexs|3small|quant|mean,iphonexs|3small|quant|std,iphonexs|4small|quant|mean,iphonexs|4small|quant|std
mobilenetb_w3d4,652334896,10294942,32004.68,111.5841279035688,39890.16,158.8452529980043,21071.36,68.31098301151873,16560.52,64.20163237800111,19634.76,80.4613099570222,169569.52,980.724267875533,86215.24,723.825961402325,62421.08,592.949301036775,50036.64,343.6331625440129,5682.160000000002,44.51024151810457,26219.48,40.80697979512819,15897.36,106.3424205103495,69339.08,259.3002768991965,39130.8,153.1770217754608,23627.04,733.4667534387636,276365.96,9670.188219388494,145840.08,1289.924956576932,96604.36,763.3835670225028,77570.32,3643.291849083738,8763.8,140.9602780928017,74735.6,327.1317777287923,41905.72,144.3760423338997,299231.8,3432.681983522505,133464.4,2749.275657332309,93223.24,1737.726889473717,72196.92,968.0102445738888,17801.6,212.7901351096897,248187.04,703.35694949293,141553.68,513.0270729698385,129764.08,528.1539866364733,104787.08,926.0619383173029,269485.24,688.5661205723093,154389.48,277.6805531541595,138052.08,360.8580795825417,112877.08,735.607771573955,24102.8,221.699,17878.3,286.874,18266.2,38.2826,10984.1,18.0801,84011.6,1411.13,52596.9,2473.74,39033.7,317.875,35484.9,903.968,2772.018749,18.42233451578811,34576.8,33.67847977566684,40621.36,38.00197889584172,20885.04,32.42404046382868,14125.44,33.7058807925264,19231.52,23.92508307195609,77639.8,162.139692857733,40167.08,153.0999464402258,27478.84,61.46653073014615,21138.4,91.10653105019419,21636.2,39.32836126766535,11605.68,436.9021602143894,45391.24,71.01621223354566,23628.72,103.4750288717041,12730.4,46.62617290749907,85917.68,1427.614085668813,45339.52,6827.247158965318,31419.36,1107.913638511595,23797.44,5060.005779285238,49050.52,191.7901186192865,25525.24,219.9040299767151,99176.0,894.9484007472163,50307.32,449.3473240156216,34406.0,263.570711574712,26883.52,262.6401522996817,71423.8,171.8953169810045,38131.56,207.7311878365884,26501.32,138.9574668738604,20684.16,125.4679815729894,88604.96,230.227970498808,47387.96,232.5982768637807,32865.32,253.3315171864725,25537.64,192.2441947107896,18018.0,106.862,11441.7,185.508,14836.8,78.7392,8535.12,63.4213,71353.9,1459.88,38102.0,1525.14,26933.8,1808.72,22668.2,2833.61
mobilenetb_wd2,300016176,5300985,18803.24,83.16647401447293,23075.8,263.1369225327377,13573.2,87.86717248210506,10546.56,102.0827429098572,12064.28,139.1521526962483,89308.72,1052.853589821491,49754.48,504.5447944434666,36729.84,295.6712606933585,31312.0,575.8070510162237,3122.52,45.86327506840305,14450.76,39.84999874529484,9046.36,48.70554793860757,39495.64,82.02432809843675,24493.12,360.8800709377009,14001.32,411.5217340554445,136686.24,5115.419601792212,72661.2,524.7846034326845,49985.52,2054.99975902675,48167.28,593.721990160378,4821.8,208.5223249438774,41515.16,162.8080292860275,25357.64,117.7923189346402,148377.84,2666.972945944522,73473.12,1295.522761513668,52371.08,762.4190406856325,43863.08,1042.749362790503,9016.84,45.71553783999484,150721.0,620.9986795477105,86016.72,455.6600065838563,65042.72,660.6859780561413,56828.8,589.5188546603068,165146.76,410.4747768133871,95231.88,701.3911502150565,71775.28,451.1080154464117,62310.32,592.8641476763459,14115.1,188.43,12352.8,236.028,10104.7,40.9611,7375.4,60.5891,44483.0,2182.41,29314.3,156.989,24437.0,2523.95,21537.4,349.36,2141.795842,15.13220229969009,16949.08,39.50181767969671,19921.64,34.32186475120488,10401.4,26.90278795961489,7154.68,25.32306458547227,9606.4,31.66196456317896,39921.56,155.7061540209635,21102.12,309.3543366432739,14636.76,51.4371694400071,11396.24,92.29529998867764,10775.16,24.71546884038415,5950.48,193.2449471525711,22505.24,47.14851429260523,11942.88,43.09275577170715,6792.08,77.76781853697582,44010.56,416.0116421447842,23428.04,329.7575448719862,17211.44,818.425076839658,13492.04,4045.558962417926,24503.16,109.5984233463237,12890.08,184.1301539672413,49742.12,798.6810787792584,26681.0,113.632389748698,18897.44,345.6123932963053,14823.0,230.9555801447542,36413.36,82.59243548897199,20025.48,117.5129337562466,14280.48,148.1756039299317,11332.52,146.1002724158994,45288.64,246.3439676549844,24630.24,160.4987925188224,17491.72,171.4268403722124,13934.96,141.1737879352963,9045.04,266.701,6221.0,283.728,7282.52,54.6334,4438.88,55.0013,35284.2,1542.07,19583.2,221.732,14673.4,1761.51,12285.8,980.406
mobilenetb_wd4,82570544,1876601,6626.88,44.14731701927084,8489.44,63.14813061366109,5420.6,48.63578929142612,4822.76,85.83345734618874,4910.12,120.4668651538671,31453.52,267.4928215859259,19066.92,294.3902063588393,14457.52,99.81387478702548,13120.16,219.6838965422819,1365.8,66.91530168802947,4983.64,33.12507207539328,3723.24,67.18528410299386,14062.76,71.75975473759648,8812.36,80.41287459107528,5861.96,509.6144016803293,45385.48,1989.576902157843,26100.88,287.5698621204941,20902.96,972.4934336025101,19324.36,517.3325336763579,2343.72,225.1771746869562,14779.36,75.74265905023404,9543.48,78.87312343251027,50717.52,1606.959990043312,28635.44,560.3162021573175,19977.2,565.7817953946557,18060.84,637.0746066199782,3585.719999999999,42.75092513618857,48120.24,279.0967258854894,32461.36,237.6678152379914,26691.92,265.4133259653705,24991.48,256.4943851237294,54022.84,420.6877873197652,36014.64,182.2453028201276,29442.68,350.2878496322703,27827.52,589.4740109623154,6497.2,1817.02,7801.2,1804.3,4140.7,374.747,3429.0,381.391,17123.5,736.761,13907.2,1196.04,11890.5,741.501,11220.4,208.561,501.135416,9.070775951628157,5597.32,27.64593279308911,6584.88,28.88504111127419,3644.88,24.18482168633873,2620.08,36.57531407930765,3354.08,28.50111576763268,14203.84,127.7139553846798,8137.88,95.07989061836368,5978.76,94.8330237839119,4864.96,76.55820269572686,3757.8,30.99161176834789,2235.64,42.04176970585325,7729.72,35.70156299099523,4396.52,33.53341020534595,17017.76,23261.0797226268,16568.28,526.0818582692241,9550.24,612.6677585771916,6521.12,137.6169524440939,6567.88,3210.252330518584,8391.88,31.51802024239467,4813.04,58.60203409438959,19328.32,376.2207564715163,11574.36,212.8960084172552,8678.88,332.3549090956835,7055.16,292.9466408750918,13903.0,141.8018335565517,8281.8,96.83800906668826,6301.68,130.4379453993354,5322.08,162.5058571252126,17162.0,150.6269564188296,10079.4,184.4305831471559,7567.68,122.5951777191909,6348.48,161.003383815372,3043.44,64.4665,2922.4,76.5736,2467.24,154.904,1881.68,196.684,12000.6,1238.04,7874.08,1336.97,6159.0,68.28,5568.04,397.469
mobilenetv2_w1,627671424,13915494,47769.76,125.9470618950676,57719.04,216.5209421741924,31374.0,150.6622713223188,27799.4,249.7758995579838,30060.6,173.7586832362631,251470.96,1491.929716307038,123955.88,1581.871001567448,94724.64,551.9078821687547,73449.44,1039.766669209972,7479.719999999998,46.17590713781377,38825.28,80.85617848995832,24579.84,252.2279413546406,100933.96,234.8702586535809,56012.76,147.3741578432257,298757.24,8150.636246477939,416685.625,7390.998200584389,189936.92,1097.534142339089,133438.08,4139.919718255415,116812.08,6419.264954307463,12718.6,311.3924854584645,107189.88,364.6001996708175,61147.92,313.8924554684295,393448.6,10315.00932815865,184833.32,2812.108528773383,137143.36,2626.576614226206,105080.32,873.0770284459442,21266.28,101.3860424318851,465208.4545454545,953.6315148503128,252894.56,881.2505241984256,204774.68,806.8861986674453,174494.36,1728.787410412281,502777.05,929.6629214398088,274483.6,582.9968782077653,218472.84,911.8603261464993,189739.48,1903.647175712979,33957.2,875.477,23263.0,580.208,23720.7,106.442,16512.7,81.3438,111122.0,1444.51,74933.5,1996.08,59873.6,1624.06,54610.9,1927.04,3454.541682999999,151.3544404576492,37040.16,39.18232254473948,43374.44,33.83853424721585,22541.08,35.71321324104007,15293.88,32.5039320698281,20888.04,34.7948042098242,88011.84,324.2865004899218,46574.28,80.77005385661198,31808.44,89.3729623543944,24495.64,349.8919696134794,23259.68,47.94974035383299,12768.88,186.2710541120117,49406.64,95.64470921070334,26055.08,77.28126292963903,15153.16,48.18271889381089,102795.2,1431.895024085215,52385.56,470.9924058835769,36293.32,487.1795332318467,29019.68,3803.55142171103,52356.2,237.8915719398231,27637.16,237.2945309104279,114830.2,1711.326269301094,62427.48,448.9212064494169,41876.64,519.4788064974355,32375.44,411.2467950027088,83043.72,171.755761475416,45616.0,143.7458868976779,31943.4,141.1359628160023,25136.48,160.7612192041352,102407.88,534.3053299378549,55887.48,277.8432824453383,38880.96,180.4446685275018,30488.88,256.8109530374435,19965.7,292.733,13982.1,1161.82,16447.8,101.113,10174.5,80.3294,79619.4,1517.06,44417.9,1493.41,31970.5,1063.13,26958.6,2920.65
mobilenetv2_w3d4,373625632,10437602,31412.24,85.20670396160152,39841.24,108.7416314021452,23857.72,98.62637375469099,20060.24,75.35318440517295,22218.52,50.85990169082123,167403.08,1045.938924411937,85684.6,709.8738479476476,62522.6,721.293116562192,52106.36,738.4714959969681,5758.96,43.85313671791335,26946.2,198.6866880291682,18054.44,89.24710863663876,62623.68,300.0142289958928,37558.28,174.2016119328406,23208.84,624.5628026067515,297738.28,9139.138162956067,153762.84,3724.644699082048,106358.8,1527.538988045804,92943.52,6248.896197697638,9758.039999999997,202.5481671109368,69188.04,572.2387250090648,41223.6,289.8144233815839,297995.76,3181.524770043446,136487.88,3941.717669443107,97347.8,2156.938089051236,78243.8,1137.868920394612,15975.0,295.6768506325783,320348.88,870.3062136972251,183516.28,690.8371454981268,147306.36,773.2845727156337,130133.96,1443.861779534315,346164.4,1377.588530730421,198358.8,1029.207384349724,158541.32,803.2347960590353,140978.68,1181.670198321003,21798.1,271.846,18763.7,238.043,16158.9,19.3879,11965.3,45.5105,74564.0,1132.75,52915.0,2107.97,42282.9,394.438,39052.8,506.226,2560.566649999999,50.18767038490144,24374.44,40.22643906686248,28477.52,50.68184684874851,14946.48,32.01514641540782,10202.12,25.28132907898633,13861.04,24.57068171622432,59491.0,333.9542483634547,32122.36,80.09538313785633,22287.12,389.9943917545482,17223.32,94.61024046053366,15488.04,31.74962047017256,8753.8,546.583644102163,32049.12,58.96868321405863,17208.16,51.63075052718099,10347.08,147.4706533517771,68821.52,1156.809582256302,37504.0,1514.978362881794,25226.32,709.3309365874296,19775.28,1093.342271020379,34435.68,222.5878199722528,18205.52,64.75376128071635,79833.56,1112.588012878082,42115.76,540.814073781369,29323.04,522.8909239984952,23674.04,373.6949001525174,55727.88,146.6236870358947,31021.76,140.4604656122142,21959.4,133.7116300102575,17404.24,142.3958651085066,68785.36,181.6422594001737,38122.88,237.8312544641684,26753.28,164.8656471191012,21220.48,197.159249339208,13310.8,138.062,10469.0,776.718,10757.8,112.519,7012.84,85.1764,52938.0,1884.9,30469.9,1360.35,22373.8,208.067,19369.6,1936.08
mobilenetv2_wd2,184758464,7817764,18115.12,85.6020186677861,23048.24,265.366958003441,14041.92,77.34024566808668,11499.44,88.44572573052923,12541.44,109.3596196043128,89973.36,600.0853859243699,49844.2,352.658815287524,38192.48,527.2167007976891,32664.4,1177.213557516222,3870.6,41.46516610361039,15079.36,68.14976448968845,10916.12,55.96021443847405,36747.92,149.6248428570603,22989.48,104.1353427036182,14827.68,228.1015072286898,146521.2,5464.518174551165,76248.24,1428.531197559227,58845.0,411.5543220523871,52106.6,2563.560539562114,,,38882.8,115.8132980274718,24036.24,109.2055969261649,160397.6,1585.342511888204,75738.2,1759.315571465222,55256.64,948.692611123329,44688.88,1189.730602111251,9939.28,93.11756010549246,167017.32,666.5495462454386,102316.64,425.8640045836229,87066.08,410.883625373414,77723.44,979.3911610791675,182253.56,483.9798409024904,111025.76,792.7876023248598,95290.8,5439.597065959941,84680.12,1576.756324103379,14372.1,125.719,13353.6,1006.92,9889.4,27.3393,8108.8,53.7862,43681.1,228.912,33832.6,1362.75,29051.4,1907.45,27242.9,655.96,1505.677094,3.030499507611474,13324.6,38.93378995166024,15626.56,38.74953419074867,8408.96,28.55518166638063,5897.28,24.08903484990629,7820.04,24.20657761849039,33496.16,152.9629183822014,18704.04,82.25204191994263,13286.64,48.21027276421489,10460.56,57.60699957470446,8661.92,25.50752045966052,5170.36,800.2382585205484,17959.32,51.58892904490265,9871.52,56.40788597350551,6297.8,172.4055683555493,38540.44,587.9383015249134,22902.92,1302.680649123184,15457.28,1257.263552959362,12026.0,1121.286760824366,19481.36,284.8661271544934,10533.68,44.21286690546091,43907.04,928.6257579886528,24773.4,427.3849786784744,17702.64,388.4347955577615,14003.88,395.0290439955017,31590.32,158.1927229679039,18041.92,160.9019378379266,13060.84,153.5280248032912,10541.84,152.1511564201863,38938.48,232.9030905763167,22037.2,160.2106113838906,15848.2,123.5760494594321,12775.24,225.3877157255914,7478.96,112.331,6428.04,1007.7,5919.64,53.7824,4442.72,58.0569,29341.8,1281.49,18587.4,879.867,14728.5,924.497,13107.4,718.921
mobilenetv2_wd4,61069920,6055780,8260.72,57.85811611174357,11021.52,50.92592267205377,7439.0,32.75728926513914,6542.84,54.74572494725045,6659.48,114.7693757062397,38669.76,186.6696075958805,24596.4,511.8118404257564,18860.2,266.4312294007593,16874.16,137.0502623127734,2673.360000000001,48.94895300208167,6261.16,77.95264203348081,4968.64,36.32726799526769,16675.28,192.9917138117593,11137.04,96.18252647960543,7895.84,460.4442793650497,64755.88,3569.805779814919,35703.08,531.1625679582477,29236.56,391.8280316669546,26427.24,1861.362711133969,4332.0,246.7266503643253,18664.52,116.4824862372022,12339.36,101.6015275475718,62952.28,1113.73391867178,34815.96,1458.677468942329,26037.76,831.5140542408169,23406.32,490.9530095640519,6600.239999999999,70.16602026622287,65625.0,398.3227836817774,42897.8,732.9237886711004,36320.36,484.7499050025693,33471.32,395.2435927374408,73314.96,393.4703526315547,48028.32,637.2346958538902,39999.6,629.951744183632,36435.0,510.8311658464076,7208.6,343.175,8694.8,1131.91,4682.8,20.9705,4667.8,122.481,20809.3,164.465,18153.9,231.747,16723.4,201.688,16793.9,1278.33,833.5708109999999,1.608544800604994,6039.16,32.27343179768771,7110.28,43.53529143120556,3995.56,31.83215983875427,2886.76,28.35952044728542,3696.36,30.99016618219399,16504.24,115.6986706924501,9715.88,57.04827429467083,7219.24,93.13700875591829,5930.04,61.68791129548804,4128.12,27.74789361375022,2587.0,178.1513962897849,8462.32,51.68575819314253,4878.32,43.77188138519979,3265.24,46.15649900068245,20449.52,658.7663087924276,12147.88,832.9319933824129,10243.32,720.2057328291687,7827.08,1338.182257243011,9136.32,49.21521715892352,5336.92,52.05836724293223,23166.48,157.8579412003083,13371.08,309.3044998056123,9789.84,281.4996525752741,8457.24,1466.670386419525,15700.68,134.6710718751433,9469.0,141.3800551704518,7191.2,156.8517771655775,6037.8,132.0648325634043,19276.0,131.4747123974797,11472.08,147.1771504004613,8607.2,164.3021606674727,7214.36,192.6989112579518,3505.28,91.4582,3700.4,117.945,2724.08,44.7061,2260.72,141.011,13660.6,1121.7,9802.88,168.861,8720.36,1364.11,8179.96,1149.52
mobilenetv2b_w1,601981312,13910930,44988.0,136.5143215930109,54795.56,220.6046382105326,29825.92,154.0140045580272,26202.72,122.8232942075729,28377.52,105.1156011256179,239134.8,992.5768081110901,117401.84,1239.038681559216,90380.0,400.4884018295661,70335.36,988.7815079176996,7325.720000000001,38.61191525941183,37331.84,71.4017814903802,23665.76,432.5011241603887,96658.2,723.159069638209,53240.36,537.3607265143221,36578.08,1654.66363760131,406867.32,26594.79386153613,181771.96,818.9688873211242,138741.0,2653.041198323162,110611.84,6644.553256194129,12597.52,309.9528351217326,102984.4,381.7453601551694,58339.6,371.1438535123544,381860.76,5619.586712775238,177833.44,3015.385070998396,131376.48,3114.871517350275,100865.8,1011.84002688172,20723.44,66.41525126053503,443572.3913043478,1668.894185801678,243680.64,1933.896871707486,197782.4,1008.04111027279,171831.88,831.9851114052462,481449.5238095238,933.7413029644121,264579.8,1037.34730924604,211789.44,1461.402534006288,185653.96,1565.421897892067,32919.2,545.185,25958.1,496.119,22590.9,151.499,15998.9,62.0668,107158.0,1405.03,72767.2,2580.3,56860.0,507.396,51555.3,688.221,3329.25005,117.014579480523,35849.08,41.23679909983315,41916.2,36.01222014816637,21849.0,40.67333278697481,14899.64,39.30382169713271,20265.96,26.47939576349884,85149.36,298.3557447075554,45368.56,72.81707492065307,31151.88,82.3161320762826,24020.28,131.4030501929084,22587.08,34.07746469442819,12519.56,486.1928901166697,47415.16,81.17668630832377,25124.6,58.60375414595894,14514.0,63.83040028074397,101304.4,901.7638271742774,55254.96,1610.675621719035,36152.92,943.9060936343192,29278.36,6479.303893968858,50516.72,228.1651191571578,26843.12,162.3786488427589,112711.28,1588.477875703656,60037.08,483.0378800880941,41131.44,524.3627812879171,32190.08,377.5344137956168,80533.12,165.843135522698,44500.36,162.1169651825496,31409.2,102.7166977662347,24735.76,150.059262959672,99102.52,240.3116509867967,54485.76,275.9894606683379,38128.4,184.7253095815514,30032.08,302.5488945608627,19550.2,386.827,13748.4,920.795,15656.3,191.016,9717.56,85.277,76758.4,1616.0,42661.4,1573.98,31125.7,1764.57,26186.4,2405.19
mobilenetv2b_w3d4,359174944,10434828,29452.72,134.0538757365858,37687.88,405.8238356725735,22406.28,81.09378274565813,18811.28,63.77430203459697,20402.24,94.63161416778222,159761.72,1039.358591439932,83250.28,858.6602364148465,59246.32,1411.634137303289,49095.84,1281.160713727985,5662.12,115.0642533543759,25928.0,72.90102879932492,17137.32,347.6219463727801,59882.04,105.6494126817561,35335.36,180.4369984232724,21231.48,245.1075062090102,283136.16,10238.13144154733,144100.8,1838.682789390274,103409.84,5359.592205979854,88534.04,5465.605155735273,,,66063.52,504.6078176168102,38994.36,195.9881384165889,276678.28,7095.611593203224,129779.68,3927.994009364067,90317.72,2165.95068309507,73501.6,595.1916666083288,15578.76,2768.502671120257,303882.24,724.64276881785,177005.96,544.0861314167087,143629.72,807.6798633121913,127706.24,1106.047784862842,327579.28,582.3431648092042,189444.52,469.7925601794903,153487.72,820.2638853442227,136902.6,880.7762485444302,20991.5,238.783,17886.4,239.981,15444.0,17.4757,11523.9,39.8684,72430.4,2642.06,50801.8,2187.16,41587.3,1777.94,37161.3,290.7,2487.895783999999,15.7553527622078,23667.52,47.51599309706154,27695.36,42.07030306522643,14654.28,37.37541437897377,10058.84,23.56383669948508,13673.4,30.19668856017163,58017.24,282.1689252912163,31726.44,173.3701427582039,22021.28,42.89477357441113,17310.04,92.20476343443434,15139.0,35.99666651233139,8599.6,409.9699501182983,31158.6,93.10724998623897,16848.16,63.44678400045191,10079.04,76.69966362377347,63863.68,7371.411293476983,36736.32,1682.877481458469,25203.28,645.6759261425193,20635.16,3228.197536459007,33582.2,222.024322991874,17770.72,67.60918280825467,75686.2,1185.635424571989,41003.96,955.3067561783492,28953.24,502.1980708843872,23373.36,253.6644839152695,54248.48,198.4915353358928,30618.48,210.9058785335297,21762.52,129.9283248564377,17389.0,159.7540609812471,67054.48,187.4120849892023,37351.56,164.645335190524,26508.52,151.342028531403,21111.96,188.8183211449567,12967.7,776.897,10151.0,371.823,10405.8,72.6179,6834.4,78.1788,50923.4,1679.69,29317.4,1354.26,21990.0,1607.64,18818.6,1827.64
mobilenetv2b_wd2,178335936,7816271,17103.44,92.07609027320827,21778.08,118.2302567027578,13059.4,76.98934991282884,10996.8,52.36181815025143,11937.56,178.4793724776059,87229.76,845.8771674421765,48950.12,372.7520698802356,37110.52,516.3629824067561,31706.88,314.217417722188,3820.880000000001,41.49363324655965,14487.64,64.89491813693888,9933.84,43.09958700498185,34544.36,94.95678174833012,21354.52,89.81541961155668,14233.72,187.2090852496214,141409.92,5809.365011221106,73022.64,666.414398403876,57012.48,534.9142077006369,49410.4,1142.653473280504,6685.440000000003,637.4204342504247,37575.32,143.9971444161307,23248.84,108.641678926644,149792.12,3337.854068949091,71441.56,1426.089200015203,51691.68,939.7868575373886,43858.76,439.8676419106093,9783.359999999999,33.03573822392956,157291.36,446.0191816502963,96508.0,701.1095206884585,83699.32,525.0851146242865,75922.6,644.3988206072386,171781.48,593.888347755704,105765.16,826.4420937972606,88765.32,684.8871276349118,81400.64,1167.553198102768,14053.5,127.03,12900.8,1025.68,9483.9,32.2101,7710.0,42.4264,42782.7,2256.87,32299.7,324.525,27231.6,493.72,26519.4,728.121,1471.950018,13.68812285968684,13110.12,45.68178630482832,15382.08,36.12414151229064,8347.8,28.65519150171571,5900.84,33.62817866016535,7756.84,27.49789810149132,33150.36,716.2389478379405,18693.12,295.1664371164175,13440.16,70.46739955468769,10717.48,65.891498692927,8559.2,25.51078203426935,5084.92,289.9696425490089,17635.52,49.50646018450522,9818.36,61.60446737047565,6382.56,208.8678204032397,42304.4,942.2037571565929,21979.0,2146.749431116729,15401.4,532.0025563848354,12359.04,920.0358897347428,18884.4,196.8174788985978,10512.16,61.66728792479851,42899.08,759.8496651312021,24500.24,497.4978416033582,17890.56,353.2556105711557,14428.56,339.3241612381883,31133.6,128.0993364541753,17989.12,135.7858078003736,13221.76,165.5000374622314,10855.8,128.0396813491817,38332.76,268.5499253397774,21954.76,164.2535308600701,16028.16,182.512176032176,13036.96,176.9079941664593,7246.68,118.72,6604.16,281.295,5721.56,75.719,4301.76,55.9094,28355.1,1801.21,18242.8,1340.04,14491.6,1569.27,12599.7,603.823
mobilenetv2b_wd4,59464288,6055055,7976.76,42.9169244005206,10660.8,55.73365231168687,7249.84,45.62602765965935,6360.36,34.71815663309329,7109.64,309.7704801946112,37847.64,449.0103678090296,23327.68,591.3362305829062,18446.32,517.8067376927419,16663.8,106.2800075272861,2653.440000000001,77.05100648271898,6052.24,50.15039780500251,4824.12,33.15215830078036,15745.72,78.62290760331877,10633.04,55.25611640352587,7351.2,257.4084691691398,63478.76,3287.976317189648,34973.28,466.997089498425,27926.96,756.6752793636118,25860.4,1267.755465379661,4328.559999999999,477.6345883622751,18101.6,121.7016022901917,11922.52,84.26345352523833,65257.68,2107.806038894471,34230.88,791.9356196055334,25780.24,901.4337149230664,23404.32,680.1870754432194,6509.879999999999,38.02007890575715,64430.84,332.4548306161304,42629.2,823.310633965091,35643.4,449.16348916625,32114.72,377.2247627078583,70450.96,284.8010505598601,46277.04,618.7530350632634,38826.24,400.3290926225572,35543.96,785.8377684993259,7814.4,1427.03,8526.7,1145.28,4536.8,19.3432,4492.4,37.2993,19563.7,449.535,17908.5,1697.64,16134.0,188.773,15788.2,452.803,821.7729439999999,1.886023030791286,6081.76,35.75838922546708,7166.16,35.4397291186036,4131.6,29.72675562519395,3039.88,28.90718941716749,3789.36,33.10937027489349,16618.32,66.87882774092262,10027.24,43.34261644155784,7593.4,67.39851630414427,6333.24,80.2183420422038,4204.4,33.89159187763242,2689.04,187.366054556315,8475.44,41.6826870534998,5033.48,44.99255049449853,3359.32,103.4113030572577,20795.6,613.1627516410305,13392.28,752.8575705935353,9535.96,666.3411426589236,8194.88,900.5703224068624,9161.24,59.25219320835306,5478.96,68.51889082581533,22987.4,465.477303420908,13802.04,285.0442042911941,10270.64,226.64701718752,8432.12,194.6020184890178,15948.64,133.9638398971902,9831.92,153.780862268359,7597.08,134.4925038803278,6488.76,141.2841901983375,19439.76,117.2734513860661,11892.6,134.680956337561,9063.16,151.5038428555527,7745.56,160.891287520487,3416.32,66.7423,3596.8,205.932,2662.36,54.9523,2207.32,103.623,12967.2,380.659,9602.88,96.197,8215.04,211.694,7662.2,257.486
