model,flops,size,pixel4|1large|float|mean,pixel4|1large|float|std,pixel4|1med|float|mean,pixel4|1med|float|std,pixel4|2med|float|mean,pixel4|2med|float|std,pixel4|3med|float|mean,pixel4|3med|float|std,pixel4|1large1med|float|mean,pixel4|1large1med|float|std,pixel4|1small|float|mean,pixel4|1small|float|std,pixel4|2small|float|mean,pixel4|2small|float|std,pixel4|3small|float|mean,pixel4|3small|float|std,pixel4|4small|float|mean,pixel4|4small|float|std,pixel4|gpu|float|mean,pixel4|gpu|float|std,s10|1large|float|mean,s10|1large|float|std,s10|2large|float|mean,s10|2large|float|std,s10|1med|float|mean,s10|1med|float|std,s10|2med|float|mean,s10|2med|float|std,s10|1large2med|float|mean,s10|1large2med|float|std,s10|1small|float|mean,s10|1small|float|std,s10|2small|float|mean,s10|2small|float|std,s10|3small|float|mean,s10|3small|float|std,s10|4small|float|mean,s10|4small|float|std,s10|gpu|float|mean,s10|gpu|float|std,onefusion|1large|float|mean,onefusion|1large|float|std,onefusion|2large|float|mean,onefusion|2large|float|std,onefusion|1small|float|mean,onefusion|1small|float|std,onefusion|2small|float|mean,onefusion|2small|float|std,onefusion|3small|float|mean,onefusion|3small|float|std,onefusion|4small|float|mean,onefusion|4small|float|std,onefusion|gpu|float|mean,onefusion|gpu|float|std,a03s|1large|float|mean,a03s|1large|float|std,a03s|2large|float|mean,a03s|2large|float|std,a03s|3large|float|mean,a03s|3large|float|std,a03s|4large|float|mean,a03s|4large|float|std,a03s|1small|float|mean,a03s|1small|float|std,a03s|2small|float|mean,a03s|2small|float|std,a03s|3small|float|mean,a03s|3small|float|std,a03s|4small|float|mean,a03s|4small|float|std,iphone7|1large|float|mean,iphone7|1large|float|std,iphone7|2large|float|mean,iphone7|2large|float|std,iphonexs|1large|float|mean,iphonexs|1large|float|std,iphonexs|2large|float|mean,iphonexs|2large|float|std,iphonexs|1small|float|mean,iphonexs|1small|float|std,iphonexs|2small|float|mean,iphonexs|2small|float|std,iphonexs|3small|float|mean,iphonexs|3small|float|std,iphonexs|4small|float|mean,iphonexs|4small|float|std,iphonexs|gpu|float|mean,iphonexs|gpu|float|std,pixel4|1large|quant|mean,pixel4|1large|quant|std,pixel4|1med|quant|mean,pixel4|1med|quant|std,pixel4|2med|quant|mean,pixel4|2med|quant|std,pixel4|3med|quant|mean,pixel4|3med|quant|std,pixel4|1large1med|quant|mean,pixel4|1large1med|quant|std,pixel4|1small|quant|mean,pixel4|1small|quant|std,pixel4|2small|quant|mean,pixel4|2small|quant|std,pixel4|3small|quant|mean,pixel4|3small|quant|std,pixel4|4small|quant|mean,pixel4|4small|quant|std,s10|1large|quant|mean,s10|1large|quant|std,s10|2large|quant|mean,s10|2large|quant|std,s10|1med|quant|mean,s10|1med|quant|std,s10|2med|quant|mean,s10|2med|quant|std,s10|1large2med|quant|mean,s10|1large2med|quant|std,s10|1small|quant|mean,s10|1small|quant|std,s10|2small|quant|mean,s10|2small|quant|std,s10|3small|quant|mean,s10|3small|quant|std,s10|4small|quant|mean,s10|4small|quant|std,onefusion|1large|quant|mean,onefusion|1large|quant|std,onefusion|2large|quant|mean,onefusion|2large|quant|std,onefusion|1small|quant|mean,onefusion|1small|quant|std,onefusion|2small|quant|mean,onefusion|2small|quant|std,onefusion|3small|quant|mean,onefusion|3small|quant|std,onefusion|4small|quant|mean,onefusion|4small|quant|std,a03s|1large|quant|mean,a03s|1large|quant|std,a03s|2large|quant|mean,a03s|2large|quant|std,a03s|3large|quant|mean,a03s|3large|quant|std,a03s|4large|quant|mean,a03s|4large|quant|std,a03s|1small|quant|mean,a03s|1small|quant|std,a03s|2small|quant|mean,a03s|2small|quant|std,a03s|3small|quant|mean,a03s|3small|quant|std,a03s|4small|quant|mean,a03s|4small|quant|std,iphone7|1large|quant|mean,iphone7|1large|quant|std,iphone7|2large|quant|mean,iphone7|2large|quant|std,iphonexs|1large|quant|mean,iphonexs|1large|quant|std,iphonexs|2large|quant|mean,iphonexs|2large|quant|std,iphonexs|1small|quant|mean,iphonexs|1small|quant|std,iphonexs|2small|quant|mean,iphonexs|2small|quant|std,iphonexs|3small|quant|mean,iphonexs|3small|quant|std,iphonexs|4small|quant|mean,iphonexs|4small|quant|std
NAS243,1152247928,8530112,52380.76,141.3566496490349,62503.48,415.4192215100308,32200.56,109.8562988635609,22753.28,60.46653289217102,29629.36,68.49927298884273,307920.8,2222.899529893333,153366.88,1276.163698590428,103335.68,1239.409624619722,114116.66,14755.17590760612,14289.04,1457.498789021795,42237.4,144.3814392503413,25612.88,60.33593953855364,110670.56,100.4227384609681,58079.72,184.3580255915104,30678.92,955.9379025857277,397331.92,11680.45291902673,189253.8,4415.477079546445,125978.88,4317.716566149288,122387.36,12090.62219699218,18360.8,139.0537392521323,119165.64,706.1345979344164,64317.56,765.5403884838474,402863.92,7061.937716632737,199275.48,1652.51706484381,136578.8,1229.906890784827,98485.6,3410.906448438597,41328.91999999999,70.80436144758316,330172.56,870.9643427833312,176839.44,570.9361491445432,140110.16,468.2018094796303,117422.24,463.6611935454594,382231.88,502.6615815834745,204302.04,900.8959753489855,159061.64,508.4955755953044,133778.76,3487.751267278101,42168.2,679.3,26310.3,1399.52,32330.7,117.499,18310.9,67.9271,164109.0,2798.36,86962.6,2123.4,60845.9,2190.77,49604.9,444.514,5373.670832999999,62.65782597460222,68840.92,120.9469040529769,80677.12,237.5401136650397,41052.36,219.0849844238532,27421.6,31.54171840594611,37746.36,29.46574960865581,175961.88,561.2290313232202,90486.68,328.2876446045449,61128.12,325.8559583619731,46130.34,549.2843930060275,44639.44,40.69602437585273,24165.8,761.6034663786661,87951.0,140.7232745497347,45047.84,95.4369655846203,23989.16,60.24594924142203,193738.36,1869.321607000786,94767.84,801.541498863284,63036.92,1624.627980061897,47789.76,4441.814316515268,94020.6,348.0117239404443,48640.04,165.4195828794161,216080.88,2607.444424259125,111916.52,1461.294005188552,76097.96,659.3469787600457,56946.48,393.5965568955094,162667.92,927.5714062000834,84567.84,214.6419679373072,58285.52,364.9422003550699,44017.04,113.4275028377157,202265.76,900.7859359470484,104623.68,265.1133674487199,71753.12,376.0401382831359,54366.0,237.0741656106797,35133.1,312.113,19910.6,369.37,29268.6,112.854,15967.4,44.3974,152187.0,2799.21,75417.2,2055.64,50785.2,1926.21,41390.3,3595.93
NAS244,1070419072,12748652,37145.2,65.45960586499126,44900.84,162.1418342069683,23358.16,56.07686153842777,16557.0,48.53122706052259,21207.88,93.27735845316376,210298.72,1689.324184873939,108141.52,1736.828837162718,72738.36,1582.069856359067,83010.8,15024.9748765181,14326.24,1560.89291676271,31189.48,45.09999556540998,18862.28,446.136796958063,82530.4,345.0584877959097,44185.72,120.9947172400514,21396.88,210.2749286053856,330017.24,21454.05936279659,156451.84,1282.856521361606,97248.76,1340.176086340896,80178.8,5361.677140596961,18770.2,435.6430538870097,88611.88,172.7729886295887,46786.04,99.5941685039842,316240.16,4533.098681299581,140874.52,1891.468236476627,90199.52,1021.180928924938,67999.56,1073.226353757678,40853.4,72.62204623941685,267669.72,411.3501204570141,146456.96,626.7737378033639,103781.52,492.1776199706769,84393.32,553.5867570670382,295527.72,506.1885435289898,159935.6,430.4775952358032,114057.48,616.1140881362802,94334.72,688.1410041553984,32335.4,1868.02,20325.3,230.387,24747.1,46.7321,14461.7,49.4147,125949.0,1462.48,67159.0,1743.19,48297.2,2688.86,38294.8,720.981,5419.799983000001,26.263403383214,58444.68,112.2175458651632,68751.2,309.8236917990617,34775.4,23.96664348631239,23247.12,37.33022368001564,32086.08,27.7689322805181,140493.68,378.9526323961875,72451.56,268.9700474030519,48542.8,147.9191671150159,36496.0,332.2967348620808,37388.64,65.32373534941185,19217.36,1280.396153696191,75086.24,59.45302683631843,38251.44,50.79140084699377,20117.36,69.67345549059556,164101.12,2040.084573148868,82819.24,1795.580447209203,51833.44,605.6952421804219,40622.6,1311.407274648116,79566.48,120.4389040136118,40680.48,477.2497140910615,178380.48,2856.455441556895,90020.0,975.7206977409057,59503.8,419.2063930810216,45251.04,268.1240727722895,129284.12,718.9919788147848,67232.0,161.2493720918007,45347.76,130.5677693766727,34649.4,151.6234810311385,161635.8,298.3869970357288,83179.52,182.0259585883288,56610.88,149.7708436245186,43589.36,1983.209093968662,30542.6,896.147,17164.0,805.705,24987.7,42.569,13688.8,48.0002,122797.0,1945.99,63254.3,2526.37,43303.3,1904.88,34241.0,2486.65
NAS245,1570191200,20858019,90924.28,197.5029154215198,108938.52,780.138660495684,57323.52,167.2093585897632,44401.04,194.0425685255686,53676.28,244.6228967206463,585467.6111111111,3909.032562027036,272442.24,1604.370986524002,177233.64,1638.994688948076,195684.4,16117.09412766458,20948.88,646.8475752447403,76571.16,1299.346472038925,50353.32,848.681599659142,192368.16,488.0042360471884,106764.16,286.5018924893865,59710.56,963.3570087978808,935531.8181818182,22486.58706800438,360108.8,34275.98786322577,216289.04,1446.230396029623,183678.04,11565.01908162715,27688.92,584.9082663119063,232817.36,544.552210903601,129344.88,201.2861286825299,935837.7272727273,26535.55615701287,362717.44,9635.319648377006,220835.28,2946.565804729295,171109.32,1262.896534796101,64011.2,65.8588308429477,1010113.0,608.605783738538,534768.2631578947,1604.582052226333,366095.92,1449.916243649957,290031.12,2796.823474157781,1097090.0,1090.669519148674,573749.2777777778,627.6335453781534,393519.28,5438.150064277374,326804.84,5120.841959521891,86713.3,1231.53,58044.7,4715.03,53345.6,60.0986,31925.3,1121.15,288169.0,2008.79,158985.0,5135.21,115285.0,4937.48,97713.2,4085.43,11283.577089,76.03927364199227,127956.24,211.9494807731314,149465.44,294.1898815391176,76381.12,73.44729811231996,53112.48,62.29421803024739,71778.96,59.52846713968032,440049.8695652174,838.1876569147023,253968.36,1816.417152088143,166210.48,1414.655551574305,124099.28,1747.071069418757,84014.48,170.9306572853448,52676.4,458.1104670273318,210384.04,171.9505696413943,110760.0,135.7656804940041,56858.32,240.0857713401608,834772.4166666666,23602.66153939118,321214.92,9756.72396215041,194983.24,1178.185597603366,151013.32,17737.79846704771,230009.0,275.575470606511,119859.2,80.40795980498447,842008.6666666666,13155.16865046671,362894.56,3994.985207281749,193486.84,1134.092224821244,139935.96,1106.806558708431,835723.5,1422.086172963275,409069.64,425.884667956009,250877.48,469.3427847533186,184455.12,535.5151777494267,956294.0,915.778853812922,466950.5,447.3707787019216,287598.72,347.6877357629975,213268.56,940.6662779115662,77744.0,1507.48,40483.8,1064.67,54572.8,75.1853,29958.7,131.324,289320.0,2320.87,145741.0,2246.97,103082.0,3024.79,80688.7,4274.34
NAS246,1645469912,17206980,111787.32,349.0714219182086,131129.88,387.5387278711639,71175.48,221.6418949567071,64287.96,205.0887573710466,66996.6,193.7536580299841,578418.3888888889,3736.019824163573,299085.92,1584.332538831416,213398.84,1415.365046339636,226033.4,21181.49344162913,17579.56,1277.280903168915,86059.28,1673.67532144081,52162.32,375.2827968346004,219133.36,245.0955536112396,123083.96,244.5021848573137,144928.36,56278.36189860541,822303.3846153846,89289.95855124384,405528.0,16488.31463309698,281383.08,12038.90861472085,225036.92,18297.0300189293,24624.96,220.4981632576562,234295.44,2333.803266430142,131895.0,3003.626967517771,867385.6666666666,19742.52086374877,409999.2,5314.788545182208,270359.08,3086.085960176742,202322.24,1240.087393049377,51838.56,46.87300289078992,1118467.777777778,1586.693121472579,578443.8333333334,1016.975649768578,414701.4,1276.483764095729,313291.92,1691.410013450316,1197517.777777778,781.8891336269808,616812.7058823529,1060.991864730461,441516.5217391304,795.5923070848709,346375.52,5090.36127692328,88613.0,1854.89,57375.6,660.579,55401.3,92.113,31806.8,46.0973,284859.0,3063.87,160359.0,3394.49,123540.0,3937.49,100391.0,2821.67,7931.718724000001,43.27294118399252,112870.6,249.7244881864812,131269.04,277.6584203657436,67718.6,78.68316211236049,45270.36,46.33519612562355,62383.0,44.08174225232029,308705.0,1177.210771272502,158486.52,593.7949895376349,105140.44,418.0811481040493,79596.64,673.8604828894479,69612.84,288.2436025309148,38160.4,437.2859933727583,144482.28,343.43727462231,74055.72,125.9102918748106,41397.16,81.81769001872394,371991.8,15302.38888801353,178678.4,5771.41204212626,124406.92,10183.9087856088,91460.64,1990.3011607292,153142.84,403.7421632675983,78084.28,150.3139434650026,410871.52,5038.649820100619,204612.84,1403.487789188064,133096.84,521.2762553579436,98641.48,1523.23697749234,306253.24,3373.323266809749,152921.2,2542.145377432219,103010.24,1743.099200389926,78208.84,1624.339562529953,368201.56,8019.829749215379,188356.36,3086.755123167369,128292.44,2644.285174938588,97070.84,1555.34772137937,59348.8,778.692,32279.2,349.882,47924.1,61.1054,26233.9,95.3915,235398.0,1500.7,120548.0,2542.65,82331.9,2668.58,65273.0,3772.95
NAS247,674679664,6715259,36382.8,98.86475610651148,43630.64,148.228439916232,23702.12,98.2141822752702,18766.2,92.62051608580035,22112.04,155.3134842825954,238840.84,2416.222020924401,121453.24,1980.110204609834,81258.88,1440.235184127926,108113.9,22383.52734601944,23110.31999999999,102.7420069883784,30630.32,66.52741991089087,18980.12,104.9420106535033,77914.48,779.7874643773135,43470.24,244.6423152277627,24240.56,439.5247506113848,369854.56,17479.62924796747,172567.76,1020.79867868253,111047.96,3430.289579379561,91873.68,10000.72383268331,19600.76,272.3512438010886,84396.92,359.604885395068,47487.8,325.8332088661314,372370.96,7736.513713450006,177000.44,4432.837114805821,122097.36,2156.400387312152,87086.36,3222.817573242395,73154.0,122.5156708343875,299381.12,487.673113468438,166031.12,413.9289137037904,142935.6,586.2160693805655,111147.8,1329.684142945233,331338.56,555.2694538690203,182924.48,427.5661464615739,154551.96,351.0941161569074,124251.12,1514.428956933933,27792.0,1586.9,19139.2,175.011,20636.1,47.5593,12878.1,48.7103,103003.0,1470.55,58467.9,1570.72,43762.8,2015.3,44461.5,9322.88,3458.145834,76.87138341688075,41225.16,127.1420245237585,48301.08,115.6919772499373,24984.04,25.51467028985482,17074.56,40.98983288572911,23096.88,40.20778034162046,107704.0,214.6990451771968,58063.64,475.8408036307942,39934.16,169.858454013923,30371.12,804.6005876209638,26491.88,48.7444930222892,14387.04,381.1328881112203,54475.4,442.0458799717513,28732.92,69.39736018034115,16258.16,76.08820145068485,118867.64,1229.609234838451,62803.12,738.1511671737708,43498.0,1131.888722445806,34456.96,1969.047109238375,57523.92,329.1163830622839,30439.68,468.3444646838478,142398.4,2523.071081043893,75850.6,1046.463224389658,53062.72,722.6458894922187,41599.0,1115.273562853527,100356.68,431.2726951709324,56909.24,155.8769463390915,40897.96,187.4633788237052,33064.48,143.8096297192924,123580.12,490.200556507232,68945.16,206.0797282606904,49316.04,220.6846582796366,39642.56,640.8939431762482,22656.4,229.606,14640.6,913.864,18380.6,81.2517,10722.8,79.4195,92747.0,1917.97,49598.1,1547.2,35399.4,1566.97,29360.7,2449.55
NAS248,1821169232,21222574,76844.72,127.4031459580178,94100.52,423.4889486161356,48052.2,97.79815949188409,34991.68,154.149984106389,44202.68,91.5610048000785,525279.55,4625.274494286798,253151.12,1310.387219717897,161451.24,677.8915712708043,172427.64,18453.24806938876,23410.56,214.1737612313889,71194.92,1148.040658513452,44182.08,465.8523302506923,165550.6,191.0715049399046,89078.68,273.9738264871299,48006.64,1454.407614941561,797238.0,52888.40385915641,352032.84,18114.8675726432,204018.8,1277.91282957798,181718.48,10977.40547532066,32193.12,617.3537514261981,180647.0,480.1680539144602,98161.88,214.9251627892835,822200.2307692308,23024.63101234063,339216.32,7657.582661493117,199118.28,2921.26484276931,146909.56,2176.831772645741,71638.76,62.86144764480055,590602.1176470588,462.4696978757497,320349.32,1131.314871112371,238632.56,1550.467312264273,197919.84,713.9560591521022,660416.3125,1498.119142406154,356765.2,1828.611188853442,264023.2,2176.19657200355,219400.04,2670.218979484641,72386.7,1619.34,41952.5,1987.71,52126.0,64.7534,30470.7,958.89,252888.0,2475.37,134133.0,2945.28,93902.4,2734.05,76891.7,3115.13,11373.545842,55.47073054445212,126314.8,225.2779616385056,147244.72,463.7649853104479,77312.2,2461.829742285197,50396.2,69.7630274572427,69538.64,93.8295816893585,354855.56,1747.222620732688,182456.28,822.2273904462196,122418.12,1590.317611548083,93835.02,1708.781442900174,79142.4,128.8214267891798,42904.72,807.691006264153,164770.16,200.115302763182,84705.4,130.1414614947903,47344.48,685.3338526586879,551770.8947368421,34296.62644434003,232410.24,11514.32461338484,166864.32,14969.86243816556,113824.76,2444.590178823436,184377.6,2937.232942754115,94724.92,3026.69913826928,469183.6363636364,7096.937351904658,226912.32,2822.985748741924,149617.44,1599.684520897793,113900.84,1099.172295138483,389316.24,9807.239384373159,198932.16,6292.092482982112,136376.12,4621.9392148318,105117.36,3831.337822536666,482986.6190476191,9682.011860372775,245878.92,6551.930560804197,168040.76,5652.084127328609,129546.04,4830.540147685349,66016.2,404.235,36163.5,778.903,54489.4,89.1291,30007.7,341.327,266476.0,2809.63,136077.0,2723.61,93415.0,2863.05,74277.9,3982.69
NAS249,3193809544,15388109,102591.92,183.0403059438002,124252.88,251.613881969974,65017.08,250.713369408175,45024.04,287.1646886370258,59321.68,197.8499876168811,591069.5294117647,3391.235348705751,299603.16,1222.082310812165,197653.88,2400.752953887592,214487.8510638298,19058.76926880767,33335.12,56.74428253137051,85353.12,1066.819996812958,48136.88,65.84971981717158,228812.92,282.9770195616598,121098.72,145.74457657148,57687.2,1246.810811631019,836663.5833333334,27337.60940675663,424248.75,18900.11005093621,271441.72,11786.40619194842,217634.64,10830.54045144562,46259.12,234.1530303028342,243859.96,278.8700744074201,129884.92,245.8456296133816,768650.9285714285,5147.546578770536,383010.84,4120.087947410831,256024.36,3736.139321599236,205275.6,48949.29397488793,102504.4,56.76768094611582,577392.2222222222,493.9786944973274,303374.16,771.6281840368456,233201.92,850.9091100699299,202082.64,888.0377415403019,673176.0,306.0727582345958,356874.4,1054.748311209835,272715.68,1159.585502496474,231973.64,1591.595573756097,81705.8,1541.25,49070.9,2372.32,65294.8,56.6194,38874.0,1473.19,341685.0,4301.08,175767.0,3309.14,126751.0,4587.63,99862.8,3368.18,12830.552107,33.2831667434438,156330.68,149.8659988122723,183925.6,567.1868122585363,92914.72,70.36790177346487,62165.96,122.8897001379693,85321.36,30.3603425540622,354682.76,1416.03771927163,182276.44,477.0013903543679,121660.24,752.7061195446732,91665.12,682.8950912109416,97731.52,86.49768551816864,49525.08,44.61831014281021,200897.84,150.4544263223917,101484.88,91.68176263576089,51698.04,127.4254228951193,355927.12,1085.239929969405,183071.64,1614.411939499953,123080.6,656.1975921930833,93322.0,8921.45236606686,213390.88,125.3964337610923,107896.2,400.3913085969774,424340.0833333333,4422.706853242958,217875.72,1947.022373163698,145492.48,885.6993675057016,110182.64,451.6372774694312,308614.36,310.7123274026957,159008.28,245.4699199494716,107787.76,195.376002620588,81929.0,221.2130195083463,388400.64,390.3719129240729,199526.68,258.1002471908929,135033.8,207.8938190519381,102990.72,337.7418564525279,79862.0,440.495,42820.4,856.996,65788.6,120.828,35145.5,60.1406,324821.0,4233.57,164744.0,2456.05,111067.0,3673.93,86633.4,3602.24
NAS250,3501584432,14271435,101067.4,72.2927382245271,121977.48,237.3748293311656,63305.6,155.4986816664373,43387.52,234.6653992390016,56295.8,79.15402706116727,557103.4444444445,1559.680138939542,286790.68,1396.036639060738,191087.16,942.911689608311,185207.86,14935.67129393252,37146.84000000002,62.83064220585366,83452.12,1457.875312089481,46940.08,354.4574355264677,223488.48,138.738637732969,115718.04,130.3384762838664,54591.8,1221.518071908885,822906.6923076923,23009.13839654756,406447.96,26519.0155284543,249540.0,11477.53539397723,183643.32,8391.502200297631,51130.8,298.4031259889883,240707.52,166.4062787276971,123825.28,132.074681903838,752448.8571428572,13598.34935286077,345683.92,4390.694249614747,218938.8,1429.438099394304,165076.56,1341.488996004067,115793.64,98.5748365456418,666350.4375,1304.088856671105,371744.32,10193.11324265555,252207.48,378.5478696281357,198065.52,570.1684747511036,740862.3571428572,1674.471968248194,396751.72,413.8577069476899,277436.44,411.2582721356496,223069.24,1609.220663054014,83299.0,1475.88,47886.3,1982.12,68295.2,71.6335,42754.0,1778.02,342244.0,7250.69,174409.0,4208.01,120580.0,3723.72,102362.0,16287.6,16158.16457200001,64.82081564021807,171682.28,132.8904872441967,201943.36,835.484715838656,101877.72,53.04980301565691,68197.56,38.19327689528617,93631.32,32.78258074038711,387442.76,293.1360475956514,195903.12,219.306601815814,131175.84,110.3832161154946,99166.88,238.0924727915606,107058.32,27.69652685807374,57087.28,1170.217912014681,219144.08,157.2633256674931,110977.68,99.0828824772473,56078.68,29.86331528815915,394026.56,2943.073795608937,200569.48,1481.400286755744,136804.4,855.6560991426404,101509.68,1187.00576982591,232613.32,211.1823325943721,118302.6,178.8140934042952,468530.9545454545,2254.507877711044,230670.36,1725.957609676437,157073.36,379.2377491758962,117211.64,292.2303036989833,347150.88,232.1684422999818,176831.88,182.8490787507555,119833.88,149.1094416862996,90966.24,163.7645334008558,437851.5217391304,316.0720706978652,222641.4,154.0470058131608,150851.2,184.6079088229971,114723.32,415.1808974411034,87349.9,953.462,47191.9,1041.14,72413.0,145.94,38768.1,64.3853,362222.0,2921.91,181437.0,2572.86,123499.0,3511.88,95455.1,4000.69
NAS251,1039392452,6978776,207262.16,584.8924468652335,240611.24,778.8723787630422,136910.68,300.8611267678163,112462.24,225.4024454170806,127717.2,339.6899763019215,1239163.333333333,3601.450325139088,618607.0588235294,9361.124068191235,423241.5833333333,974.1525768869861,429984.375,16484.63922568649,88862.35999999999,555.8269716377571,170983.16,2273.606151997307,104390.64,2448.464006351737,396070.4,338.4118201245341,223592.08,596.0493885576933,132976.96,934.6603438682953,1607701.428571429,38204.14204491125,765990.9285714285,8490.272227372805,536375.1052631579,27529.50881641607,453844.7391304348,30314.04036906272,54368.04000000002,250.9160815890444,485779.6190476191,1704.744932078319,273518.32,367.2863427899273,1992776.666666667,47682.19886801456,843565.5,18541.86413452901,544069.3684210526,5610.145313912403,421115.9166666667,3691.546276253654,255135.72,325.7258380908705,2265610.0,2424.755657793172,1207523.333333333,2737.732232665894,835616.4166666666,3171.049496574,651933.625,3604.370123110972,2504364.0,4603.983492585524,1318090.0,2278.54668593821,910567.8181818182,3707.29898782442,768423.2142857143,6989.160681048204,223906.0,4348.85,150314.0,2611.43,116138.0,1079.96,68436.2,1664.4,605065.0,7186.64,356688.0,17049.7,254528.0,9147.26,203299.0,6699.23,7620.466674999997,49.67210196202336,232389.28,281.1848530771172,266237.84,434.5910887259425,138645.32,112.4269433899188,97759.2,178.4354224922843,130634.76,123.5716083896297,1150381.111111111,1386.493935110704,598202.1176470588,2034.649120851725,386727.52,1351.702574385356,287802.4857142857,4418.726004963283,174626.68,1708.126686636562,106914.2,1835.636238474279,423418.1666666667,348.7370865789234,215506.8,355.5803144157449,125259.44,1549.221251597073,2201188.0,162309.3877013896,901707.0,36288.86353276994,519338.8,6885.898014057426,374329.08,61887.21350451643,478668.1428571428,2303.522236462577,244918.84,2098.890767619887,1915771.666666667,16479.81534753618,760498.9285714285,22729.95970225918,446154.5652173913,3580.316719364934,332725.24,1679.359217797074,1965296.666666667,502.9137323858061,951796.1818181818,1480.083033185628,608219.9411764706,2512.175117317502,437750.0434782609,1012.358910331228,2273130.0,429.6044692504956,1089007.0,684.7050459869563,696475.2,1135.008381760534,523374.05,5625.444217792938,178503.0,3754.42,104986.0,1878.66,102043.0,114.813,68003.7,2969.81,529470.0,3596.92,287169.0,4341.91,195104.0,4126.5,149809.0,4874.3
NAS252,1994624110,25495874,135515.8,176.5611508798014,159698.04,666.3025426936325,89366.72,159.0830022346825,76416.32,188.4198970385028,84408.56,226.6405224137996,1017732.0,8270.783276086975,479030.5238095238,6203.722543142162,290545.28,1363.500598313033,309948.0606060606,25829.38180719356,23503.59999999999,43.92473562811733,110671.76,2077.856189056403,68997.68,648.4474825303897,275258.56,334.1979150144417,156365.64,394.0072973943503,92294.88,1021.863525917233,1521620.0,49479.31025041823,673046.9333333333,33783.74720575298,419336.2916666667,19600.59523645299,395179.28,55263.03320703271,32251.59999999999,649.9180329856989,314654.6,566.8970982462338,176142.8,408.8663351267747,1565472.857142857,16071.51492040295,658751.3125,7959.415467849618,428678.8333333333,7624.20439382949,337065.88,4513.879797424827,73295.92,48.73001539092718,1647514.285714286,2982.098288802975,867469.3333333334,898.9265202945617,594835.7647058824,2129.846819385949,452256.5217391304,5197.72863327623,1791258.333333333,1073.583045486261,929468.1818181818,967.5433575609572,638862.0625,1532.121383439886,519014.75,7096.408365328196,112063.0,2068.3,82140.8,4680.33,73317.5,53.9782,47059.8,1243.0,379500.0,3114.38,210923.0,3794.97,148730.0,4595.44,126260.0,5119.14,13445.195834,53.84861368792205,134479.12,113.9576482733827,157756.84,172.0117856427286,80357.08,1208.815252054672,53789.52,67.62846737875995,74312.68,57.2787709365346,418631.25,1006.641497339876,217630.76,922.5621401293248,144445.16,1196.972570445956,109967.4,922.481566211488,88531.52,164.8597270408998,47406.92,1549.557354085353,191858.68,279.5341438894362,98257.64,228.2614080391164,54559.36,325.2255684905478,714376.2142857143,74621.58147535237,305872.72,11139.76050916715,187014.92,2975.420843107745,124553.24,2928.773057510602,209915.0,708.0862094406302,109838.16,2636.70776052258,619694.1176470588,10778.86889123318,288950.32,2173.419530969573,180781.12,1500.72148835152,133938.36,1036.580527696715,507896.65,6378.638712727035,244451.56,2329.181368292302,162173.0,1655.909852618795,121969.8,1127.696129283062,611449.4117647059,6233.387947259344,295607.08,2394.503103693959,196247.6,1775.527459658115,148323.12,1100.876317121955,76075.0,1085.08,41364.0,753.391,60629.1,110.873,33192.9,485.408,303574.0,4421.93,153817.0,3804.83,104217.0,2910.89,82480.2,3585.32
NAS253,2318450980,25960823,72107.16,104.4990641106417,89980.2,322.341682070439,48905.76,463.0546645915577,35016.08,172.4470747794813,42994.8,95.60125522188504,511501.1,2632.923715188118,264780.72,3548.2561634696,149999.12,1730.025602585118,162640.86,14934.01248025459,30492.24,89.9319387092261,61394.72,974.2177793491556,38707.68,804.7049506496154,166363.64,207.9943999246134,88398.48,156.4716255427801,44041.76,1396.557862173995,965375.6363636364,81736.4160827326,368997.52,6525.619542204403,217517.96,6497.654404352389,177052.4,17276.85466049883,40237.00000000001,434.3463244923341,176889.88,301.0560505952338,93553.52,256.7148020664177,862882.75,17836.20833270065,319156.88,1987.459852575644,185017.76,3963.583300802444,141191.72,2264.244518951079,95338.87999999999,62.5686694760245,573331.2222222222,794.7081613576113,293275.52,622.7201695785998,228779.84,612.1909296943234,188274.16,728.4613746795364,613543.3529411765,639.4499420390172,314313.4,833.602735120273,243585.56,894.5967171860178,198591.24,2776.600140891735,60668.0,1487.7,37252.8,2325.9,48462.4,96.2904,29369.1,1218.78,243506.0,3520.9,125718.0,2580.67,87732.5,3740.63,71561.7,3287.2,16622.247918,63.18295049133334,110242.76,130.7456400802719,129790.28,143.4591286743371,65502.08,151.5086584984502,43591.76,30.45952067909145,60194.08,30.55607304612293,237850.08,307.8661943117497,121440.48,172.4566310699591,81361.96,321.9376933507476,61742.4,438.0878907251375,68383.36,55.29765275307805,34792.64,1374.462480535573,141229.76,88.47927666973776,71485.92,141.458946694792,36343.44,146.6721732299621,290252.28,3793.268843833772,140725.68,3225.382528879326,89867.68,1951.267028778993,69382.08,4671.681032947348,149662.56,130.9070143269641,76363.56,212.9110762736406,297037.96,3171.289674312329,150900.36,1024.079054760911,100686.52,392.5044835412712,75266.52,488.0685296144385,223044.2,229.3318992203222,113185.52,148.9781514182532,76944.6,181.0646293454357,58472.48,178.6914928025394,276798.36,294.6938587755096,141009.8,204.5310734338428,95648.44,160.6394920310694,72875.08,573.1921785928346,56536.6,644.225,30469.0,291.184,46404.4,155.123,24860.4,47.8514,229155.0,5016.35,115702.0,2644.34,79109.1,2898.11,61298.2,2528.05
