model,FLOPS,size,pixel4|1large|float|mean,pixel4|1large|float|std,pixel4|1med|float|mean,pixel4|1med|float|std,pixel4|2med|float|mean,pixel4|2med|float|std,pixel4|3med|float|mean,pixel4|3med|float|std,pixel4|1large1med|float|mean,pixel4|1large1med|float|std,pixel4|1small|float|mean,pixel4|1small|float|std,pixel4|2small|float|mean,pixel4|2small|float|std,pixel4|3small|float|mean,pixel4|3small|float|std,pixel4|4small|float|mean,pixel4|4small|float|std,pixel4|gpu|float|mean,pixel4|gpu|float|std,s10|1large|float|mean,s10|1large|float|std,s10|2large|float|mean,s10|2large|float|std,s10|1med|float|mean,s10|1med|float|std,s10|2med|float|mean,s10|2med|float|std,s10|1large2med|float|mean,s10|1large2med|float|std,s10|1small|float|mean,s10|1small|float|std,s10|2small|float|mean,s10|2small|float|std,s10|3small|float|mean,s10|3small|float|std,s10|4small|float|mean,s10|4small|float|std,s10|gpu|float|mean,s10|gpu|float|std,mi8se|1large|float|mean,mi8se|1large|float|std,mi8se|2large|float|mean,mi8se|2large|float|std,mi8se|1small|float|mean,mi8se|1small|float|std,mi8se|2small|float|mean,mi8se|2small|float|std,mi8se|3small|float|mean,mi8se|3small|float|std,mi8se|4small|float|mean,mi8se|4small|float|std,mi8se|5small|float|mean,mi8se|5small|float|std,mi8se|6small|float|mean,mi8se|6small|float|std,mi8se|gpu|float|mean,mi8se|gpu|float|std,a03s|1large|float|mean,a03s|1large|float|std,a03s|2large|float|mean,a03s|2large|float|std,a03s|3large|float|mean,a03s|3large|float|std,a03s|4large|float|mean,a03s|4large|float|std,a03s|1small|float|mean,a03s|1small|float|std,a03s|2small|float|mean,a03s|2small|float|std,a03s|3small|float|mean,a03s|3small|float|std,a03s|4small|float|mean,a03s|4small|float|std,a03s|gpu|float|mean,a03s|gpu|float|std,iphone7|1large|float|mean,iphone7|1large|float|std,iphone7|2large|float|mean,iphone7|2large|float|std,iphone7|gpu|float|mean,iphone7|gpu|float|std,iphonexs|1large|float|mean,iphonexs|1large|float|std,iphonexs|2large|float|mean,iphonexs|2large|float|std,iphonexs|1small|float|mean,iphonexs|1small|float|std,iphonexs|2small|float|mean,iphonexs|2small|float|std,iphonexs|3small|float|mean,iphonexs|3small|float|std,iphonexs|4small|float|mean,iphonexs|4small|float|std,iphonexs|gpu|float|mean,iphonexs|gpu|float|std,pixel4|1large|quant|mean,pixel4|1large|quant|std,pixel4|1med|quant|mean,pixel4|1med|quant|std,pixel4|2med|quant|mean,pixel4|2med|quant|std,pixel4|3med|quant|mean,pixel4|3med|quant|std,pixel4|1large1med|quant|mean,pixel4|1large1med|quant|std,pixel4|1small|quant|mean,pixel4|1small|quant|std,pixel4|2small|quant|mean,pixel4|2small|quant|std,pixel4|3small|quant|mean,pixel4|3small|quant|std,pixel4|4small|quant|mean,pixel4|4small|quant|std,s10|1large|quant|mean,s10|1large|quant|std,s10|2large|quant|mean,s10|2large|quant|std,s10|1med|quant|mean,s10|1med|quant|std,s10|2med|quant|mean,s10|2med|quant|std,s10|1large2med|quant|mean,s10|1large2med|quant|std,s10|1small|quant|mean,s10|1small|quant|std,s10|2small|quant|mean,s10|2small|quant|std,s10|3small|quant|mean,s10|3small|quant|std,s10|4small|quant|mean,s10|4small|quant|std,mi8se|1large|quant|mean,mi8se|1large|quant|std,mi8se|2large|quant|mean,mi8se|2large|quant|std,mi8se|1small|quant|mean,mi8se|1small|quant|std,mi8se|2small|quant|mean,mi8se|2small|quant|std,mi8se|3small|quant|mean,mi8se|3small|quant|std,mi8se|4small|quant|mean,mi8se|4small|quant|std,mi8se|5small|quant|mean,mi8se|5small|quant|std,mi8se|6small|quant|mean,mi8se|6small|quant|std,a03s|1large|quant|mean,a03s|1large|quant|std,a03s|2large|quant|mean,a03s|2large|quant|std,a03s|3large|quant|mean,a03s|3large|quant|std,a03s|4large|quant|mean,a03s|4large|quant|std,a03s|1small|quant|mean,a03s|1small|quant|std,a03s|2small|quant|mean,a03s|2small|quant|std,a03s|3small|quant|mean,a03s|3small|quant|std,a03s|4small|quant|mean,a03s|4small|quant|std,iphone7|1large|quant|mean,iphone7|1large|quant|std,iphone7|2large|quant|mean,iphone7|2large|quant|std,iphonexs|1large|quant|mean,iphonexs|1large|quant|std,iphonexs|2large|quant|mean,iphonexs|2large|quant|std,iphonexs|1small|quant|mean,iphonexs|1small|quant|std,iphonexs|2small|quant|mean,iphonexs|2small|quant|std,iphonexs|3small|quant|mean,iphonexs|3small|quant|std,iphonexs|4small|quant|mean,iphonexs|4small|quant|std
resnext26_16x4d,2952338408,40388432,145048.0,569.0,169787.0,237.0,128504.0,1699.0,109709.0,436.0,109285.0,202.0,808997.0,5320.0,632163.0,3531.0,575703.0,6081.0,543931.0,3749.0,13932.4,258.0,126586.0,1148.0,104739.0,2429.0,294347.0,221.0,203133.0,244.0,122617.0,6790.0,891588.0,10388.0,676684.0,5067.0,648367.0,46552.0,729407.0,25495.0,18045.7,887.0,319465.0,1238.0,220636.0,2361.0,987413.0,3126.0,751097.0,5862.0,676368.0,7935.0,644842.0,8532.0,643994.0,9244.0,651605.0,17360.0,42594.5,174.0,842199.0,390.0,627262.0,699.0,550287.0,1471.0,512647.0,804.0,1017960.0,512.0,755935.0,435.0,664749.0,874.0,620295.0,1725.0,112427.0,401.0,138272.0,1292,110892.0,1448,15314.0,145,109048.0,108,84155.6,103,476284.0,3525,329365.0,1362,282418.0,1811,261681.0,2541,6941.86,205,87419.0,255.0,107578.0,849.0,91151.0,394.0,86587.8,218.0,77772.8,276.0,374926.0,1314.0,327345.0,2557.0,312600.0,1662.0,306877.0,3390.0,75476.2,115.0,68386.3,93.0,220801.0,411.0,175293.0,156.0,87841.2,5470.0,375010.0,1098.0,322646.0,853.0,312584.0,3627.0,325430.0,6186.0,260051.0,470.0,199522.0,610.0,642952.0,5454.0,479111.0,2225.0,426364.0,3086.0,401649.0,5589.0,398347.0,7913.0,394722.0,12801.0,492585.0,301.0,368451.0,204.0,326740.0,366.0,304881.0,168.0,620251.0,265.0,465201.0,157.0,411614.0,279.0,385337.0,225.0,114627.0,320,92483.5,811,88202.2,178,68828.1,91,378120.0,2443,272880.0,1675,239339.0,608,222522.0,1249
resnext26_32x4d,4943322088,61436288,254440.0,1138.0,307849.0,4407.0,229756.0,1997.0,209784.0,946.0,199429.0,1499.0,1473710.0,2591.0,1187480.0,6659.0,1094190.0,7201.0,1048610.0,5730.0,19624.2,238.0,222131.0,1326.0,192032.0,255.0,500884.0,405.0,353948.0,213.0,207194.0,3770.0,1573200.0,13431.0,1241260.0,14422.0,1243900.0,78578.0,1308140.0,52012.0,25216.7,1237.0,532911.0,1143.0,384481.0,18084.0,1762200.0,9849.0,1373640.0,5277.0,1247320.0,8425.0,1194240.0,12667.0,1166340.0,24941.0,1132110.0,7270.0,66730.1,60.0,1464290.0,781.0,1127200.0,1135.0,1004930.0,1949.0,951762.0,1033.0,1776140.0,431.0,1367500.0,875.0,1221810.0,918.0,1147130.0,1332.0,179576.0,478.0,249628.0,2676,204545.0,2312,23337.7,312,194740.0,302,152755.0,173,861317.0,5294,613206.0,3638,537431.0,3318,501691.0,6008,9597.45,133,160039.0,184.0,195797.0,2116.0,169812.0,324.0,162722.0,1220.0,144845.0,751.0,679775.0,1989.0,610746.0,2226.0,587856.0,3945.0,582659.0,12722.0,136784.0,1361.0,127760.0,112.0,396310.0,303.0,322766.0,390.0,145985.0,3130.0,696306.0,1899.0,614675.0,1440.0,598832.0,5700.0,618228.0,12103.0,455528.0,794.0,359598.0,995.0,1119290.0,1499.0,857880.0,6533.0,777087.0,2979.0,732658.0,5951.0,711530.0,9272.0,701995.0,11638.0,857962.0,269.0,661142.0,1159.0,593895.0,282.0,559659.0,215.0,1082740.0,327.0,834256.0,745.0,751442.0,402.0,710462.0,1026.0,200206.0,962,164877.0,1060,154414.0,244,123238.0,124,651866.0,1622,485611.0,2703,433109.0,1901,406804.0,2908
sepreresnet10,1781131748,21870988,63310.8,68.0,72811.6,85.0,42923.2,119.0,34263.5,395.0,39321.4,93.0,257394.0,1386.0,139557.0,570.0,100400.0,438.0,81071.1,1806.0,10638.5,387.0,49510.7,86.0,33474.1,140.0,130312.0,230.0,72380.4,163.0,37663.2,2373.0,310470.0,1165.0,162570.0,1062.0,158186.0,13255.0,139877.0,7972.0,12909.6,1102.0,140842.0,199.0,80775.1,186.0,343042.0,4271.0,178041.0,1629.0,124888.0,855.0,103845.0,1415.0,90424.6,628.0,85550.0,2336.0,28675.6,184.0,387048.0,647.0,252216.0,1710.0,187936.0,799.0,163030.0,574.0,427602.0,813.0,281288.0,1077.0,207723.0,969.0,177600.0,1343.0,60129.3,525.0,49346.1,497,29778.0,1137,9239.4,151,39135.4,73,25280.2,1226,200266.0,4785,108282.0,1733,77003.9,1590,62295.6,2773,4021.53,89,19554.9,35.0,23230.5,328.0,14839.6,106.0,12239.2,81.0,14077.2,41.0,78630.6,657.0,49925.2,654.0,39131.6,200.0,34857.7,236.0,18601.0,39.0,12782.1,118.0,65665.7,151.0,37527.8,63.0,17508.4,1294.0,90963.0,410.0,55361.5,1624.0,44825.5,2326.0,40431.0,3565.0,79627.3,531.0,45411.0,167.0,238330.0,2657.0,131911.0,1709.0,95150.2,990.0,76854.7,1103.0,67971.5,1031.0,63285.8,6122.0,174665.0,185.0,101346.0,183.0,74457.3,510.0,61353.8,257.0,217896.0,176.0,124076.0,309.0,91229.8,243.0,75998.7,953.0,34127.0,158,20996.8,723,28911.0,163,16961.6,46,136021.0,719,75109.1,744,55750.6,1272,47713.8,2653
sepreresnet12,2243956264,22174376,81279.1,78.0,93235.6,60.0,55360.6,156.0,43823.5,338.0,50778.8,80.0,319401.0,2579.0,174992.0,481.0,121902.0,245.0,100169.0,423.0,12912.9,336.0,62883.4,758.0,42027.2,179.0,162773.0,112.0,90878.7,201.0,105112.0,36057.0,390712.0,6697.0,213034.0,9600.0,177804.0,22336.0,159585.0,12386.0,15262.8,1386.0,176499.0,251.0,101604.0,219.0,426991.0,3252.0,221581.0,1996.0,155104.0,1087.0,129627.0,2461.0,111360.0,539.0,106273.0,3599.0,34205.2,155.0,481244.0,573.0,309178.0,976.0,237063.0,1561.0,207710.0,645.0,535495.0,877.0,344668.0,1235.0,259509.0,1004.0,223684.0,1092.0,70005.9,605.0,63821.7,1556,38651.3,1097,10522.1,85,49159.3,83,32137.2,1310,257543.0,4206,137168.0,1806,98063.5,2253,79789.8,3671,4488.07,73,25021.8,46.0,29801.8,100.0,19031.3,63.0,15843.7,142.0,18030.1,34.0,98533.5,507.0,62674.1,524.0,51222.9,410.0,46856.1,5903.0,23288.1,46.0,15769.5,72.0,82586.1,143.0,46980.6,73.0,21708.5,1027.0,113651.0,409.0,68094.1,1665.0,58293.8,4567.0,68423.0,7229.0,101098.0,403.0,83133.2,20834.0,283353.0,4539.0,161097.0,2663.0,119214.0,2848.0,95643.2,3464.0,87362.5,2721.0,90728.8,13003.0,218792.0,152.0,125494.0,335.0,92864.7,344.0,76775.1,182.0,273337.0,230.0,155003.0,268.0,115125.0,129.0,94005.3,383.0,42406.2,243,25649.7,453,35994.6,147,21142.1,68,170193.0,814,94336.3,692,69833.1,1142,58047.7,1094
sepreresnet14,2706583216,23344868,95655.3,77.0,109784.0,142.0,64961.2,173.0,50849.6,129.0,59335.4,75.0,379642.0,5013.0,198455.0,317.0,146698.0,2161.0,121561.0,11837.0,14521.6,197.0,73538.4,541.0,48993.0,129.0,192092.0,182.0,105633.0,89.0,52431.9,1323.0,461094.0,12548.0,244028.0,9663.0,196229.0,18850.0,225333.0,44977.0,15947.0,1275.0,207523.0,375.0,118389.0,267.0,499823.0,4506.0,259012.0,3034.0,180730.0,811.0,149556.0,2535.0,129084.0,1460.0,121080.0,3858.0,40225.2,155.0,561268.0,553.0,359131.0,930.0,272111.0,1391.0,234710.0,1323.0,627470.0,1779.0,399574.0,1313.0,298691.0,1432.0,255409.0,2083.0,77394.1,405.0,74471.4,966,44246.5,1134,11944.2,188,58099.4,75,39245.0,1657,304457.0,3666,161603.0,2015,113066.0,747,92898.3,3226,4865.3,83,28882.6,64.0,34736.8,208.0,22066.9,117.0,18147.1,82.0,19483.7,111.0,113980.0,304.0,71419.7,542.0,57963.6,342.0,50056.2,994.0,26944.0,324.0,18395.4,247.0,97996.3,68.0,55014.1,73.0,24609.6,605.0,130413.0,440.0,79870.8,2186.0,64790.1,3403.0,81565.2,6592.0,119695.0,313.0,101372.0,28179.0,341709.0,2123.0,187957.0,2709.0,138620.0,1289.0,116352.0,1074.0,101956.0,1946.0,98166.2,2574.0,257614.0,243.0,148510.0,370.0,108467.0,438.0,90039.3,453.0,322094.0,324.0,183483.0,370.0,133075.0,240.0,110792.0,456.0,50030.2,730,29707.3,320,42433.0,113,24812.3,138,202295.0,1278,111604.0,1494,81886.4,667,67710.8,1064
sepreresnet16,3169122240,28129972,108984.0,119.0,125352.0,78.0,73224.3,179.0,57346.6,498.0,67371.5,386.0,442772.0,6380.0,229394.0,485.0,166194.0,1201.0,130962.0,354.0,17680.3,430.0,85083.5,945.0,55906.2,204.0,221320.0,204.0,121466.0,216.0,59928.7,1098.0,522004.0,6080.0,285342.0,12140.0,226684.0,29508.0,228642.0,17953.0,18756.0,1389.0,238770.0,231.0,134492.0,262.0,577025.0,7020.0,295638.0,1389.0,206052.0,2790.0,168325.0,783.0,145907.0,1230.0,135642.0,2618.0,46480.0,233.0,650989.0,599.0,447810.0,602.0,317895.0,961.0,262763.0,2518.0,722957.0,1061.0,489467.0,1321.0,347941.0,662.0,286409.0,1617.0,95053.3,714.0,85370.2,1189,50150.9,1187,14217.9,119,67232.0,74,44584.7,1690,338802.0,8731,183431.0,2878,128816.0,3032,105710.0,2019,5695.43,109,32304.5,232.0,38262.9,125.0,23978.3,43.0,19878.6,45.0,21576.7,33.0,127367.0,1176.0,79316.0,441.0,62130.2,570.0,54690.2,360.0,30415.1,66.0,20571.5,116.0,111801.0,135.0,62675.6,93.0,35602.2,25274.0,154414.0,7900.0,88714.2,1815.0,70802.7,2360.0,71621.8,20533.0,136410.0,744.0,77110.6,250.0,408883.0,2323.0,223963.0,1481.0,164564.0,1896.0,133228.0,1149.0,114569.0,1358.0,111882.0,5269.0,296042.0,200.0,167816.0,338.0,124172.0,482.0,100246.0,307.0,370630.0,178.0,207371.0,664.0,150772.0,328.0,123500.0,506.0,56995.5,609,35086.7,4968,48786.9,249,28244.9,82,232058.0,873,126662.0,907,93462.1,1662,76184.5,623
sepreresnet18,3631660512,47148808,126082.0,81.0,145035.0,367.0,84318.2,137.0,66981.7,180.0,77599.3,82.0,523156.0,4305.0,273701.0,803.0,190913.0,2976.0,158290.0,13208.0,20862.7,475.0,100453.0,584.0,68422.4,1168.0,256627.0,120.0,141326.0,321.0,70180.9,671.0,616566.0,29855.0,322076.0,3726.0,270894.0,24898.0,269900.0,21802.0,21899.5,1198.0,277271.0,389.0,156154.0,284.0,694810.0,8524.0,345631.0,3188.0,239929.0,1720.0,196724.0,851.0,169485.0,1490.0,158936.0,1939.0,54184.1,112.0,775275.0,845.0,522616.0,1120.0,370351.0,2592.0,312629.0,1270.0,853999.0,1496.0,568890.0,2151.0,409778.0,3367.0,338798.0,1974.0,112522.0,358.0,99679.0,1261,58152.6,1246,16549.0,155,77983.3,94,52251.2,1895,398795.0,6214,211199.0,2009,150648.0,916,120949.0,4246,6921.13,73,36470.4,34.0,43569.6,237.0,26716.8,50.0,21851.7,40.0,24050.4,42.0,144775.0,924.0,88121.5,460.0,70282.7,387.0,59277.3,610.0,34690.9,215.0,23186.0,119.0,128333.0,274.0,71481.4,882.0,31971.3,1176.0,173668.0,6173.0,97635.8,3210.0,80929.4,3116.0,87912.2,11041.0,154591.0,745.0,86465.8,147.0,465337.0,3334.0,253397.0,2876.0,184930.0,1551.0,147827.0,1633.0,128330.0,1285.0,122009.0,2376.0,341586.0,252.0,192519.0,420.0,139738.0,349.0,115488.0,469.0,427782.0,251.0,237866.0,548.0,171240.0,180.0,141148.0,350.0,64610.9,440,37894.4,667,55524.1,127,31916.9,265,265357.0,2071,143141.0,582,104370.0,492,86989.7,3488
seresnet10,1781131748,21862944,62537.4,92.0,71893.1,129.0,41880.0,89.0,32997.8,119.0,38554.5,123.0,257798.0,3851.0,137680.0,545.0,97528.4,376.0,77200.5,364.0,10738.3,322.0,49455.0,838.0,32704.0,111.0,129110.0,44.0,71441.0,148.0,36950.2,2021.0,321764.0,15944.0,167842.0,7984.0,144830.0,11821.0,137509.0,13481.0,12614.9,1067.0,139176.0,167.0,85705.9,18665.0,343296.0,2451.0,173921.0,3631.0,123354.0,1131.0,99640.6,404.0,85394.7,416.0,82677.7,2743.0,28677.3,250.0,382710.0,454.0,244909.0,553.0,180337.0,1076.0,152747.0,1633.0,423560.0,411.0,272805.0,323.0,198691.0,1858.0,168349.0,1158.0,59800.1,686.0,49209.0,1172,28787.3,599,9223.21,217,38737.0,108,25944.9,1333,198892.0,1620,106049.0,884,74692.4,773,60395.5,1803,3975.43,116,17013.5,61.0,19863.3,108.0,11786.0,43.0,9285.7,33.0,11162.0,31.0,68446.6,279.0,40373.8,359.0,30446.0,2319.0,25521.7,163.0,16387.0,44.0,10357.5,79.0,61429.9,91.0,32954.3,57.0,14800.5,754.0,81138.7,1538.0,46400.1,1376.0,33406.2,2124.0,32004.0,3925.0,74734.0,593.0,40555.5,111.0,229650.0,1078.0,123425.0,636.0,88370.3,807.0,69236.0,697.0,59645.6,532.0,61828.6,10153.0,167940.0,188.0,93361.0,191.0,66507.5,311.0,53705.8,181.0,209054.0,276.0,114479.0,362.0,82628.3,416.0,65666.8,260.0,32078.6,216,18778.3,866,27443.4,125,15513.6,405,129674.0,735,68954.7,880,49071.8,298,40040.3,1201
seresnet12,2243956264,22165388,80240.5,155.0,92074.5,90.0,54094.5,93.0,42524.5,92.0,49835.9,154.0,315699.0,2863.0,171575.0,719.0,123586.0,610.0,96496.8,479.0,12900.9,323.0,61763.7,601.0,41996.4,654.0,161396.0,186.0,89371.4,240.0,44869.7,1656.0,389129.0,9134.0,210098.0,6959.0,181222.0,15207.0,172313.0,10717.0,15254.5,1495.0,174870.0,190.0,99455.6,1752.0,420244.0,1664.0,220464.0,2700.0,155341.0,971.0,126827.0,2690.0,108858.0,2168.0,102236.0,2494.0,33858.7,171.0,476508.0,907.0,305857.0,1219.0,227471.0,877.0,193724.0,996.0,531080.0,576.0,340309.0,900.0,252055.0,1780.0,213556.0,1634.0,69007.4,435.0,62438.6,848,37982.4,2977,10510.6,275,48834.3,137,32599.5,1322,252403.0,2699,134224.0,1512,96062.7,1185,79107.6,2255,4431.06,105,21539.3,29.0,25520.4,140.0,14954.3,39.0,11837.0,46.0,14132.5,55.0,85664.3,624.0,50168.8,312.0,38213.2,295.0,35826.3,8697.0,20385.1,33.0,13146.6,119.0,77454.8,61.0,41303.5,73.0,20011.7,10140.0,103754.0,587.0,57970.7,1474.0,40862.2,1598.0,40801.3,3686.0,94824.7,723.0,51796.0,93.0,283487.0,2558.0,156536.0,1566.0,112744.0,1490.0,88609.8,931.0,76155.8,1112.0,72113.4,1635.0,209423.0,133.0,115786.0,196.0,84585.8,348.0,66524.4,197.0,259992.0,156.0,142426.0,379.0,100895.0,190.0,81581.5,659.0,40491.2,905,23111.2,556,34134.2,154,19297.5,451,162013.0,544,86014.8,513,61940.6,1702,50057.6,2272
seresnet14,2706583216,23359288,94578.5,48.0,108557.0,121.0,63420.8,181.0,49406.1,152.0,58305.8,101.0,377611.0,4802.0,199335.0,573.0,141715.0,440.0,112226.0,274.0,14833.6,369.0,72952.4,696.0,48003.0,162.0,190848.0,168.0,104324.0,130.0,51622.8,1239.0,452588.0,12108.0,244779.0,8177.0,202895.0,14034.0,195436.0,8354.0,16118.8,1261.0,205980.0,187.0,115337.0,238.0,500968.0,4496.0,259935.0,2565.0,183333.0,2508.0,146153.0,750.0,125684.0,1489.0,120837.0,3641.0,39785.9,128.0,555273.0,667.0,349285.0,1195.0,261226.0,960.0,224382.0,535.0,623743.0,552.0,389715.0,1523.0,287439.0,921.0,244129.0,1267.0,76655.2,424.0,73031.1,910,43505.3,1433,11875.4,223,57513.8,77,38684.9,1561,300505.0,5163,159759.0,2745,111709.0,1447,90415.9,1959,4863.5,69,24876.7,34.0,29462.9,224.0,17181.9,61.0,13468.7,39.0,16236.5,48.0,98990.6,596.0,57064.6,616.0,42915.0,261.0,35944.1,141.0,23792.7,39.0,14904.2,161.0,91055.6,87.0,48765.8,156.0,21144.4,550.0,117087.0,488.0,66614.3,2686.0,48589.6,1649.0,52412.0,5991.0,112726.0,806.0,61312.6,141.0,344730.0,1681.0,183352.0,2115.0,131618.0,933.0,103666.0,1469.0,89072.2,681.0,85930.8,4203.0,246955.0,366.0,136117.0,464.0,96567.1,467.0,77638.3,237.0,308802.0,436.0,168244.0,271.0,119184.0,258.0,95261.5,417.0,47333.6,514,26969.1,298,40489.1,187,22776.4,575,192336.0,721,101702.0,995,72786.5,821,58347.5,935
seresnet16,3169122240,28118196,107563.0,77.0,123896.0,93.0,71743.4,74.0,55777.7,131.0,67349.7,103.0,445270.0,6031.0,228346.0,965.0,162523.0,5562.0,132179.0,11229.0,17545.0,317.0,84365.1,745.0,54952.1,240.0,219565.0,115.0,119463.0,181.0,58375.9,552.0,523184.0,7567.0,276400.0,9535.0,232518.0,14420.0,209111.0,10635.0,18527.6,1521.0,236076.0,142.0,132025.0,383.0,583428.0,7735.0,299493.0,3971.0,207178.0,2848.0,165854.0,578.0,145522.0,2877.0,137242.0,3549.0,46190.0,160.0,649386.0,1972.0,439852.0,677.0,303994.0,1259.0,249002.0,983.0,714700.0,653.0,480987.0,502.0,337878.0,1250.0,275892.0,2333.0,94163.3,631.0,83655.7,365,49114.9,1119,14163.4,263,66534.6,141,44911.1,1649,340868.0,5476,183396.0,1594,126222.0,2547,102815.0,3426,5634.37,117,28104.9,46.0,33366.1,81.0,19347.0,95.0,14956.2,55.0,17548.9,146.0,112363.0,1177.0,63984.2,730.0,48441.2,792.0,39672.7,570.0,26986.4,42.0,16922.9,363.0,105590.0,97.0,55820.8,83.0,23917.6,498.0,145181.0,6222.0,72667.9,1711.0,52495.4,2027.0,50000.0,3118.0,129573.0,679.0,69929.5,132.0,394335.0,3789.0,210146.0,1493.0,151030.0,1973.0,118804.0,1181.0,101032.0,918.0,94112.0,1932.0,285188.0,349.0,156084.0,530.0,113919.0,372.0,88438.1,270.0,356490.0,236.0,192362.0,685.0,136056.0,491.0,108178.0,600.0,54771.2,1351,30641.2,347,46479.0,293,26412.2,831,222220.0,1037,116959.0,1002,83313.2,1490,67527.9,2605
seresnet18,3631660512,47134292,124687.0,81.0,143553.0,59.0,82621.4,106.0,65382.1,146.0,76153.9,109.0,524153.0,6850.0,260523.0,8658.0,186539.0,10059.0,152297.0,11832.0,20141.5,265.0,98763.5,837.0,64243.6,172.0,254848.0,263.0,139944.0,154.0,69247.4,718.0,620822.0,11602.0,323914.0,16383.0,264819.0,30373.0,243499.0,13399.0,22253.0,1428.0,273992.0,192.0,153259.0,170.0,690890.0,8696.0,345846.0,3389.0,244384.0,1504.0,194353.0,655.0,166747.0,2124.0,156887.0,4920.0,54012.8,203.0,772771.0,857.0,510251.0,1219.0,362230.0,2380.0,303485.0,1212.0,843281.0,946.0,555580.0,1165.0,397286.0,1929.0,329307.0,1689.0,111579.0,701.0,96911.4,1077,57014.7,1942,16520.8,300,77266.1,161,52411.0,1901,396274.0,3202,210866.0,1763,149310.0,2434,119895.0,2830,6804.44,101,32260.8,59.0,38325.1,89.0,21680.2,44.0,16824.7,40.0,19938.5,49.0,128296.0,817.0,73364.8,481.0,54312.5,418.0,45484.0,5545.0,31236.8,47.0,19078.0,212.0,121320.0,122.0,64739.4,72.0,27070.5,1227.0,157480.0,5347.0,85926.7,2117.0,64593.9,3737.0,61743.8,7849.0,146217.0,647.0,78650.8,112.0,448780.0,1912.0,237296.0,1263.0,168809.0,1272.0,132325.0,903.0,112240.0,1218.0,103910.0,1592.0,329933.0,453.0,183441.0,644.0,127710.0,355.0,101716.0,219.0,412575.0,1468.0,221391.0,867.0,155143.0,561.0,124449.0,320.0,62141.8,611,35323.9,890,53223.5,127,30149.3,901,255150.0,1588,133222.0,684,94740.7,1487,77019.7,4133
spnasnet,666997864,17667096,30942.0,148.0,36125.0,151.0,20449.1,47.0,15539.9,40.0,19558.0,65.0,161860.0,1012.0,87975.2,861.0,63636.9,908.0,48829.8,958.0,6346.5,163.0,27610.2,421.0,18713.1,124.0,74992.9,103.0,41455.3,85.0,26360.4,1003.0,209129.0,8067.0,109278.0,747.0,79547.9,4398.0,81757.2,6409.0,11430.9,1244.0,81562.9,238.0,47185.5,273.0,201066.0,10466.0,116523.0,1301.0,82240.2,1049.0,65004.4,806.0,56475.9,1334.0,55947.7,2307.0,16084.3,110.0,227301.0,360.0,147597.0,1092.0,113475.0,659.0,92771.8,534.0,261785.0,288.0,165848.0,581.0,123489.0,735.0,102874.0,1429.0,45920.5,883.0,26166.1,932,15532.7,1032,6714.76,132,20961.3,52,14207.8,879,99419.6,1009,54742.1,437,40642.6,988,34499.2,2602,3452.32,83,18971.0,29.0,22657.6,62.0,15657.1,31.0,13340.3,36.0,13993.1,22.0,81331.9,237.0,54298.9,476.0,45643.3,520.0,40845.6,527.0,16366.8,66.0,12277.1,324.0,45328.9,79.0,28431.1,37.0,15294.3,267.0,84721.9,551.0,55969.1,253.0,49685.6,2901.0,51557.2,9328.0,58419.2,336.0,35757.8,102.0,155017.0,1476.0,92269.3,713.0,75012.9,1294.0,60541.2,734.0,58188.9,1688.0,59323.3,1806.0,119804.0,204.0,78864.2,253.0,60892.3,942.0,49998.7,240.0,148624.0,217.0,95789.5,881.0,73540.1,490.0,61958.3,231.0,24224.7,89,15377.8,567,18152.9,88,11332.6,63,86072.4,863,50283.8,1058,39496.5,1541,33404.4,3114
squeezenet_v1_0,1647342192,5020348,55823.0,116.0,64494.1,126.0,38779.0,84.0,30339.2,87.0,35223.5,53.0,230714.0,4277.0,126682.0,1410.0,98945.7,851.0,83537.8,1670.0,10255.2,389.0,44638.1,809.0,29231.5,162.0,122069.0,83.0,68496.3,126.0,34647.4,1569.0,255347.0,12491.0,151848.0,5643.0,136950.0,4823.0,120707.0,8436.0,14740.0,939.0,134829.0,330.0,80224.1,286.0,317366.0,3118.0,185066.0,3392.0,139190.0,2217.0,116664.0,1947.0,103477.0,4214.0,104668.0,16657.0,29792.8,118.0,316053.0,314.0,196505.0,404.0,154812.0,936.0,134845.0,5199.0,374832.0,5486.0,225184.0,430.0,174580.0,618.0,150894.0,1295.0,66843.2,493.0,43116.3,1133,27171.8,1011,9881.69,136,35217.9,53,23255.2,1097,177290.0,1874,95709.8,926,69420.8,467,58364.2,2129,4191.33,78,19633.7,27.0,23641.9,51.0,15576.8,89.0,13120.1,41.0,14964.6,92.0,79159.2,594.0,51762.6,691.0,43420.8,469.0,39236.8,1216.0,18471.1,148.0,13086.3,241.0,63037.6,67.0,36477.8,53.0,17402.2,1740.0,89642.2,445.0,54842.3,1016.0,46546.8,1747.0,46184.5,4872.0,83466.1,473.0,47412.0,680.0,234520.0,981.0,133407.0,2929.0,102888.0,1003.0,83870.4,1106.0,75169.6,1217.0,72159.4,1788.0,175940.0,152.0,105401.0,637.0,80155.3,450.0,66673.5,334.0,219428.0,142.0,129159.0,791.0,98011.1,183.0,82150.8,695.0,36258.0,310,22312.8,1296,29235.8,75,17642.1,40,135917.0,702,74954.7,282,55844.7,471,46628.8,2638
