model,flops,size,pixel4|1large|float|mean,pixel4|1large|float|std,pixel4|1med|float|mean,pixel4|1med|float|std,pixel4|2med|float|mean,pixel4|2med|float|std,pixel4|3med|float|mean,pixel4|3med|float|std,pixel4|1large1med|float|mean,pixel4|1large1med|float|std,pixel4|1small|float|mean,pixel4|1small|float|std,pixel4|2small|float|mean,pixel4|2small|float|std,pixel4|3small|float|mean,pixel4|3small|float|std,pixel4|4small|float|mean,pixel4|4small|float|std,s10|1large|float|mean,s10|1large|float|std,s10|2large|float|mean,s10|2large|float|std,s10|1med|float|mean,s10|1med|float|std,s10|2med|float|mean,s10|2med|float|std,s10|1large2med|float|mean,s10|1large2med|float|std,s10|1small|float|mean,s10|1small|float|std,s10|2small|float|mean,s10|2small|float|std,s10|3small|float|mean,s10|3small|float|std,s10|4small|float|mean,s10|4small|float|std,onefusion|1large|float|mean,onefusion|1large|float|std,onefusion|2large|float|mean,onefusion|2large|float|std,onefusion|1small|float|mean,onefusion|1small|float|std,onefusion|2small|float|mean,onefusion|2small|float|std,onefusion|3small|float|mean,onefusion|3small|float|std,onefusion|4small|float|mean,onefusion|4small|float|std,a03s|1large|float|mean,a03s|1large|float|std,a03s|2large|float|mean,a03s|2large|float|std,a03s|3large|float|mean,a03s|3large|float|std,a03s|4large|float|mean,a03s|4large|float|std,a03s|1small|float|mean,a03s|1small|float|std,a03s|2small|float|mean,a03s|2small|float|std,a03s|3small|float|mean,a03s|3small|float|std,a03s|4small|float|mean,a03s|4small|float|std,iphone7|1large|float|mean,iphone7|1large|float|std,iphone7|2large|float|mean,iphone7|2large|float|std,iphonexs|1large|float|mean,iphonexs|1large|float|std,iphonexs|2large|float|mean,iphonexs|2large|float|std,iphonexs|1small|float|mean,iphonexs|1small|float|std,iphonexs|2small|float|mean,iphonexs|2small|float|std,iphonexs|3small|float|mean,iphonexs|3small|float|std,iphonexs|4small|float|mean,iphonexs|4small|float|std,pixel4|1large|quant|mean,pixel4|1large|quant|std,pixel4|1med|quant|mean,pixel4|1med|quant|std,pixel4|2med|quant|mean,pixel4|2med|quant|std,pixel4|3med|quant|mean,pixel4|3med|quant|std,pixel4|1large1med|quant|mean,pixel4|1large1med|quant|std,pixel4|1small|quant|mean,pixel4|1small|quant|std,pixel4|2small|quant|mean,pixel4|2small|quant|std,pixel4|3small|quant|mean,pixel4|3small|quant|std,pixel4|4small|quant|mean,pixel4|4small|quant|std,s10|1large|quant|mean,s10|1large|quant|std,s10|2large|quant|mean,s10|2large|quant|std,s10|1med|quant|mean,s10|1med|quant|std,s10|2med|quant|mean,s10|2med|quant|std,s10|1large2med|quant|mean,s10|1large2med|quant|std,s10|1small|quant|mean,s10|1small|quant|std,s10|2small|quant|mean,s10|2small|quant|std,s10|3small|quant|mean,s10|3small|quant|std,s10|4small|quant|mean,s10|4small|quant|std,onefusion|1large|quant|mean,onefusion|1large|quant|std,onefusion|2large|quant|mean,onefusion|2large|quant|std,onefusion|1small|quant|mean,onefusion|1small|quant|std,onefusion|2small|quant|mean,onefusion|2small|quant|std,onefusion|3small|quant|mean,onefusion|3small|quant|std,onefusion|4small|quant|mean,onefusion|4small|quant|std,a03s|1large|quant|mean,a03s|1large|quant|std,a03s|2large|quant|mean,a03s|2large|quant|std,a03s|3large|quant|mean,a03s|3large|quant|std,a03s|4large|quant|mean,a03s|4large|quant|std,a03s|1small|quant|mean,a03s|1small|quant|std,a03s|2small|quant|mean,a03s|2small|quant|std,a03s|3small|quant|mean,a03s|3small|quant|std,a03s|4small|quant|mean,a03s|4small|quant|std,iphone7|1large|quant|mean,iphone7|1large|quant|std,iphone7|2large|quant|mean,iphone7|2large|quant|std,iphonexs|1large|quant|mean,iphonexs|1large|quant|std,iphonexs|2large|quant|mean,iphonexs|2large|quant|std,iphonexs|1small|quant|mean,iphonexs|1small|quant|std,iphonexs|2small|quant|mean,iphonexs|2small|quant|std,iphonexs|3small|quant|mean,iphonexs|3small|quant|std,iphonexs|4small|quant|mean,iphonexs|4small|quant|std
dinov2-base-imagenet1k-1-layer,46292329352.0,352577859,1559092.8,54299.21579691552,1660703.2,7714.792399021507,994008.16,17080.99255120732,845622.4,11983.36238290406,1054297.56,27924.18935056845,11270833.33333333,104901.5199550935,5202415.833333333,43265.95205977662,3430118.888888889,26665.29160806628,3394446.666666667,48034.63738687833,1595192.8,37371.60317888437,1167197.6,56030.70481655571,3302842.105263158,102334.9487855263,2083084.0,57825.82246712968,1766294.4,49055.21192126276,12154560.0,653719.7797221681,5372044.166666667,58455.48455282494,3755876.875,49647.89266911915,3757293.125,56434.99841839614,3453109.444444444,5538.409792051448,1737047.2,7682.650855010918,19539080.0,111831.3265592428,6985357.777777778,55593.95826042366,4191001.333333333,16991.63828344858,2776385.0,10237.21497549726,10668516.66666667,5370.728276707194,5592148.181818182,5715.71329865282,3877342.5,5853.016850308907,2996592.380952381,19669.41568472955,11419000.0,3815.319995317125,5926738.181818182,2248.020616946134,4159338.666666667,8313.409943512283,3139863.0,9630.650081899976,1711280.0,31676.3,1283450.0,242311.0,1270940.0,48818.0,937063.0,38239.2,5140580.0,16932.9,2694600.0,6309.29,1902480.0,4954.05,1495810.0,10817.6,2520123.2,528.807866809865,2976120.8,1593.240521704115,1512662.4,2910.469762770265,1016730.0,469.1694789732171,1397923.2,1050.176061429701,6556551.2,19071.0728214225,3323271.6,15434.95116415987,2302594.0,16545.99721987164,2516688.4,32772.37369248678,1919488.0,40674.89456655051,1169282.4,24903.69968980513,3405414.0,13758.31704824395,1757404.4,32811.08411253734,1319009.2,57143.34340375964,6884913.6,130344.3034698487,3405098.0,42359.41689872513,2544980.8,65747.6069173624,2660254.0,96006.08326559313,3522468.888888889,1842.932110912417,1794015.2,1251.44434954176,7829898.75,35182.56259764914,3942896.875,11446.11053958396,2652749.130434783,9152.804708200927,2011102.8,3163.755388774549,5938965.454545454,19833.74322330341,3077467.0,1175.423753375777,2115896.0,1825.7184887052,1644821.6,1519.825463663509,7381937.777777778,4875.97688851003,3791131.875,891.5521489935404,2600027.5,1930.300602669612,2028494.0,4386.38985955421,1539630.0,10209.1,999911.0,47102.9,1124930.0,15923.6,687254.0,33031.7,5165070,8591.08,2659970.0,5293.51,1863670.0,5535.64,1495340.0,13550.4
dinov2-small-imagenet1k-1-layer,12232060880.0,91410057,414165.48,510.3450691443977,494279.12,2743.851662462824,256887.24,2771.462794698857,206986.32,5033.867139446571,270587.28,5926.815391219808,2717496.52173913,20274.68964190609,1359408.4,6422.197555354397,913686.72,9477.162353869433,1031276.72,38265.85523886276,453009.72,16150.19120263286,308022.16,20336.78469115509,934377.76,5001.12903476805,532312.16,13486.44921298412,427784.36,51443.46914342383,3118558.5,124648.1790189893,1467065.6,33718.52619317755,1028385.8,47931.89527318944,1360206.0,139010.8538496185,993904.28,5523.153356697602,521295.08,505.1784571812223,4363806.428571428,58859.45810720202,1888709.6,12901.04475769308,1168966.8,6497.697881557744,853674.44,6057.746888604706,2800089.090909091,3452.45355322705,1545989.6,1565.167032619842,1104153.6,9136.311238131066,894525.36,832.4914356316226,3069484.5,2183.770764068427,1670558.4,2143.273533639605,1186067.6,1054.018140261353,965436.4,4523.055480535254,519285.0,9721.07,351349.0,24931.0,384746.0,1167.66,233877.0,1181.88,1580620.0,16871.5,835556.0,4810.27,602196.0,7766.78,502410.0,7700.32,746200.12,204.3180501081586,888827.76,959.4573999923082,454419.8,1777.961169429749,309266.32,1432.204335142161,422332.92,141.9636347801788,2212143.2,19382.86247590897,1152572.4,6104.952926927447,792361.84,6091.248277192451,1009682.92,57421.21319297947,572890.76,25467.12386788897,372039.24,17294.96190982796,1025232.0,4648.340779245859,550898.24,26011.98898397429,492967.28,55083.4703703534,2242861.2,75547.91106681904,1191063.2,34175.85413358385,868863.76,38795.2758364005,1218930.8,90869.70927300253,1089386.4,1307.806958231986,568078.28,3485.343684860935,2579304.583333333,11494.04591486634,1350498.0,2472.742606904325,938442.92,1896.375193256862,776099.24,5573.307278663181,1978942.4,1703.298635002095,1049709.2,865.0221731262153,744591.72,621.5310463685623,619395.88,832.1879749191285,2448745.2,1507.54401594116,1286238.4,886.0233856958855,902554.72,767.9661200860361,746854.04,3972.1593974059,439873.0,9291.69,307039.0,25719.1,340165.0,2404.64,206460.0,312.163,1543530,5605.22,822411.0,5007.9,594452.0,6411.9,490981.0,10271.8
efficientformer-l1-300,2581396112.0,47368023,138775.92,324.5124244154605,165737.64,808.4390826772293,89233.96,929.062946414289,65149.28,346.3379297737976,82826.08,276.1931092551007,859678.04,5564.219100502783,426223.88,3353.983772411548,298209.28,8200.057192581038,429550.36,53981.31161939658,144958.12,11817.05798350842,101030.2,16228.22648843675,279387.36,2099.428643798117,156581.56,5551.851554787826,164020.24,45245.08926924998,1021591.92,46880.66099356535,512344.76,23560.32311710516,374686.92,28669.82949641661,598011.64,150547.2031925881,291270.52,386.4811633184727,160262.88,230.1205458015429,1210708.8,17520.50874147209,546308.4,8549.866717089804,368819.04,3067.102795538487,285059.2,3282.180567854243,976546.72,772.0312698330295,513836.12,1027.770025638031,404696.48,911.1229168449228,307225.44,1328.309032717914,1084542.8,1621.711490987223,570569.32,1496.644319001679,498975.28,146719.3843085555,345688.88,17300.5022639691,200623.0,1040.66,162022.0,3065.54,150526.0,3954.08,97191.3,7533.79,650953.0,3240.07,349706.0,4587.61,252467.0,5419.02,211371.0,4338.1,293770.48,221.8356364518559,347578.8,738.6625210473319,180938.76,878.5713985783967,122411.4,287.4722943172089,168891.68,175.953566602101,882749.64,4265.218408288139,457712.28,3456.539385223319,327480.4,3617.878472254147,465268.8,59619.34909540693,219032.8,12876.85696123087,146953.28,16793.15749826697,345840.8,3832.388675486869,186138.6,12160.30079891118,202503.0,52552.45182481974,875686.52,22558.39277984139,462257.44,20171.44249691628,361442.92,31561.85236759085,501322.96,59575.16749416992,359052.68,271.0260090839992,188096.4,224.3071108993203,972034.16,4705.814298758505,508313.28,4250.681202066323,355663.76,1908.380387239399,284498.12,2249.832123870579,720994.36,521.1709032553525,381149.8,313.2985796329118,267860.16,317.4559723804232,212007.44,373.0746927895271,911344.16,557.2253174434916,478227.88,369.2275526013735,335458.0,281.5205853929691,266980.56,1302.9512678531,204008.0,2762.24,150465.0,1968.86,136820.0,1442.17,85053.7,4559.88,662191,13236.3,354915.0,8126.7,255671.0,7416.2,212408.0,11064.6
efficientformer-l3-300,7810940920.0,123739275,374908.52,584.075619761688,439976.6,1939.325841626414,238130.12,965.5866328817938,172003.04,3259.636660488405,231310.52,3645.526487299194,2629851.304347826,14875.54757613921,1304726.0,8911.91606782739,884183.56,14304.54186076576,1113784.0,54984.91749561874,382639.68,14638.38162289807,267498.0,23401.02833979738,774544.84,6810.161447014308,447473.96,18864.573192055,392624.92,75362.82658548311,3213568.947368421,173895.1047370901,1517171.2,48738.93001041365,1059666.24,49934.1840676545,1531098.8,208843.6418437487,808086.68,1276.215051470558,439565.72,509.4436589064585,4504190.714285715,25764.61539850058,2037530.0,19476.0792768976,1270685.2,15235.10449455467,924427.32,11641.40527159844,2910523.333333333,16290.41971844724,1483724.0,4647.152246268676,1073865.6,13166.70257277805,862827.44,3555.32557248981,3216297.894736842,3499.122565124258,1648397.6,2139.508878224159,1180586.8,1874.175488048011,965085.32,6503.612778879135,509026.0,25408.8,370953.0,5172.88,350449.0,509.954,221886.0,608.454,1659700.0,4187.76,886493.0,4429.54,625226.0,7260.15,528956.0,7511.42,721846.84,202.1280148816586,853286.68,2030.326450992549,435911.12,1871.68207385763,293352.16,426.2201947350688,409147.92,727.1131367263281,2072086.0,9234.41129688298,1065474.0,5038.568844423979,750844.48,10731.24549759253,998370.6,63172.90452654524,529220.04,20041.71457431724,360351.64,20342.21186770013,874747.96,6402.264858501248,450715.56,7792.634784615535,472368.32,75475.75094384686,2054440.0,35763.50709871727,1086582.4,31928.40519412143,793746.28,38952.91299250416,1110772.44,81074.2941870381,906251.16,795.1035494827073,465743.8,336.3922710170375,2301121.6,19620.45477148784,1188656.8,8145.209988698879,821316.16,1972.651812763723,648023.48,7425.089737477925,1701724.0,1121.024531399737,885537.92,678.1512468468962,614924.4,455.7570405380481,483132.04,1013.550412362404,2152378.8,579.1947513574341,1114547.2,595.4394679562314,770366.96,265.0442197068255,607811.36,1505.515509850364,464100.0,7594.72,291151.0,5832.58,314774.0,5313.94,191003.0,3234.15,1531710,39627.6,813323.0,19862.9,574590.0,19655.6,473703.0,19304.7
efficientformer-l7-300,20234150872.0,326235651,889815.8,812.6710527636628,1055315.6,1986.514696648379,583449.48,9026.934066979773,460113.52,10646.88701215524,585932.24,10087.87016284409,6343815.0,39672.5880804366,3140833.0,14121.50668307033,2071698.8,11281.25110792238,2290689.2,71038.82155103644,915819.16,32958.82631002506,629772.8,24764.32775102122,1851030.8,9312.350904041365,1084065.2,30879.98822797703,951511.72,91337.3853996358,7203761.111111111,224668.2891852611,3540298.823529412,75658.99051451017,2500165.833333333,70261.41093069667,3117523.0,211068.1783002829,1947405.2,3854.891043855844,1042516.8,1129.710476184053,10208100.0,71703.3239582843,4324210.0,29572.93308802107,2792345.454545455,18636.294922268,1980036.4,14914.18784379491,6681308.888888889,26318.42592576305,3392252.777777778,4290.903563943349,2547003.75,11253.58380417101,2043656.0,2019.726714186848,7196865.555555556,16305.50698459546,3751467.5,20423.2448756313,2767253.636363636,7259.821902057018,2203456.4,10275.73525544523,1239210.0,21174.9,856760.0,77295.6,862738.0,34737.5,570270.0,90690.9,3755920.0,5326.62,1970320.0,12247.5,1399660.0,10489.1,1139930.0,11746.6,1683646.4,349.5697927453114,1979741.2,2315.734561645613,1005081.2,1683.055126845226,683468.88,860.4404602295269,949690.76,2498.878921116427,4760689.2,23923.64469222864,2445007.2,9983.453719029301,1668602.4,10390.21781484873,2001084.4,76153.5192662821,1258333.6,39340.57791949681,847198.2,36641.63839131651,2058692.4,9239.708774631374,1081946.4,25775.04807056623,964057.4,63879.02293867683,4720430.8,129064.1488538161,2424672.0,54315.37859575316,1809847.2,52725.35644412468,2204176.0,102214.566633137,2143008.8,2215.486077591101,1093644.0,1461.109167721564,5253911.666666667,23022.57183480788,2679210.0,6917.737755377398,1817671.2,20989.66894831836,1404471.6,12575.86758200006,3894815.0,2029.750600443316,2002648.0,2255.702107992099,1375121.6,464.1610065483744,1057722.0,1684.994955482063,4916073.846153846,1538.063410023929,2519643.333333333,1569.170870944979,1736922.0,58931.21427562816,1353772.8,67467.09518098432,1180230.0,12388.0,806259.0,82995.1,754898.0,2263.64,447010.0,1965.4,3741390,12527.2,1954390.0,35814.5,1348060.0,6259.81,1096670.0,17053.3
focalnet-base,30457439674.0,352800217,1152735.2,15128.79588599172,1343120.0,3538.08535793019,766768.6,21428.98158849365,610702.8,12384.79410567652,808107.28,29842.81778186504,9048954.285714285,33369.98688177441,4442297.857142857,14610.56524699625,2930961.904761905,21990.57690380946,3290867.368421053,66948.41099817124,1260207.6,38334.48393079005,909367.52,34066.27391672885,2505763.75,8942.932876718913,1495362.8,42551.29248518781,1216270.0,93177.5100332693,9590288.57142857,111463.6129516933,4735991.538461538,69018.91845954588,3319867.368421053,69277.22112468861,3805856.875,81883.84644717403,2720666.956521739,8467.631687161056,1406283.6,2817.153002589671,13940940.0,114191.3411778669,5781232.727272728,21717.87746656871,3452928.333333333,9769.995024450001,2725114.782608696,11101.01204534983,8813988.57142857,241947.5771099759,4872563.846153846,38074.1482127989,3602615.294117647,30188.85986928974,2862160.0,24814.57348299296,10761833.33333333,39089.15734858225,5525069.090909091,152281.7707382389,4066311.333333333,36415.6524710033,3215991.052631579,90724.22289523674,1455080.0,19330.5,1052660.0,148908.0,1044220.0,31185.1,750678.0,112111.0,4510180.0,9909.68,2379970.0,8168.87,1654350.0,7664.35,1398310.0,26375.9,2051958.0,419.6665342864499,2431407.2,2337.618480419763,1242816.4,1828.603576503119,835851.84,573.3333885271292,1165844.0,400.699388569536,5627402.4,22571.89974813817,2897059.6,9157.850612452685,1984374.8,11288.91991999235,2398830.4,61825.45550046518,1538134.4,32111.98481315037,985726.96,28063.88802640147,2619629.6,8373.321673027975,1362780.4,32332.42638343123,1137319.16,68744.1651642843,5738066.4,176955.8993168637,3033650.0,271226.5134679868,2125210.0,64226.13411999823,2499200.0,122912.2654579274,2727397.727272727,4180.68277570475,1399668.8,1685.145263768082,6375123.0,40775.16132402176,3262085.789473684,12567.37895706243,2218333.2,5908.254375024827,1740486.4,6305.974234010158,4811537.692307692,4384.632523583236,2460568.8,1764.626464722775,1715575.2,1180.620582575113,1336952.0,2605.635431137672,6036131.0,15134.98559629311,3086309.5,6417.556758611488,2124047.2,1285.685871432054,1680880.8,9092.194859328523,1278120.0,20670.1,843001.0,43496.7,891418.0,5375.85,573381.0,43308.8,4195880,71285.7,2173420.0,21666.0,1537930.0,39860.0,1247570.0,22715.2
focalnet-small,17178401210.0,199772789,680897.32,937.7848247865818,811746.72,2688.375368433508,440050.8,12722.69400402289,343507.2,8146.353250381425,461236.76,7639.559826482151,4524459.285714285,18950.90742806103,2262583.2,10342.95730243531,1524453.6,12023.63900988382,1826014.8,63934.55761135757,754625.68,19256.9727895534,529588.44,24752.72148767485,1492333.2,7771.097075703018,878846.36,31324.6100947865,757673.8,95570.5220908623,5147405.0,153897.3116236928,2506510.833333333,55301.89236640601,1781382.4,78835.8820984455,2612060.434782609,266650.3079100165,1587832.0,10789.92307664888,833005.2,428.6654639692822,6935745.555555556,74756.80141649114,3003590.0,15586.41363495785,1808535.2,11231.02029915359,1410271.6,6656.816464346903,4603578.571428572,5776.916944855197,2474440.0,3154.951663655087,1821301.6,1756.639245832792,1510647.2,4254.827394853991,5050478.333333333,3929.019880609185,2708848.260869565,2224.364398075399,1979804.8,6307.816814080764,1647435.2,3424.400817661391,921398.0,48756.0,593066.0,46369.6,678362.0,51463.2,428560.0,29933.7,2801490.0,5179.88,1492780.0,5937.52,1055910.0,5912.24,884071.0,14272.1,1273952.0,398.8282838515844,1522064.0,2239.019428231921,776057.0,2046.419096861637,535079.8,546.126798463507,721753.08,290.1457454452848,3533218.8,9260.663181435766,1823022.4,13024.13122784011,1310313.6,16737.63469072019,1788530.8,60249.55660716517,936220.52,25665.68560879682,619965.96,19597.18676234933,1613259.2,7884.583905318023,844894.68,27671.37797323436,797756.16,48254.21955657764,3568548.0,97804.2857956644,1874440.0,42251.65142334675,1417406.4,58259.34506188686,1914398.8,100602.5402192211,1679024.8,1474.533471983596,866595.48,1595.32284180977,4009562.0,24980.97868379059,2090720.8,8286.59974657881,1461668.0,4209.581451878559,1177986.0,4650.855405191608,2979235.238095238,6397.494761938062,1566870.8,1901.325684884102,1122206.4,967.9209885109425,899631.0,499.8721436527545,3750281.25,1635.733302681094,1961571.2,1590.381891244993,1400400.0,2821.968107544803,1126786.4,1602.173224092826,803775.0,10537.2,500622.0,52754.5,549126.0,4405.61,329948.0,1698.23,2572020,29961.1,1364540.0,17158.2,977306.0,13393.7,818947.0,15822.6
focalnet-tiny,8795202890.0,113819223,364083.84,363.2674695042208,436900.2,3523.161194155045,229435.12,1935.655141186053,176827.64,4531.957553905377,229675.48,4070.185815119501,2395728.4,9074.787790356311,1199777.2,6139.569704792022,816858.8,11792.73818924172,1053041.0,69370.88710806573,397164.28,17456.24909657284,277077.28,19687.45250665002,789211.48,6547.544835249317,451961.48,18799.95654488595,379542.12,72818.58129918214,2663299.130434783,93884.10389656626,1358113.2,42760.06124598045,960537.12,48801.15803488273,1311344.4,165121.9700725497,833219.24,3364.618507706335,442708.36,747.1655174056148,3606580.0,37581.16925207279,1565795.2,14106.71134460474,969700.92,6443.825825827387,762112.88,8551.768342606107,2355052.0,4334.016151331234,1256251.2,2948.775094848707,973623.4,1069.766105277224,805354.48,1273.935292548252,2630391.304347826,40276.84967866538,1403452.0,2356.923418357075,1071112.0,2343.037344986204,881573.24,5093.804937608035,490065.0,11721.4,361237.0,8159.92,343960.0,3248.16,223430.0,7096.93,1545030.0,3638.57,821420.0,3509.44,579577.0,7001.36,486728.0,8517.51,709176.12,363.4002003301595,842505.48,1469.440958187841,435010.68,1464.494990636704,299470.08,249.4290953357286,402578.2,153.9483030111083,2073750.8,17366.96563479067,1081784.0,6719.44759634302,755066.56,7317.42512133879,1007029.84,63932.32555987933,521067.08,15486.72317030301,346606.96,14765.47325751532,896113.64,6265.888935370623,469164.76,15683.29176233102,431947.08,47474.31835838825,2081574.0,90001.89038014702,1087284.0,37476.05678296477,817054.84,37279.62513189208,1076441.52,64758.16193816499,940163.64,930.3562706834409,488545.64,2443.69220451349,2309739.2,14682.86373157498,1205130.8,5217.705181399195,838171.92,3714.988774357199,670029.16,5906.152667718639,1717460.8,1709.816177254151,909765.56,1804.437975215552,653514.96,412.6745429512221,520724.08,509.2990414285109,2154908.8,2242.650788687351,1138735.6,1385.386819628367,808292.96,624.3011760360539,647867.76,732.5161175018608,430845.0,13345.8,278761.0,13810.6,313513.0,6675.38,201844.0,13300.5,1454880,11853.8,767432.0,7968.14,552009.0,9656.78,456476.0,9595.06
levit-128,807540824.0,38786157,36582.24,133.7706335486231,42995.56,155.4462170655819,26658.24,346.8672691390757,21135.16,263.3549209716803,24141.92,150.2187524911587,205720.6,2235.793443053271,113266.2,909.1345774966433,90170.68,3557.069003772629,170675.68,56904.13909143693,38475.96,4277.107213807014,32109.44,8025.850614508097,83585.04,1970.50441217471,57075.44,19850.90361485844,53386.84,26826.47550116116,247813.88,13625.37916777364,138564.76,17860.31436964086,113937.92,16383.93608122297,180250.12,44281.12642679271,87721.64,191.5509081158322,53345.08,205.9502697254849,293759.04,3830.531205772902,163696.96,2438.662559355025,130123.24,1937.01358343198,101624.76,1567.98286419208,234923.6,729.3072329272485,145362.36,536.9068358663354,123142.4,347.858476970161,104734.0,719.9823331165842,263324.84,335.3316781933971,161096.16,673.4402233309204,134256.72,352.969972660565,116087.08,994.1477523990084,38168.6,311.382,35791.8,397.167,25574.2,186.265,18001.9,243.209,120076.0,1670.56,79072.2,2505.65,64288.5,1814.7,60079.8,3181.47,94392.56,122.0006819653071,112937.64,361.7108104549821,62242.6,283.097156467528,46151.32,302.916585217779,57443.96,233.800509836912,286857.32,5247.037272366187,163420.52,2960.157673097837,125983.16,1837.372225326159,233903.08,81949.97559434414,72594.28,9515.680925798217,57012.44,11036.36310051459,116016.24,3399.168219197161,65597.52,2532.740715035789,83769.28,41579.99055364972,291593.04,8839.226805462116,177437.64,17013.713409788,150673.84,21902.59644093366,213416.24,49146.44532275351,122516.88,682.6182722429866,69982.16,916.5351572089312,336606.0,4878.950059182815,198390.52,1672.828505735122,156892.12,3662.263434762715,128904.72,2848.341728374599,255064.48,614.8962266919517,149914.68,320.0477114431534,119257.08,366.3356843115341,97430.84,260.1589790877878,312596.92,568.1203337322121,181375.6,350.6883516742465,141967.84,346.6534500044677,117161.84,1310.389062225414,66853.3,1118.44,52312.3,410.955,39890.0,547.796,28175.9,272.561,194040,3082.74,122522.0,2541.71,97892.7,2615.27,84021.5,3048.81
levit-128S,607055910.0,31605116,26483.6,92.12122448165786,31608.44,517.2361998159062,19645.16,174.3182560720477,15498.4,239.4363380942835,17603.88,157.0407131924712,150303.48,2486.896236194828,83282.24,1144.949965020306,65699.16,3564.935945343198,119295.72,27921.89279045387,27876.32,4227.959741719403,23389.88,7887.149058157834,61113.6,523.5255103621981,36698.96,1188.083144565228,38501.44,16690.42298344772,181971.04,9342.850128221045,104712.92,12724.72831590522,85441.2,12366.74383336212,132404.2,35022.17677301056,64728.52,140.1916174384189,39239.28,189.0031788092465,213389.6,4581.668962288742,120717.32,2250.044901240862,93569.2,850.187085293584,74942.84,1857.008382964385,171946.16,526.0495550801274,105896.4,393.9338015453866,88992.32,454.2889582633503,75572.4,590.8133376964336,191866.08,306.0879507592548,117126.8,385.1486985568042,97270.6,653.6047735443799,82587.6,951.4003994113099,30825.2,292.733,31433.8,249.4,18154.9,306.81,12919.9,160.243,87529.1,1036.42,58257.6,2322.99,47013.8,2580.84,45160.6,4522.13,67801.04,88.14918263943233,81036.44,269.296874099942,44442.32,363.9677700016857,33213.88,249.466201317934,41237.24,61.44023437455296,204025.56,4189.69934081194,115553.52,2212.510485760463,89905.68,1763.446346674602,169559.2,63016.54466503221,50580.32,5091.986745622969,38687.36,7094.934975769686,83653.12,1951.888405006803,47711.32,2737.382599783962,65227.12,29839.27315109401,209058.36,7659.252354531741,118836.92,5891.063611403292,111137.76,23723.92696377225,154900.72,59348.37853590947,87439.52,772.5685533336183,50035.4,570.0669434373475,240378.52,2156.400224819131,141382.0,1882.797663053574,108391.08,1377.54677365235,93814.16,2144.527205329883,177668.24,251.8652465109071,112100.44,10195.74384566423,82760.0,217.4975861935024,68402.44,232.8608305404754,219452.48,857.6079346647861,130013.2,4462.047601718296,99626.28,284.0219033807076,82507.96,657.697588865886,47932.2,1113.64,40243.0,1760.93,28288.2,233.647,20213.0,54.4885,139707,2109.92,88251.6,2330.96,70476.5,2658.52,60917.9,2677.17
levit-192,1310645820.0,44900653,48559.0,115.64428217599,57490.08,160.7838101302491,35648.4,205.3260821230464,27742.8,182.7076353084348,31922.6,182.7997811814883,278011.24,2842.176339075393,161652.36,1274.49999231071,125677.64,5387.384321765062,217692.64,56144.73235692196,52655.92,8512.277396419833,40625.16,7326.427094730419,114367.16,2156.338650212438,71884.72,4396.05328011388,109556.72,36372.9915662927,358823.32,47801.12575219961,207517.36,19167.79805169076,181845.2,25493.74714552571,309091.4,59077.42913634615,119955.08,120.4488007412278,74841.2,168.3961994820548,382004.92,9684.83598176035,221687.84,2221.536345505065,175926.72,2523.337211234361,145675.28,2055.779356253973,310465.52,407.1773196041253,202438.12,448.5996272847315,170116.08,385.9639278481864,151625.08,656.6555212590541,347483.28,1292.330252528354,224135.92,979.7508221991958,186655.48,422.1394196234226,168308.64,1287.127371474945,45113.0,1861.85,43850.6,959.475,34203.5,196.574,23767.3,290.134,157193.0,2017.98,100692.0,2483.66,80159.6,2792.77,78132.4,6296.81,119334.76,112.9411457352899,142119.84,459.6608036367687,78023.48,213.1639969600871,56351.76,205.5774851485444,71343.08,78.22936533041796,342135.76,5161.567492768064,202406.32,2772.981654753598,156053.32,4391.571952911622,261652.88,72666.59156356241,87085.08,9058.500347938394,67934.2,12438.05223336837,148451.92,2197.63132340254,85666.52,2007.638455897874,110473.08,45148.387408562,349056.4,11308.46693411622,215005.72,12493.76340585974,187966.08,18946.80721371282,274979.88,53099.605692939,157572.64,941.7249653694013,89977.56,667.6131262939638,394059.76,5643.632002744333,240004.88,3461.028151517985,190397.76,2833.015542209396,166660.84,3753.69287694132,303526.2,813.2857308474064,188798.88,418.3719225760734,150003.24,339.0369041859602,130167.6,367.4761488858835,374079.52,475.6905817861018,228803.24,398.7405452170622,179750.92,428.1957421553839,156659.48,1153.209681541046,73923.4,1840.6,55956.5,1632.55,50120.3,200.5,34894.0,350.837,242012,2641.49,147595.0,3489.6,119499.0,3868.41,97759.7,2486.51
