model,operation,feature,pixel4|gpu|float,pixel4|gpu|kernel,s10|gpu|float,s10|gpu|kernel,onefusion|gpu|float,onefusion|gpu|kernel,iphonexs|gpu|float,iphonexs|gpu|kernel
regnety004,aten::mul,"{'input_channel': 208, 'input_shape': 14, 'flops': 40768}",19.36,vulkan.mul,23.8,vulkan.mul,55.28,vulkan.mul,5.924999,metal.elementwise_mpscnn
regnety004,aten::add,"{'input_channel': 208, 'input_shape': 14, 'flops': 40768}",19.88,vulkan.add,26.28,vulkan.add,55.68,vulkan.add,6.187503,metal.elementwise_mpscnn
regnety004,aten::mul,"{'input_channel': 208, 'input_shape': 14, 'flops': 40768}",19.28,vulkan.mul,25.56,vulkan.mul,55.4,vulkan.mul,5.874998,metal.elementwise_mpscnn
regnety004,aten::add,"{'input_channel': 208, 'input_shape': 14, 'flops': 40768}",19.92,vulkan.add,28.0,vulkan.add,55.6,vulkan.add,6.031251,metal.elementwise_mpscnn
regnety004,aten::mul,"{'input_channel': 440, 'input_shape': 7, 'flops': 21560}",16.8,vulkan.mul,77.8,vulkan.mul,32.72,vulkan.mul,8.562498,metal.elementwise_mpscnn
regnety004,aten::add,"{'input_channel': 440, 'input_shape': 7, 'flops': 21560}",32.16,vulkan.add,25.8,vulkan.add,32.56,vulkan.add,8.533336,metal.elementwise_mpscnn
regnety004,aten::mul,"{'input_channel': 440, 'input_shape': 7, 'flops': 21560}",17.52,vulkan.mul,21.96,vulkan.mul,31.84,vulkan.mul,8.706248,metal.elementwise_mpscnn
regnety004,aten::add,"{'input_channel': 440, 'input_shape': 7, 'flops': 21560}",30.2,vulkan.add,23.2,vulkan.add,32.6,vulkan.add,8.716667,metal.elementwise_mpscnn
regnety004,aten::mul,"{'input_channel': 440, 'input_shape': 7, 'flops': 21560}",17.12,vulkan.mul,22.36,vulkan.mul,31.76,vulkan.mul,8.718751,metal.elementwise_mpscnn
regnety004,aten::add,"{'input_channel': 440, 'input_shape': 7, 'flops': 21560}",30.4,vulkan.add,25.76,vulkan.add,32.52,vulkan.add,8.562504,metal.elementwise_mpscnn
regnety004,aten::mul,"{'input_channel': 440, 'input_shape': 7, 'flops': 21560}",17.36,vulkan.mul,21.92,vulkan.mul,32.04,vulkan.mul,8.718751,metal.elementwise_mpscnn
regnety004,aten::add,"{'input_channel': 440, 'input_shape': 7, 'flops': 21560}",22.68,vulkan.add,61.2,vulkan.add,34.44,vulkan.add,8.841662,metal.elementwise_mpscnn
regnety004,aten::mul,"{'input_channel': 440, 'input_shape': 7, 'flops': 21560}",17.16,vulkan.mul,21.44,vulkan.mul,31.56,vulkan.mul,8.743751,metal.elementwise_mpscnn
regnety004,aten::add,"{'input_channel': 440, 'input_shape': 7, 'flops': 21560}",30.48,vulkan.add,25.44,vulkan.add,32.12,vulkan.add,8.98125,metal.elementwise_mpscnn
regnety004,aten::mul,"{'input_channel': 440, 'input_shape': 7, 'flops': 21560}",17.6,vulkan.mul,22.72,vulkan.mul,31.72,vulkan.mul,8.525001,metal.elementwise_mpscnn
regnety004,aten::add,"{'input_channel': 440, 'input_shape': 7, 'flops': 21560}",30.8,vulkan.add,25.6,vulkan.add,32.44,vulkan.add,8.725002,metal.elementwise_mpscnn
regnety006,aten::mul,"{'input_channel': 48, 'input_shape': 56, 'flops': 150528}",47.76,vulkan.mul,43.24,vulkan.mul,148.76,vulkan.mul,10.181247,metal.elementwise_mpscnn
regnety006,aten::add,"{'input_channel': 48, 'input_shape': 56, 'flops': 150528}",50.92,vulkan.add,58.28,vulkan.add,149.8,vulkan.add,13.61458,metal.elementwise_mpscnn
regnety006,aten::mul,"{'input_channel': 112, 'input_shape': 28, 'flops': 87808}",29.72,vulkan.mul,32.04,vulkan.mul,88.52,vulkan.mul,8.049997,metal.elementwise_mpscnn
regnety006,aten::add,"{'input_channel': 112, 'input_shape': 28, 'flops': 87808}",31.2,vulkan.add,37.68,vulkan.add,89.28,vulkan.add,8.98125,metal.elementwise_mpscnn
regnety006,aten::mul,"{'input_channel': 112, 'input_shape': 28, 'flops': 87808}",29.44,vulkan.mul,31.76,vulkan.mul,88.8,vulkan.mul,7.9875,metal.elementwise_mpscnn
regnety006,aten::add,"{'input_channel': 112, 'input_shape': 28, 'flops': 87808}",30.76,vulkan.add,104.8,vulkan.add,89.96,vulkan.add,9.279168,metal.elementwise_mpscnn
regnety006,aten::mul,"{'input_channel': 112, 'input_shape': 28, 'flops': 87808}",29.56,vulkan.mul,32.52,vulkan.mul,88.64,vulkan.mul,7.768755,metal.elementwise_mpscnn
regnety006,aten::add,"{'input_channel': 112, 'input_shape': 28, 'flops': 87808}",30.28,vulkan.add,38.12,vulkan.add,88.92,vulkan.add,9.012496,metal.elementwise_mpscnn
regnety006,aten::mul,"{'input_channel': 256, 'input_shape': 14, 'flops': 50176}",22.88,vulkan.mul,28.28,vulkan.mul,66.84,vulkan.mul,6.768748,metal.elementwise_mpscnn
regnety006,aten::add,"{'input_channel': 256, 'input_shape': 14, 'flops': 50176}",24.56,vulkan.add,30.64,vulkan.add,67.48,vulkan.add,6.970833,metal.elementwise_mpscnn
regnety006,aten::mul,"{'input_channel': 256, 'input_shape': 14, 'flops': 50176}",23.16,vulkan.mul,26.4,vulkan.mul,67.28,vulkan.mul,6.577082,metal.elementwise_mpscnn
regnety006,aten::add,"{'input_channel': 256, 'input_shape': 14, 'flops': 50176}",23.52,vulkan.add,32.6,vulkan.add,67.92,vulkan.add,7.056253,metal.elementwise_mpscnn
regnety006,aten::mul,"{'input_channel': 256, 'input_shape': 14, 'flops': 50176}",23.0,vulkan.mul,25.48,vulkan.mul,66.84,vulkan.mul,6.531249,metal.elementwise_mpscnn
regnety006,aten::add,"{'input_channel': 256, 'input_shape': 14, 'flops': 50176}",23.4,vulkan.add,30.72,vulkan.add,67.64,vulkan.add,7.075001,metal.elementwise_mpscnn
regnety006,aten::mul,"{'input_channel': 256, 'input_shape': 14, 'flops': 50176}",23.0,vulkan.mul,28.2,vulkan.mul,66.84,vulkan.mul,6.4875,metal.elementwise_mpscnn
regnety006,aten::add,"{'input_channel': 256, 'input_shape': 14, 'flops': 50176}",23.84,vulkan.add,30.36,vulkan.add,67.76,vulkan.add,7.206248,metal.elementwise_mpscnn
regnety006,aten::mul,"{'input_channel': 256, 'input_shape': 14, 'flops': 50176}",23.08,vulkan.mul,25.6,vulkan.mul,66.96,vulkan.mul,6.674998,metal.elementwise_mpscnn
regnety006,aten::add,"{'input_channel': 256, 'input_shape': 14, 'flops': 50176}",23.76,vulkan.add,29.84,vulkan.add,67.28,vulkan.add,7.187499,metal.elementwise_mpscnn
regnety006,aten::mul,"{'input_channel': 256, 'input_shape': 14, 'flops': 50176}",22.88,vulkan.mul,26.36,vulkan.mul,66.92,vulkan.mul,6.725005,metal.elementwise_mpscnn
regnety006,aten::add,"{'input_channel': 256, 'input_shape': 14, 'flops': 50176}",23.76,vulkan.add,30.52,vulkan.add,67.52,vulkan.add,7.381249,metal.elementwise_mpscnn
regnety006,aten::mul,"{'input_channel': 256, 'input_shape': 14, 'flops': 50176}",23.16,vulkan.mul,25.84,vulkan.mul,66.92,vulkan.mul,6.687496,metal.elementwise_mpscnn
regnety006,aten::add,"{'input_channel': 256, 'input_shape': 14, 'flops': 50176}",23.88,vulkan.add,30.48,vulkan.add,67.36,vulkan.add,7.350004,metal.elementwise_mpscnn
regnety006,aten::mul,"{'input_channel': 608, 'input_shape': 7, 'flops': 29792}",23.64,vulkan.mul,22.92,vulkan.mul,41.96,vulkan.mul,11.068751,metal.elementwise_mpscnn
regnety006,aten::add,"{'input_channel': 608, 'input_shape': 7, 'flops': 29792}",38.76,vulkan.add,26.28,vulkan.add,43.24,vulkan.add,10.999996,metal.elementwise_mpscnn
regnety006,aten::mul,"{'input_channel': 608, 'input_shape': 7, 'flops': 29792}",23.4,vulkan.mul,24.64,vulkan.mul,41.88,vulkan.mul,10.964583,metal.elementwise_mpscnn
regnety006,aten::add,"{'input_channel': 608, 'input_shape': 7, 'flops': 29792}",36.44,vulkan.add,26.76,vulkan.add,43.16,vulkan.add,11.381251,metal.elementwise_mpscnn
regnety006,aten::mul,"{'input_channel': 608, 'input_shape': 7, 'flops': 29792}",24.16,vulkan.mul,23.6,vulkan.mul,42.36,vulkan.mul,11.039583,metal.elementwise_mpscnn
regnety006,aten::add,"{'input_channel': 608, 'input_shape': 7, 'flops': 29792}",33.96,vulkan.add,84.64,vulkan.add,44.04,vulkan.add,11.025002,metal.elementwise_mpscnn
regnety006,aten::mul,"{'input_channel': 608, 'input_shape': 7, 'flops': 29792}",24.04,vulkan.mul,22.96,vulkan.mul,41.84,vulkan.mul,11.043751,metal.elementwise_mpscnn
regnety006,aten::add,"{'input_channel': 608, 'input_shape': 7, 'flops': 29792}",36.68,vulkan.add,26.48,vulkan.add,42.84,vulkan.add,11.033332,metal.elementwise_mpscnn
regnety008,aten::mul,"{'input_channel': 64, 'input_shape': 56, 'flops': 200704}",62.72,vulkan.mul,53.08,vulkan.mul,196.8,vulkan.mul,14.375005,metal.elementwise_mpscnn
regnety008,aten::add,"{'input_channel': 64, 'input_shape': 56, 'flops': 200704}",66.28,vulkan.add,65.2,vulkan.add,198.2,vulkan.add,17.468754,metal.elementwise_mpscnn
regnety008,aten::mul,"{'input_channel': 128, 'input_shape': 28, 'flops': 100352}",33.24,vulkan.mul,34.04,vulkan.mul,100.52,vulkan.mul,8.712499,metal.elementwise_mpscnn
regnety008,aten::add,"{'input_channel': 128, 'input_shape': 28, 'flops': 100352}",35.2,vulkan.add,41.0,vulkan.add,101.2,vulkan.add,10.11875,metal.elementwise_mpscnn
regnety008,aten::mul,"{'input_channel': 128, 'input_shape': 28, 'flops': 100352}",33.32,vulkan.mul,33.44,vulkan.mul,100.48,vulkan.mul,8.61875,metal.elementwise_mpscnn
regnety008,aten::add,"{'input_channel': 128, 'input_shape': 28, 'flops': 100352}",34.92,vulkan.add,113.6,vulkan.add,102.0,vulkan.add,10.056247,metal.elementwise_mpscnn
regnety008,aten::mul,"{'input_channel': 128, 'input_shape': 28, 'flops': 100352}",33.56,vulkan.mul,35.04,vulkan.mul,100.52,vulkan.mul,8.381245,metal.elementwise_mpscnn
regnety008,aten::add,"{'input_channel': 128, 'input_shape': 28, 'flops': 100352}",34.08,vulkan.add,41.28,vulkan.add,100.84,vulkan.add,10.275003,metal.elementwise_mpscnn
regnety008,aten::mul,"{'input_channel': 320, 'input_shape': 14, 'flops': 62720}",27.56,vulkan.mul,31.48,vulkan.mul,82.72,vulkan.mul,7.750001,metal.elementwise_mpscnn
regnety008,aten::add,"{'input_channel': 320, 'input_shape': 14, 'flops': 62720}",30.12,vulkan.add,34.96,vulkan.add,83.2,vulkan.add,8.425,metal.elementwise_mpscnn
regnety008,aten::mul,"{'input_channel': 320, 'input_shape': 14, 'flops': 62720}",27.68,vulkan.mul,30.36,vulkan.mul,83.08,vulkan.mul,7.852085,metal.elementwise_mpscnn
regnety008,aten::add,"{'input_channel': 320, 'input_shape': 14, 'flops': 62720}",28.68,vulkan.add,34.28,vulkan.add,83.4,vulkan.add,8.475001,metal.elementwise_mpscnn
regnety008,aten::mul,"{'input_channel': 320, 'input_shape': 14, 'flops': 62720}",27.88,vulkan.mul,31.6,vulkan.mul,82.76,vulkan.mul,7.656252,metal.elementwise_mpscnn
regnety008,aten::add,"{'input_channel': 320, 'input_shape': 14, 'flops': 62720}",29.08,vulkan.add,33.88,vulkan.add,83.64,vulkan.add,8.65208,metal.elementwise_mpscnn
regnety008,aten::mul,"{'input_channel': 320, 'input_shape': 14, 'flops': 62720}",27.52,vulkan.mul,31.96,vulkan.mul,82.6,vulkan.mul,7.954164,metal.elementwise_mpscnn
regnety008,aten::add,"{'input_channel': 320, 'input_shape': 14, 'flops': 62720}",28.96,vulkan.add,34.36,vulkan.add,83.2,vulkan.add,8.518749,metal.elementwise_mpscnn
regnety008,aten::mul,"{'input_channel': 320, 'input_shape': 14, 'flops': 62720}",27.76,vulkan.mul,29.2,vulkan.mul,83.28,vulkan.mul,7.887499,metal.elementwise_mpscnn
regnety008,aten::add,"{'input_channel': 320, 'input_shape': 14, 'flops': 62720}",29.04,vulkan.add,34.28,vulkan.add,83.24,vulkan.add,8.335419,metal.elementwise_mpscnn
regnety008,aten::mul,"{'input_channel': 320, 'input_shape': 14, 'flops': 62720}",27.6,vulkan.mul,31.08,vulkan.mul,82.8,vulkan.mul,7.864583,metal.elementwise_mpscnn
regnety008,aten::add,"{'input_channel': 320, 'input_shape': 14, 'flops': 62720}",28.76,vulkan.add,34.16,vulkan.add,83.96,vulkan.add,8.70208,metal.elementwise_mpscnn
regnety008,aten::mul,"{'input_channel': 320, 'input_shape': 14, 'flops': 62720}",27.76,vulkan.mul,28.8,vulkan.mul,82.68,vulkan.mul,7.862499,metal.elementwise_mpscnn
regnety008,aten::add,"{'input_channel': 320, 'input_shape': 14, 'flops': 62720}",28.36,vulkan.add,35.0,vulkan.add,83.24,vulkan.add,8.600001,metal.elementwise_mpscnn
regnety008,aten::mul,"{'input_channel': 320, 'input_shape': 14, 'flops': 62720}",27.8,vulkan.mul,29.52,vulkan.mul,82.56,vulkan.mul,7.922918,metal.elementwise_mpscnn
regnety008,aten::add,"{'input_channel': 320, 'input_shape': 14, 'flops': 62720}",29.12,vulkan.add,31.64,vulkan.add,83.16,vulkan.add,8.581253,metal.elementwise_mpscnn
regnety008,aten::mul,"{'input_channel': 768, 'input_shape': 7, 'flops': 37632}",30.72,vulkan.mul,24.16,vulkan.mul,52.0,vulkan.mul,13.3375,metal.elementwise_mpscnn
regnety008,aten::add,"{'input_channel': 768, 'input_shape': 7, 'flops': 37632}",51.88,vulkan.add,29.24,vulkan.add,54.12,vulkan.add,13.512501,metal.elementwise_mpscnn
regnety008,aten::mul,"{'input_channel': 768, 'input_shape': 7, 'flops': 37632}",31.0,vulkan.mul,24.32,vulkan.mul,51.88,vulkan.mul,13.393746,metal.elementwise_mpscnn
regnety008,aten::add,"{'input_channel': 768, 'input_shape': 7, 'flops': 37632}",43.96,vulkan.add,104.4,vulkan.add,55.48,vulkan.add,13.541669,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 48, 'input_shape': 56, 'flops': 150528}",48.04,vulkan.mul,,vulkan.mul,148.8,vulkan.mul,10.885415,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 48, 'input_shape': 56, 'flops': 150528}",51.68,vulkan.add,,vulkan.add,150.2,vulkan.add,13.937498,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 48, 'input_shape': 56, 'flops': 150528}",47.92,vulkan.mul,,vulkan.mul,148.6,vulkan.mul,9.908335,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 48, 'input_shape': 56, 'flops': 150528}",49.92,vulkan.add,,vulkan.add,149.52,vulkan.add,13.795833,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 120, 'input_shape': 28, 'flops': 94080}",33.36,vulkan.mul,,vulkan.mul,100.36,vulkan.mul,8.333329,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 120, 'input_shape': 28, 'flops': 94080}",35.76,vulkan.add,,vulkan.add,101.76,vulkan.add,9.443751,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 120, 'input_shape': 28, 'flops': 94080}",33.08,vulkan.mul,,vulkan.mul,100.28,vulkan.mul,8.114584,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 120, 'input_shape': 28, 'flops': 94080}",34.04,vulkan.add,,vulkan.add,100.76,vulkan.add,9.675004,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 120, 'input_shape': 28, 'flops': 94080}",33.04,vulkan.mul,,vulkan.mul,100.32,vulkan.mul,8.28125,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 120, 'input_shape': 28, 'flops': 94080}",33.92,vulkan.add,,vulkan.add,101.08,vulkan.add,9.80625,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 120, 'input_shape': 28, 'flops': 94080}",33.04,vulkan.mul,,vulkan.mul,100.4,vulkan.mul,8.268753,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 120, 'input_shape': 28, 'flops': 94080}",33.96,vulkan.add,,vulkan.add,100.96,vulkan.add,9.812502,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 120, 'input_shape': 28, 'flops': 94080}",32.92,vulkan.mul,,vulkan.mul,100.6,vulkan.mul,8.093752,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 120, 'input_shape': 28, 'flops': 94080}",33.96,vulkan.add,,vulkan.add,100.96,vulkan.add,9.962497,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 120, 'input_shape': 28, 'flops': 94080}",33.84,vulkan.mul,,vulkan.mul,101.28,vulkan.mul,8.597918,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 120, 'input_shape': 28, 'flops': 94080}",33.76,vulkan.add,,vulkan.add,101.08,vulkan.add,9.75625,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",28.8,vulkan.mul,,vulkan.mul,86.52,vulkan.mul,7.995829,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",31.16,vulkan.add,,vulkan.add,87.36,vulkan.add,8.427084,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",28.76,vulkan.mul,,vulkan.mul,86.44,vulkan.mul,8.245837,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",30.36,vulkan.add,,vulkan.add,87.12,vulkan.add,8.8125,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",28.84,vulkan.mul,,vulkan.mul,86.8,vulkan.mul,8.287502,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",30.52,vulkan.add,,vulkan.add,87.28,vulkan.add,8.810416,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",29.12,vulkan.mul,,vulkan.mul,86.72,vulkan.mul,8.23125,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",30.2,vulkan.add,,vulkan.add,87.4,vulkan.add,8.729164,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",29.0,vulkan.mul,,vulkan.mul,86.64,vulkan.mul,8.237502,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",29.88,vulkan.add,,vulkan.add,87.08,vulkan.add,8.735416,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",28.68,vulkan.mul,,vulkan.mul,86.52,vulkan.mul,8.254166,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",29.96,vulkan.add,,vulkan.add,87.16,vulkan.add,8.874998,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",28.84,vulkan.mul,,vulkan.mul,86.52,vulkan.mul,8.23125,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",29.8,vulkan.add,,vulkan.add,87.0,vulkan.add,8.693751,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",28.72,vulkan.mul,,vulkan.mul,86.56,vulkan.mul,8.23125,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",30.48,vulkan.add,,vulkan.add,87.08,vulkan.add,8.831249,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",29.08,vulkan.mul,,vulkan.mul,86.76,vulkan.mul,8.081249,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",30.08,vulkan.add,,vulkan.add,87.12,vulkan.add,8.831249,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",28.96,vulkan.mul,,vulkan.mul,86.64,vulkan.mul,8.287502,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",30.12,vulkan.add,,vulkan.add,87.2,vulkan.add,8.797913,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",29.0,vulkan.mul,,vulkan.mul,86.84,vulkan.mul,8.272921,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",30.08,vulkan.add,,vulkan.add,87.2,vulkan.add,8.856249,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",29.04,vulkan.mul,,vulkan.mul,86.68,vulkan.mul,8.106255,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",30.72,vulkan.add,,vulkan.add,87.24,vulkan.add,8.631247,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",28.72,vulkan.mul,,vulkan.mul,86.92,vulkan.mul,8.237502,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",30.24,vulkan.add,,vulkan.add,87.24,vulkan.add,8.862501,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",28.84,vulkan.mul,,vulkan.mul,86.64,vulkan.mul,8.250005,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",29.92,vulkan.add,,vulkan.add,87.32,vulkan.add,8.918747,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",28.92,vulkan.mul,,vulkan.mul,86.88,vulkan.mul,8.402084,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",29.96,vulkan.add,,vulkan.add,87.28,vulkan.add,8.906249,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",28.76,vulkan.mul,,vulkan.mul,86.68,vulkan.mul,8.225004,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",29.88,vulkan.add,,vulkan.add,87.12,vulkan.add,9.056251,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",28.96,vulkan.mul,,vulkan.mul,86.72,vulkan.mul,8.291664,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 336, 'input_shape': 14, 'flops': 65856}",30.04,vulkan.add,,vulkan.add,87.36,vulkan.add,9.197916,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 888, 'input_shape': 7, 'flops': 43512}",37.48,vulkan.mul,,vulkan.mul,59.72,vulkan.mul,15.137496,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 888, 'input_shape': 7, 'flops': 43512}",55.72,vulkan.add,,vulkan.add,61.64,vulkan.add,15.406247,metal.elementwise_mpscnn
regnety016,aten::mul,"{'input_channel': 888, 'input_shape': 7, 'flops': 43512}",38.44,vulkan.mul,,vulkan.mul,60.84,vulkan.mul,15.199999,metal.elementwise_mpscnn
regnety016,aten::add,"{'input_channel': 888, 'input_shape': 7, 'flops': 43512}",55.28,vulkan.add,,vulkan.add,62.04,vulkan.add,15.441666,metal.elementwise_mpscnn
resnet10,aten::add,"{'input_channel': 64, 'input_shape': 56, 'flops': 200704}",64.32,vulkan.add,63.2,vulkan.add,198.36,vulkan.add,17.712504,metal.elementwise_mpscnn
resnet10,aten::add,"{'input_channel': 128, 'input_shape': 28, 'flops': 100352}",35.12,vulkan.add,40.48,vulkan.add,101.44,vulkan.add,9.75625,metal.elementwise_mpscnn
resnet10,aten::add,"{'input_channel': 256, 'input_shape': 14, 'flops': 50176}",25.0,vulkan.add,32.12,vulkan.add,67.44,vulkan.add,6.958336,metal.elementwise_mpscnn
resnet10,aten::add,"{'input_channel': 512, 'input_shape': 7, 'flops': 25088}",28.64,vulkan.add,26.84,vulkan.add,38.08,vulkan.add,9.5375,metal.elementwise_mpscnn
resnet12,aten::add,"{'input_channel': 64, 'input_shape': 56, 'flops': 200704}",64.16,vulkan.add,61.04,vulkan.add,198.32,vulkan.add,17.958338,metal.elementwise_mpscnn
resnet12,aten::add,"{'input_channel': 64, 'input_shape': 56, 'flops': 200704}",64.0,vulkan.add,65.08,vulkan.add,198.12,vulkan.add,18.199999,metal.elementwise_mpscnn
resnet12,aten::add,"{'input_channel': 128, 'input_shape': 28, 'flops': 100352}",35.12,vulkan.add,40.6,vulkan.add,101.2,vulkan.add,10.343752,metal.elementwise_mpscnn
resnet12,aten::add,"{'input_channel': 256, 'input_shape': 14, 'flops': 50176}",24.56,vulkan.add,29.84,vulkan.add,67.76,vulkan.add,7.008336,metal.elementwise_mpscnn
resnet12,aten::add,"{'input_channel': 512, 'input_shape': 7, 'flops': 25088}",28.8,vulkan.add,26.12,vulkan.add,38.04,vulkan.add,9.724998,metal.elementwise_mpscnn
resnet14,aten::add,"{'input_channel': 64, 'input_shape': 56, 'flops': 200704}",64.08,vulkan.add,60.96,vulkan.add,197.88,vulkan.add,17.51458,metal.elementwise_mpscnn
resnet14,aten::add,"{'input_channel': 64, 'input_shape': 56, 'flops': 200704}",64.24,vulkan.add,64.64,vulkan.add,197.96,vulkan.add,17.2375,metal.elementwise_mpscnn
resnet14,aten::add,"{'input_channel': 128, 'input_shape': 28, 'flops': 100352}",35.12,vulkan.add,40.52,vulkan.add,101.08,vulkan.add,9.783334,metal.elementwise_mpscnn
resnet14,aten::add,"{'input_channel': 128, 'input_shape': 28, 'flops': 100352}",34.36,vulkan.add,37.2,vulkan.add,101.04,vulkan.add,10.875001,metal.elementwise_mpscnn
resnet14,aten::add,"{'input_channel': 256, 'input_shape': 14, 'flops': 50176}",24.52,vulkan.add,29.28,vulkan.add,68.08,vulkan.add,7.366663,metal.elementwise_mpscnn
resnet14,aten::add,"{'input_channel': 512, 'input_shape': 7, 'flops': 25088}",28.64,vulkan.add,27.68,vulkan.add,38.64,vulkan.add,10.122918,metal.elementwise_mpscnn
resnetbc14b,aten::add,"{'input_channel': 256, 'input_shape': 56, 'flops': 802816}",247.36,vulkan.add,,vulkan.add,778.16,vulkan.add,68.068749,metal.elementwise_mpscnn
resnetbc14b,aten::add,"{'input_channel': 512, 'input_shape': 28, 'flops': 401408}",126.48,vulkan.add,,vulkan.add,391.28,vulkan.add,33.454166,metal.elementwise_mpscnn
resnetbc14b,aten::add,"{'input_channel': 1024, 'input_shape': 14, 'flops': 200704}",85.6,vulkan.add,,vulkan.add,257.84,vulkan.add,22.322917,metal.elementwise_mpscnn
resnetbc14b,aten::add,"{'input_channel': 2048, 'input_shape': 7, 'flops': 100352}",126.96,vulkan.add,,vulkan.add,134.08,vulkan.add,32.556249,metal.elementwise_mpscnn
resnet16,aten::add,"{'input_channel': 64, 'input_shape': 56, 'flops': 200704}",64.36,vulkan.add,61.68,vulkan.add,198.48,vulkan.add,17.647917,metal.elementwise_mpscnn
