model,operation,feature,pixel4|gpu|float,pixel4|gpu|kernel,s10|gpu|float,s10|gpu|kernel,onefusion|gpu|float,onefusion|gpu|kernel,iphonexs|gpu|float,iphonexs|gpu|kernel
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 128, 'input_shape': 7, 'output_channel': 128, 'output_shape': 7, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 6272, 'output_size': 6272, 'flops': 7225344, 'filter_size': 147456}",222.56,vulkan.conv2d,406.4,vulkan.conv2d,641.16,vulkan.conv2d,13.487501,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 128, 'input_shape': 7, 'output_channel': 128, 'output_shape': 7, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 6272, 'output_size': 6272, 'flops': 7225344, 'filter_size': 147456}",223.32,vulkan.conv2d,406.36,vulkan.conv2d,641.92,vulkan.conv2d,25.44375,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 128, 'input_shape': 7, 'output_channel': 128, 'output_shape': 7, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 6272, 'output_size': 6272, 'flops': 7225344, 'filter_size': 147456}",221.64,vulkan.conv2d,406.76,vulkan.conv2d,642.12,vulkan.conv2d,6.316666,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 128, 'input_shape': 7, 'output_channel': 16, 'output_shape': 7, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 6272, 'output_size': 784, 'flops': 100352, 'filter_size': 2048}",37.64,vulkan.conv2d_pw_2x2,117.92,vulkan.conv2d_pw_2x2,40.32,vulkan.conv2d_pw_2x2,5.314581,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 128, 'input_shape': 7, 'output_channel': 32, 'output_shape': 7, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 6272, 'output_size': 1568, 'flops': 200704, 'filter_size': 4096}",34.24,vulkan.conv2d_pw_2x2,91.48,vulkan.conv2d_pw_2x2,38.16,vulkan.conv2d_pw_2x2,13.53125,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 128, 'input_shape': 7, 'output_channel': 64, 'output_shape': 7, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 6272, 'output_size': 3136, 'flops': 401408, 'filter_size': 8192}",33.0,vulkan.conv2d_pw_2x2,87.52,vulkan.conv2d_pw_2x2,39.68,vulkan.conv2d_pw_2x2,15.216664,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 16, 'input_shape': 56, 'output_channel': 128, 'output_shape': 56, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 50176, 'output_size': 401408, 'flops': 6422528, 'filter_size': 2048}",90.24,vulkan.conv2d_pw_2x2,178.64,vulkan.conv2d_pw_2x2,317.16,vulkan.conv2d_pw_2x2,26.341667,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 16, 'input_shape': 56, 'output_channel': 32, 'output_shape': 56, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 50176, 'output_size': 100352, 'flops': 1605632, 'filter_size': 512}",26.8,vulkan.conv2d_pw_2x2,75.08,vulkan.conv2d_pw_2x2,83.72,vulkan.conv2d_pw_2x2,7.193751,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 32, 'input_shape': 28, 'output_channel': 256, 'output_shape': 28, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 25088, 'output_size': 200704, 'flops': 6422528, 'filter_size': 8192}",97.16,vulkan.conv2d_pw_2x2,172.48,vulkan.conv2d_pw_2x2,340.32,vulkan.conv2d_pw_2x2,13.881247,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 32, 'input_shape': 28, 'output_channel': 64, 'output_shape': 28, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 25088, 'output_size': 50176, 'flops': 1605632, 'filter_size': 2048}",29.88,vulkan.conv2d_pw_2x2,54.84,vulkan.conv2d_pw_2x2,89.16,vulkan.conv2d_pw_2x2,7.387501,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 16, 'input_shape': 28, 'output_channel': 64, 'output_shape': 14, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 12544, 'output_size': 12544, 'flops': 1806336, 'filter_size': 9216}",58.48,vulkan.conv2d,88.08,vulkan.conv2d,156.88,vulkan.conv2d,9.018753,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 64, 'input_shape': 14, 'output_channel': 512, 'output_shape': 14, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 12544, 'output_size': 100352, 'flops': 6422528, 'filter_size': 32768}",95.52,vulkan.conv2d_pw_2x2,196.48,vulkan.conv2d_pw_2x2,308.84,vulkan.conv2d_pw_2x2,14.874997,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 64, 'input_shape': 14, 'output_channel': 128, 'output_shape': 14, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 12544, 'output_size': 25088, 'flops': 1605632, 'filter_size': 8192}",34.4,vulkan.conv2d_pw_2x2,57.8,vulkan.conv2d_pw_2x2,85.2,vulkan.conv2d_pw_2x2,26.139582,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 16, 'input_shape': 28, 'output_channel': 16, 'output_shape': 14, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 12544, 'output_size': 3136, 'flops': 451584, 'filter_size': 2304}",25.24,vulkan.conv2d,63.88,vulkan.conv2d,54.8,vulkan.conv2d,14.179165,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 16, 'input_shape': 14, 'output_channel': 128, 'output_shape': 7, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 3136, 'output_size': 6272, 'flops': 903168, 'filter_size': 18432}",31.8,vulkan.conv2d,61.88,vulkan.conv2d,86.0,vulkan.conv2d,46.175002,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 32, 'input_shape': 14, 'output_channel': 128, 'output_shape': 7, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 6272, 'output_size': 6272, 'flops': 1806336, 'filter_size': 36864}",59.32,vulkan.conv2d,111.8,vulkan.conv2d,166.64,vulkan.conv2d,152.637501,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 128, 'input_shape': 7, 'output_channel': 1024, 'output_shape': 7, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 6272, 'output_size': 50176, 'flops': 6422528, 'filter_size': 131072}",113.92,vulkan.conv2d_pw_2x2,149.48,vulkan.conv2d_pw_2x2,303.28,vulkan.conv2d_pw_2x2,78.789587,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 128, 'input_shape': 7, 'output_channel': 256, 'output_shape': 7, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 6272, 'output_size': 12544, 'flops': 1605632, 'filter_size': 32768}",39.28,vulkan.conv2d_pw_2x2,84.36,vulkan.conv2d_pw_2x2,86.4,vulkan.conv2d_pw_2x2,1077.604166,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 32, 'input_shape': 56, 'output_channel': 32, 'output_shape': 56, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 100352, 'output_size': 100352, 'flops': 28901376, 'filter_size': 9216}",603.84,vulkan.conv2d,865.12,vulkan.conv2d,1833.28,vulkan.conv2d,44.756249,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 32, 'input_shape': 56, 'output_channel': 128, 'output_shape': 56, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 100352, 'output_size': 401408, 'flops': 12845056, 'filter_size': 4096}",150.84,vulkan.conv2d_pw_2x2,264.48,vulkan.conv2d_pw_2x2,526.12,vulkan.conv2d_pw_2x2,152.250001,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 128, 'input_shape': 56, 'output_channel': 256, 'output_shape': 28, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 401408, 'output_size': 200704, 'flops': 231211008, 'filter_size': 294912}",4744.84,vulkan.conv2d,6671.08,vulkan.conv2d,14607.2,vulkan.conv2d,78.479171,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 64, 'input_shape': 28, 'output_channel': 64, 'output_shape': 28, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 50176, 'output_size': 50176, 'flops': 28901376, 'filter_size': 36864}",596.64,vulkan.conv2d,1061.44,vulkan.conv2d,1823.0,vulkan.conv2d,1113.743754,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 64, 'input_shape': 28, 'output_channel': 256, 'output_shape': 28, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 50176, 'output_size': 200704, 'flops': 12845056, 'filter_size': 16384}",177.48,vulkan.conv2d_pw_2x2,289.32,vulkan.conv2d_pw_2x2,614.84,vulkan.conv2d_pw_2x2,42.912498,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 256, 'input_shape': 28, 'output_channel': 512, 'output_shape': 14, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 200704, 'output_size': 100352, 'flops': 231211008, 'filter_size': 1179648}",6124.48,vulkan.conv2d,8122.88,vulkan.conv2d,18841.72,vulkan.conv2d,323.95625,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 128, 'input_shape': 14, 'output_channel': 128, 'output_shape': 14, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 25088, 'output_size': 25088, 'flops': 28901376, 'filter_size': 147456}",784.56,vulkan.conv2d,1546.0,vulkan.conv2d,2374.6,vulkan.conv2d,88.399998,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 128, 'input_shape': 14, 'output_channel': 512, 'output_shape': 14, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 25088, 'output_size': 100352, 'flops': 12845056, 'filter_size': 65536}",178.84,vulkan.conv2d_pw_2x2,356.04,vulkan.conv2d_pw_2x2,584.68,vulkan.conv2d_pw_2x2,1238.783333,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 512, 'input_shape': 14, 'output_channel': 1024, 'output_shape': 7, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 100352, 'output_size': 50176, 'flops': 231211008, 'filter_size': 4718592}",6337.48,vulkan.conv2d,8691.72,vulkan.conv2d,18940.32,vulkan.conv2d,54.277084,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 256, 'input_shape': 7, 'output_channel': 256, 'output_shape': 7, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 12544, 'output_size': 12544, 'flops': 28901376, 'filter_size': 589824}",839.0,vulkan.conv2d,1077.52,vulkan.conv2d,2417.0,vulkan.conv2d,197.354169,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 256, 'input_shape': 7, 'output_channel': 1024, 'output_shape': 7, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 12544, 'output_size': 50176, 'flops': 12845056, 'filter_size': 262144}",204.04,vulkan.conv2d_pw_2x2,282.32,vulkan.conv2d_pw_2x2,586.36,vulkan.conv2d_pw_2x2,92.5,metal.prepack_conv2d
hrnet_w18_small_v1,vulkan_prepack::run_conv2d_context,"{'input_channel': 1024, 'input_shape': 7, 'output_channel': 2048, 'output_shape': 7, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 50176, 'output_size': 100352, 'flops': 102760448, 'filter_size': 2097152}",1396.04,vulkan.conv2d_pw_2x2,2688.2,vulkan.conv2d_pw_2x2,4481.84,vulkan.conv2d_pw_2x2,562.712504,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 3, 'input_shape': 224, 'output_channel': 64, 'output_shape': 112, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 150528, 'output_size': 802816, 'flops': 21676032, 'filter_size': 1728}",718.56,vulkan.conv2d,862.08,vulkan.conv2d,2207.52,vulkan.conv2d,126.314588,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 64, 'input_shape': 112, 'output_channel': 64, 'output_shape': 56, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 802816, 'output_size': 200704, 'flops': 115605504, 'filter_size': 36864}",2474.72,vulkan.conv2d,3417.68,vulkan.conv2d,7306.24,vulkan.conv2d,1038.162498,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 64, 'input_shape': 56, 'output_channel': 256, 'output_shape': 56, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 200704, 'output_size': 802816, 'flops': 51380224, 'filter_size': 16384}",535.72,vulkan.conv2d_pw_2x2,818.64,vulkan.conv2d_pw_2x2,1875.6,vulkan.conv2d_pw_2x2,79.237501,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 64, 'input_shape': 56, 'output_channel': 64, 'output_shape': 56, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 200704, 'output_size': 200704, 'flops': 12845056, 'filter_size': 4096}",140.6,vulkan.conv2d_pw_2x2,257.36,vulkan.conv2d_pw_2x2,474.36,vulkan.conv2d_pw_2x2,289.600005,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 64, 'input_shape': 56, 'output_channel': 64, 'output_shape': 56, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 200704, 'output_size': 200704, 'flops': 115605504, 'filter_size': 36864}",2327.96,vulkan.conv2d,3378.2,vulkan.conv2d,7196.32,vulkan.conv2d,620.19375,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 64, 'input_shape': 56, 'output_channel': 256, 'output_shape': 56, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 200704, 'output_size': 802816, 'flops': 51380224, 'filter_size': 16384}",542.0,vulkan.conv2d_pw_2x2,815.2,vulkan.conv2d_pw_2x2,1875.32,vulkan.conv2d_pw_2x2,282.654166,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 256, 'input_shape': 56, 'output_channel': 64, 'output_shape': 56, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 802816, 'output_size': 200704, 'flops': 51380224, 'filter_size': 16384}",537.52,vulkan.conv2d_pw_2x2,941.32,vulkan.conv2d_pw_2x2,1757.44,vulkan.conv2d_pw_2x2,316.041667,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 64, 'input_shape': 56, 'output_channel': 64, 'output_shape': 56, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 200704, 'output_size': 200704, 'flops': 115605504, 'filter_size': 36864}",2316.48,vulkan.conv2d,3373.32,vulkan.conv2d,7201.08,vulkan.conv2d,598.966668,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 64, 'input_shape': 56, 'output_channel': 256, 'output_shape': 56, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 200704, 'output_size': 802816, 'flops': 51380224, 'filter_size': 16384}",536.12,vulkan.conv2d_pw_2x2,815.32,vulkan.conv2d_pw_2x2,1871.96,vulkan.conv2d_pw_2x2,281.564583,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 256, 'input_shape': 56, 'output_channel': 18, 'output_shape': 56, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 802816, 'output_size': 56448, 'flops': 130056192, 'filter_size': 41472}",4614.16,vulkan.conv2d,4798.24,vulkan.conv2d,13882.32,vulkan.conv2d,863.493752,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 256, 'input_shape': 56, 'output_channel': 36, 'output_shape': 28, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 802816, 'output_size': 28224, 'flops': 65028096, 'filter_size': 82944}",1904.44,vulkan.conv2d,2767.24,vulkan.conv2d,5520.08,vulkan.conv2d,1035.560417,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 18, 'output_shape': 56, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 56448, 'flops': 9144576, 'filter_size': 2916}",366.76,vulkan.conv2d,518.08,vulkan.conv2d,1110.36,vulkan.conv2d,89.072919,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 36, 'input_shape': 28, 'output_channel': 36, 'output_shape': 28, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 28224, 'output_size': 28224, 'flops': 9144576, 'filter_size': 11664}",249.08,vulkan.conv2d,392.24,vulkan.conv2d,758.16,vulkan.conv2d,73.60208,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 18, 'output_shape': 56, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 56448, 'flops': 9144576, 'filter_size': 2916}",365.72,vulkan.conv2d,392.68,vulkan.conv2d,1111.28,vulkan.conv2d,92.458335,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 18, 'output_shape': 56, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 56448, 'flops': 9144576, 'filter_size': 2916}",366.72,vulkan.conv2d,394.44,vulkan.conv2d,1117.2,vulkan.conv2d,88.781246,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 18, 'output_shape': 56, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 56448, 'flops': 9144576, 'filter_size': 2916}",365.6,vulkan.conv2d,392.36,vulkan.conv2d,1114.8,vulkan.conv2d,92.329166,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 36, 'output_shape': 28, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 28224, 'flops': 4572288, 'filter_size': 5832}",150.84,vulkan.conv2d,233.96,vulkan.conv2d,442.32,vulkan.conv2d,75.085415,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 36, 'input_shape': 28, 'output_channel': 36, 'output_shape': 28, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 28224, 'output_size': 28224, 'flops': 9144576, 'filter_size': 11664}",249.4,vulkan.conv2d,395.56,vulkan.conv2d,759.6,vulkan.conv2d,72.918751,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 36, 'input_shape': 28, 'output_channel': 36, 'output_shape': 28, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 28224, 'output_size': 28224, 'flops': 9144576, 'filter_size': 11664}",250.96,vulkan.conv2d,398.44,vulkan.conv2d,762.16,vulkan.conv2d,75.866666,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 36, 'input_shape': 28, 'output_channel': 36, 'output_shape': 28, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 28224, 'output_size': 28224, 'flops': 9144576, 'filter_size': 11664}",250.64,vulkan.conv2d,401.88,vulkan.conv2d,759.76,vulkan.conv2d,8.462497,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 36, 'input_shape': 28, 'output_channel': 18, 'output_shape': 28, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 28224, 'output_size': 14112, 'flops': 508032, 'filter_size': 648}",21.92,vulkan.conv2d_pw_2x2,46.24,vulkan.conv2d_pw_2x2,51.2,vulkan.conv2d_pw_2x2,88.362501,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 18, 'output_shape': 56, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 56448, 'flops': 9144576, 'filter_size': 2916}",367.28,vulkan.conv2d,397.12,vulkan.conv2d,1116.96,vulkan.conv2d,50.683337,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 36, 'input_shape': 28, 'output_channel': 72, 'output_shape': 14, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 28224, 'output_size': 14112, 'flops': 4572288, 'filter_size': 23328}",152.0,vulkan.conv2d,263.0,vulkan.conv2d,431.12,vulkan.conv2d,73.137501,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 36, 'input_shape': 28, 'output_channel': 36, 'output_shape': 28, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 28224, 'output_size': 28224, 'flops': 9144576, 'filter_size': 11664}",247.32,vulkan.conv2d,394.28,vulkan.conv2d,753.0,vulkan.conv2d,39.039581,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 72, 'input_shape': 14, 'output_channel': 72, 'output_shape': 14, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 14112, 'output_size': 14112, 'flops': 9144576, 'filter_size': 46656}",292.24,vulkan.conv2d,520.56,vulkan.conv2d,822.0,vulkan.conv2d,65.845833,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 18, 'output_shape': 56, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 56448, 'flops': 9144576, 'filter_size': 2916}",366.16,vulkan.conv2d,393.28,vulkan.conv2d,1115.84,vulkan.conv2d,92.083332,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 18, 'output_shape': 56, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 56448, 'flops': 9144576, 'filter_size': 2916}",366.6,vulkan.conv2d,396.4,vulkan.conv2d,1117.24,vulkan.conv2d,88.239583,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 18, 'output_shape': 56, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 56448, 'flops': 9144576, 'filter_size': 2916}",365.08,vulkan.conv2d,397.52,vulkan.conv2d,1115.6,vulkan.conv2d,91.862498,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 36, 'output_shape': 28, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 28224, 'flops': 4572288, 'filter_size': 5832}",151.44,vulkan.conv2d,236.04,vulkan.conv2d,442.12,vulkan.conv2d,30.106254,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 18, 'output_shape': 28, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 14112, 'flops': 2286144, 'filter_size': 2916}",103.52,vulkan.conv2d,150.64,vulkan.conv2d,293.96,vulkan.conv2d,75.160415,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 36, 'input_shape': 28, 'output_channel': 36, 'output_shape': 28, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 28224, 'output_size': 28224, 'flops': 9144576, 'filter_size': 11664}",249.52,vulkan.conv2d,393.76,vulkan.conv2d,759.68,vulkan.conv2d,72.862499,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 36, 'input_shape': 28, 'output_channel': 36, 'output_shape': 28, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 28224, 'output_size': 28224, 'flops': 9144576, 'filter_size': 11664}",250.8,vulkan.conv2d,397.44,vulkan.conv2d,760.32,vulkan.conv2d,75.256254,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 36, 'input_shape': 28, 'output_channel': 36, 'output_shape': 28, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 28224, 'output_size': 28224, 'flops': 9144576, 'filter_size': 11664}",250.44,vulkan.conv2d,397.56,vulkan.conv2d,759.28,vulkan.conv2d,72.974997,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 36, 'input_shape': 28, 'output_channel': 18, 'output_shape': 28, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 28224, 'output_size': 14112, 'flops': 508032, 'filter_size': 648}",21.72,vulkan.conv2d_pw_2x2,49.44,vulkan.conv2d_pw_2x2,51.72,vulkan.conv2d_pw_2x2,66.531252,metal.prepack_conv2d
